"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","대중문화예술기획업","03_08_02_P","3130000","CDFF3241092025000123","2025-12-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 성산동 ***-* 태림센트윈Ⅱ","서울특별시 마포구 월드컵로**길 *, 태림센트윈Ⅱ ***호 (성산동)","03938","고예(GOYE)","2025-12-30 09:36:34","I","2026-01-03 00:20:02","","191368.630812029","451371.115016498","대중문화예술기획업","유통관련업","0","","매니저업, 공연, 영상","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","대중문화예술기획업","03_08_02_P","3860000","CDFF3241092025000016","2025-12-31","","01","영업/정상","13","영업중","","","","","1800-4746","","","경기도 부천시 원미구 춘의동 *** 춘의테크노파크II","경기도 부천시 원미구 부천로***번길 **, ***동 ****호 (춘의동)","14557","주식회사 예술숲","2025-12-31 17:22:31","I","2026-01-03 00:20:02","","181179.871137498","444386.9087544","대중문화예술기획업","유통관련업","0","","대중문화예술, 순수예술 외","230.15","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"3","대중문화예술기획업","03_08_02_P","3520000","CDFF3241092025000009","2025-12-31","","01","영업/정상","13","영업중","","","","","032-815-5552","","","인천광역시 연수구 송도동 ***-* 송도 트리플스트리트","인천광역시 연수구 송도과학로**번길 **-*, 송도 트리플스트리트 D동 *층 ***호 (송도동)","21984","주식회사 대박드림스","2025-12-31 13:25:11","I","2026-01-03 00:20:02","","170067.928848939","430784.623782497","대중문화예술기획업","유통관련업","0","","연예종합, 공연기획","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"4","대중문화예술기획업","03_08_02_P","3780000","CDFF3241092024000005","2022-04-27","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 수정구 금토동 ***","경기도 성남시 수정구 금토로 **, 텐엑스타워 (금토동)","13453","주식회사 놀유니버스","2025-12-31 00:54:23","U","2026-01-03 02:40:00","","","","대중문화예술기획업","유통관련업","0","","연예인 매니지먼트","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"5","대중문화예술기획업","03_08_02_P","3150000","CDFF3241092020000005","2020-03-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 ***-*","서울특별시 강서구 마곡중앙*로*길 **, **층 IT-****호 (마곡동)","07790","주식회사 에이투지엔터테인먼트","2025-12-31 16:53:35","U","2026-01-03 02:40:00","","184865.68815993","450758.165943878","대중문화예술기획업","유통관련업","","","매니저업","","","","","","","","","","","","","","","","","","","","","","","","","","",
"6","대중문화예술기획업","03_08_02_P","3940000","CDFF3241092022000024","2022-10-06","","01","영업/정상","13","영업중","","","","","031-973-5350","","","경기도 고양시 덕양구 원흥동 *** 한일골드타워 ***호","경기도 고양시 덕양구 삼송로 *, 한일골드타워 ***호 (원흥동)","10564","주식회사 패러블엔터테인먼트","2025-12-31 09:11:44","U","2026-01-03 02:40:00","","188896.95594083","460830.916187383","대중문화예술기획업","유통관련업","0","","뉴미디어콘텐츠","131.08","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"7","대중문화예술기획업","03_08_02_P","3130000","CDFF3241092025000025","2025-04-14","","03","폐업","03","폐업","2025-12-31","","","","","","","서울특별시 마포구 동교동 ***-* 청운빌딩","서울특별시 마포구 동교로**길 **, 청운빌딩 *층 ***호 (동교동)","03992","(주)소셜웨이브","2025-12-31 15:19:40","U","2026-01-03 02:40:00","","192861.197503699","450546.48579584","대중문화예술기획업","유통관련업","0","","매니지먼트업","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"8","대중문화예술기획업","03_08_02_P","3020000","CDFF3241092026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 한강로*가 ***-*","서울특별시 용산구 한강대로 **, ***호 (한강로*가)","04387","주식회사 드림아파트코리아","2026-01-02 16:57:37","I","2026-01-04 00:20:12","","196919.617115446","447106.168036632","대중문화예술기획업","유통관련업","0","","매니지먼트 등","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"9","대중문화예술기획업","03_08_02_P","3010000","CDFF3241092026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 신당동 ***-***","서울특별시 중구 청구로**길 **, *층 (신당동)","04610","(주)유나이티드컬처스","2026-01-02 09:17:37","I","2026-01-04 00:20:12","","201118.039202434","451104.221639573","대중문화예술기획업","유통관련업","0","","엔터테인먼트 사업","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"10","대중문화예술기획업","03_08_02_P","3200000","CDFF3241092026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 남현동 ****-** ***호","서울특별시 관악구 남부순환로***길 **, ***호 (남현동)","08807","디메이크(DMAKE)","2026-01-02 17:03:57","I","2026-01-04 00:20:12","","198001.403071274","441331.018703646","대중문화예술기획업","유통관련업","0","","음반 및 공연 기획","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
