"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"1","동물생산업","02_03_06_P","4681000","468100003720250001","2025-12-31","","01","영업/정상","0000","정상","","","","","","0","","전북특별자치도 익산시 함열읍 남당리 ***-*** 주건축물제*동, *층","","","햄찌팜","2025-12-31 14:39:51","I","2026-01-03 00:20:02","","","","동물생산업","동물생산업","000","0",
"2","동물생산업","02_03_06_P","3530000","353000003720190048","2019-10-23","","03","폐업","0002","폐업","2025-12-30","","","","","0","","인천광역시 남동구 만수동 *-** *층","인천광역시 남동구 만수서로**번길 *, *층 (만수동)","21521","랙도르하우스","2025-12-31 17:38:32","U","2026-01-03 02:40:00","","176495.400529853","440021.539951606","동물생산업","동물생산업","000","0",
"3","동물생산업","02_03_06_P","5530000","553000003720080005","2008-06-09","","02","휴업","0001","휴업","","2026-01-01","2026-12-31","","","0","","경기도 화성시 봉담읍 분천리 ***-*","경기도 화성시 봉담읍 분천길***번길 **","","데비아스","2025-12-31 15:13:01","U","2026-01-03 02:40:00","","195807.422320404","411393.762660166","동물생산업","동물생산업","000","0",
"4","동물생산업","02_03_06_P","3310000","331000003720210011","2021-05-13","","03","폐업","0002","폐업","2025-12-31","","","","","0","","부산광역시 남구 문현동 ***-**","부산광역시 남구 고동골로**번길 **-* (문현동)","48405","덕선이네","2025-12-31 10:51:18","U","2026-01-03 02:40:00","","388594.193583298","184741.003826049","동물생산업","동물생산업","000","0",
"5","동물생산업","02_03_06_P","4721000","472100003720190001","2019-02-22","","01","영업/정상","0000","정상","","","","","","0","","전북특별자치도 완주군 비봉면 대치리 ***","전북특별자치도 완주군 비봉면 대치로 ***-**","55305","바케시켄넬(BAKESI KENNEL)","2026-01-02 09:55:57","U","2026-01-04 02:40:00","","212743.668391028","282119.669112574","동물생산업","동물생산업","000","0",
"6","동물생산업","02_03_06_P","5600000","560000003720230002","2023-04-18","","03","폐업","0002","폐업","2026-01-02","","","","","0","","경기도 포천시 이동면 연곡리 ****-*","경기도 포천시 이동면 화동로 ****-**","11113","Hyper kennel","2026-01-02 15:32:04","U","2026-01-04 02:40:00","","231824.521802533","500759.009509666","동물생산업","동물생산업","000","0",
"7","동물생산업","02_03_06_P","3520000","352000003720250001","2025-10-20","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 연수구 옥련동 ***-**","인천광역시 연수구 청룡로**번길 **-* (옥련동)","21939","랙돌","2026-01-02 12:57:26","U","2026-01-04 02:40:00","","169836.269061028","436011.497421653","동물생산업","동물생산업","000","0",
"8","동물생산업","02_03_06_P","4510000","451000003720180017","2018-10-31","","01","영업/정상","0000","정상","","","","","","0","","충청남도 보령시 주교면 관창리 ***-**","충청남도 보령시 주교면 울계큰길 **-*","33426","대운농장","2026-01-02 10:08:18","U","2026-01-04 02:40:00","","162850.294943447","320288.590097299","동물생산업","동물생산업","000","0",
"9","동물생산업","02_03_06_P","5600000","560000003720230003","2023-11-15","","03","폐업","0002","폐업","2026-01-02","","","","","0","","경기도 포천시 이동면 연곡리 ****","경기도 포천시 이동면 화동로 ****-**","11113","비트켄넬","2026-01-02 09:11:22","U","2026-01-04 02:40:00","","231859.88904754","500749.196997992","동물생산업","동물생산업","000","0",
"10","동물생산업","02_03_06_P","5530000","553000003720190056","2019-09-24","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 장안면 장안리 ***-*","경기도 화성시 장안면 문두골길 ***-**, ***호","18586","비비드블랑","2026-01-05 13:40:43","U","2026-01-07 02:40:00","","186269.112765383","393857.428143125","동물생산업","동물생산업","000","0",
