"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"1","동물위탁관리업","02_03_10_P","3780000","378000004820250010","2025-12-31","","01","영업/정상","0000","정상","","","","","","0","","경기도 성남시 분당구 야탑동 **-*","경기도 성남시 분당구 새나리로**번길 ** (야탑동)","13509","더쉼","2025-12-31 16:57:54","I","2026-01-03 00:20:02","","214155.947927227","433044.210897816","동물위탁관리업","동물위탁관리업","000","0",
"2","동물위탁관리업","02_03_10_P","5710000","571000004820250021","2025-12-31","","01","영업/정상","0000","정상","","","","","043-288-6664","0","","충청북도 청주시 상당구 용정동 ****","충청북도 청주시 상당구 용정로 **, *층 (용정동)","28748","하이도그","2025-12-31 09:04:26","I","2026-01-03 00:20:02","","246347.520465781","347772.517959327","동물위탁관리업","동물위탁관리업","000","0",
"3","동물위탁관리업","02_03_10_P","3190000","319000004820250002","2025-12-30","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 동작구 대방동 ***-**","서울특별시 동작구 여의대방로**길 **, *층 (대방동)","07055","펫대손손 애견센터 신대방점","2025-12-31 11:17:04","I","2026-01-03 00:20:02","","193224.770608462","444045.833532044","동물위탁관리업","동물위탁관리업","000","0",
"4","동물위탁관리업","02_03_10_P","4641000","464100004820250010","2025-12-31","","01","영업/정상","0000","정상","","","","","","0","","전북특별자치도 전주시 덕진구 인후동*가 ***-*","전북특별자치도 전주시 덕진구 아중로 ***-*, *층 (인후동*가)","55024","맘바이 전주점","2025-12-31 16:25:12","I","2026-01-03 00:20:02","","214756.646238758","258407.538263312","동물위탁관리업","동물위탁관리업","000","0",
"5","동물위탁관리업","02_03_10_P","4191000","419100004820240015","2024-10-23","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 호저면 무장리 ****-*","강원특별자치도 원주시 호저면 신평석화로 ***","26301","저스트도그 기업도시점","2025-12-31 09:29:01","U","2026-01-03 02:40:00","","277986.158311714","432646.579357554","동물위탁관리업","동물위탁관리업","000","0",
"6","동물위탁관리업","02_03_10_P","3740000","374000004820240014","2024-04-17","","03","폐업","0002","폐업","2025-12-31","","","","","0","","경기도 수원시 권선구 고색동 ***-***","경기도 수원시 권선구 서부로 ****, 일부호 (고색동)","16623","도그베이 수원","2025-12-31 13:29:14","U","2026-01-03 02:40:00","","197745.538088991","416836.602426932","동물위탁관리업","동물위탁관리업","000","0",
"7","동물위탁관리업","02_03_10_P","3740000","374000004820230002","2023-02-07","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 장안구 송죽동 ***-* 윤중빌딩","경기도 수원시 장안구 파장로 *, 윤중빌딩 *층 (송죽동)","16301","손선생반려견센터","2025-12-31 08:55:26","U","2026-01-03 02:40:00","","199919.548206308","422385.839031172","동물위탁관리업","동물위탁관리업","000","0",
"8","동물위탁관리업","02_03_10_P","3350000","335000004820220002","2022-11-11","","03","폐업","0002","폐업","2025-12-31","","","","","0","","부산광역시 금정구 구서동 ****-** 홍익빌딩","부산광역시 금정구 금샘로 ***, 홍익빌딩 *층 (구서동)","46235","누리마루 Pet유치원","2025-12-31 18:19:47","U","2026-01-03 02:40:00","","389615.021560196","197228.251788745","동물위탁관리업","동물위탁관리업","000","0",
"9","동물위탁관리업","02_03_10_P","5080000","508000004820190026","2019-05-31","","03","폐업","0002","폐업","2025-12-31","","","","","0","","경상북도 구미시 봉곡동 *** 봉곡e편한세상","경상북도 구미시 봉곡로**길 **-**, 봉곡e편한세상 (봉곡동)","39205","몽쭈쭈","2025-12-31 17:26:52","U","2026-01-03 02:40:00","","318099.363865347","295819.422121369","동물위탁관리업","동물위탁관리업","000","0",
"10","동물위탁관리업","02_03_10_P","5540000","554000004820200021","2020-10-13","","01","영업/정상","0000","정상","","","","","070-7527-8952","0","","경기도 광주시 문형동 ***-*","경기도 광주시 문형동 보뚱치길 **","12774","티파니 가든 애견카페 애견유치원 애견호텔","2025-12-31 09:08:14","U","2026-01-03 02:40:00","","217940.38753439","426371.149554948","동물위탁관리업","동물위탁관리업","L00","0",
