"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","음반.음악영상물제작업","03_14_03_P","3070000","CDFF3241062025000003","2018-02-05","","01","영업/정상","13","영업중","","","","","02-764-0686","","","서울특별시 성북구 성북동*가 ***-**","서울특별시 성북구 성북로*길 ** (성북동*가)","02880","주식회사 히즈프로덕션","2025-12-31 17:16:53","I","2026-01-03 00:20:02","","200271.708735232","454015.417063966","음반.음악영상물제작업","유통관련업","0","","","326","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","음반.음악영상물제작업","03_14_03_P","3230000","CDFF3241062018000001","2018-01-09","","03","폐업","34","영업장폐쇄","2025-12-23","","","","","","","서울특별시 송파구 가락동 **-* 삼진빌딩","서울특별시 송파구 중대로*길 **, 삼진빌딩 지층 *호 (가락동)","05713","까치노래뮤비방","2026-01-02 18:29:35","U","2026-01-04 02:40:00","","210512.455445532","443911.686900845","음반.음악영상물제작업","유통관련업","5","기타","","145","4","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","주거지역",
"3","음반.음악영상물제작업","03_14_03_P","3230000","CDFF3241062019000004","2019-02-22","","03","폐업","34","영업장폐쇄","2025-04-23","","","","","","","서울특별시 송파구 가락동 **","서울특별시 송파구 송파대로**길 **-*, 지층 (가락동)","05713","캉캉","2026-01-02 14:04:32","U","2026-01-04 02:40:00","","210639.601919091","443818.347813369","음반.음악영상물제작업","유통관련업","0","","영상제작","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"4","음반.음악영상물제작업","03_14_03_P","3150000","CDFF3241062023000002","2023-03-15","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 ***-* 아이티- ****호","서울특별시 강서구 마곡중앙*로*길 **, 아이티-****호 (마곡동)","07790","주식회사 에이투지엔터테인먼트","2026-01-02 15:00:03","U","2026-01-04 02:40:00","","185602.711828867","451826.62016058","음반.음악영상물제작업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"5","음반.음악영상물제작업","03_14_03_P","3130000","CDFF3241062022000035","2022-07-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 합정동 ***-*","서울특별시 마포구 독막로*길 **-*, *층 (합정동)","04073","주식회사 111엔터테인먼트","2026-01-02 11:18:31","U","2026-01-04 02:40:00","","192713.123046573","449409.349931267","음반.음악영상물제작업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"6","음반.음악영상물제작업","03_14_03_P","4040000","CDFF3241062026000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 학암동 *** 위례 호반써밋","경기도 하남시 위례대로*길 **, ****동 ****호 (학암동, 위례 호반써밋)","13011","비엔파이브 엔터테인먼트(BN5 ENTERTAINMENT)","2026-01-05 13:12:08","I","2026-01-07 00:20:36","","213350.190461363","442530.253078794","음반.음악영상물제작업","유통관련업","0","","음반, 음악 영상물","109.38","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"7","음반.음악영상물제작업","03_14_03_P","3210000","CDFF3241062019000011","2019-07-24","","01","영업/정상","13","영업중","","","","","070-4708-4767","","","서울특별시 서초구 서초동 ****-** 한화생명보험빌딩","서울특별시 서초구 강남대로 ***, 한화생명보험빌딩 **층 (서초동)","06628","(주)드림어스컴퍼니","2026-01-05 15:12:46","U","2026-01-07 02:40:00","","202605.525331034","443189.699750908","음반.음악영상물제작업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"8","음반.음악영상물제작업","03_14_03_P","5710000","CDFF3241062025000011","2025-09-12","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 복대동 ****","충청북도 청주시 흥덕구 짐대로 **, *층 (복대동)","28419","키스뮤비노래방","2026-01-05 16:06:13","U","2026-01-07 02:40:00","","238324.147346841","347878.310465126","음반.음악영상물제작업","유통관련업","0","","","0","3","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"9","음반.음악영상물제작업","03_14_03_P","3940000","CDFF3241062025000009","2021-01-21","","01","영업/정상","13","영업중","","","","","02-744-8350","","","경기도 고양시 덕양구 향동동 *** DMC 플렉스 데시앙 F***호","경기도 고양시 덕양구 향동로 ***, DMC 플렉스 데시앙 *층 F***호 (향동동)","10545","원더러스트에이앤씨 주식회사","2026-01-05 17:43:44","U","2026-01-07 02:40:00","","190432.184936362","456319.368887839","음반.음악영상물제작업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"10","음반.음악영상물제작업","03_14_03_P","3230000","CDFF3241062021000003","2021-02-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 문정동 ***-* 문정에스케이브이원지엘메트로시티","서울특별시 송파구 법원로 ***, 문정에스케이브이원지엘메트로시티 C동 G***-S***호 (문정동)","05854","(주)전두엽손상","2026-01-05 17:44:02","U","2026-01-07 02:40:00","","","","음반.음악영상물제작업","유통관련업","0","","","2","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
