"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","단란주점영업","07_23_01_P","4930000","4930000-103-2025-00002","2025-12-31","","01","영업/정상","01","영업","","","","","061 532 8886","133.90","536-809","전라남도 해남군 해남읍 해리 642-1 외 2필지(642-2, 642-6)","전라남도 해남군 해남읍 영빈로 1, 2층","59039","린라이브","2025-12-31 10:21:06","I","2026-01-03 00:20:02","단란주점","163362.126683253","118950.855119793","단란주점","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","Y","133.9","","","",
"2","단란주점영업","07_23_01_P","5350000","5350000-103-2008-00004","2008-12-23","","01","영업/정상","01","영업","","","","","055 313 0449","125.24","621-070","경상남도 김해시 삼계동 1461-5 302호","경상남도 김해시 해반천로144번길 35-30, 302호 (삼계동)","50901","탑 원탁 가라오케","2025-12-31 14:31:01","U","2026-01-03 02:40:00","단란주점","370208.60844228","197530.61977231","단란주점","","","유흥업소밀집지역","","상수도전용","","","","","","","","","Y","125.24","","","",
"3","단란주점영업","07_23_01_P","3940000","3950000-103-1997-00006","1997-03-24","","01","영업/정상","01","영업","","","","","031 9638693","67.00","412-800","경기도 고양시 덕양구 고양동 139","경기도 고양시 덕양구 혜음로 38 (고양동)","10274","둥지노래방","2025-12-31 14:29:51","U","2026-01-03 02:40:00","단란주점","191306.806548186","466837.283639236","단란주점","0","0","","","","0","0","0","0","0","","0","0","Y","67","","","",
"4","단란주점영업","07_23_01_P","4610000","4610000-103-2019-00001","2019-01-22","","01","영업/정상","01","영업","","","","","070 73111400","149.71","340-924","충청남도 예산군 덕산면 신평리 532","충청남도 예산군 덕산면 온천단지2로 15","32406","블랙로즈","2025-12-31 09:23:35","U","2026-01-03 02:40:00","단란주점","169548.475131501","354361.18199622","단란주점","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","Y","149.71","","","",
"5","단란주점영업","07_23_01_P","3540000","3540000-103-2009-00003","2009-04-08","","01","영업/정상","01","영업","","","","","032 437 3993","48.28","403-848","인천광역시 부평구 십정동 407-2 외1필지 지하1층 일부","인천광역시 부평구 열우물로49번길 11-1 (십정동,외1필지 지하1층 일부)","21452","더샵짱단란주점","2025-12-31 11:09:27","U","2026-01-03 02:40:00","단란주점","173419.578588168","441127.433850695","단란주점","0","0","유흥업소밀집지역","","상수도전용","0","0","0","0","0","","0","0","Y","48.28","","","",
"6","단란주점영업","07_23_01_P","4610000","4610000-103-1995-00013","1995-12-30","","01","영업/정상","01","영업","","","","","041 3312672","58.89","340-802","충청남도 예산군 예산읍 주교리 294-1","충청남도 예산군 예산읍 예산로 42","32441","뮤즈단란주점","2025-12-31 09:17:22","U","2026-01-03 02:40:00","단란주점","184787.921212627","353417.082845449","단란주점","0","0","유흥업소밀집지역","지도","상수도전용","0","0","0","0","0","","0","0","Y","58.89","","","",
"7","단란주점영업","07_23_01_P","4610000","4610000-103-1997-00001","1997-01-03","","01","영업/정상","01","영업","","","","","041 3370159","63.26","340-924","충청남도 예산군 덕산면 신평리 322-4","충청남도 예산군 덕산면 덕산향교길 30-13","32406","미스단란주점","2025-12-31 09:18:28","U","2026-01-03 02:40:00","단란주점","169694.642909384","355542.120987582","단란주점","0","0","기타","지도","간이상수도","0","0","0","0","0","","0","0","Y","63.26","","","",
"8","단란주점영업","07_23_01_P","4610000","4610000-103-2006-00002","2006-12-27","","01","영업/정상","01","영업","","","","","3333511","122.85","340-802","충청남도 예산군 예산읍 주교리 221-5","충청남도 예산군 예산읍 아리랑로 8","32431","린","2025-12-31 09:22:24","U","2026-01-03 02:40:00","단란주점","184754.432846838","353873.595122064","단란주점","1","0","유흥업소밀집지역","지도","상수도전용","0","0","0","0","0","","0","0","Y","122.85","","","",
"9","단란주점영업","07_23_01_P","4610000","4610000-103-2007-00001","2007-03-19","","01","영업/정상","01","영업","","","","","3308093","149.69","340-924","충청남도 예산군 덕산면 사동리 361","충청남도 예산군 덕산면 온천단지3로 45-7","32406","뮤즈","2025-12-31 09:22:35","U","2026-01-03 02:40:00","단란주점","169171.157000541","354819.022180178","단란주점","0","0","","","","0","0","0","0","0","","0","0","Y","149.69","","","",
"10","단란주점영업","07_23_01_P","4610000","4610000-103-2008-00001","2008-06-10","","01","영업/정상","01","영업","","","","","041 335 1460","96.73","340-805","충청남도 예산군 예산읍 신례원리 253-15","충청남도 예산군 예산읍 창말로 7","32421","트롯7080","2025-12-31 09:22:49","U","2026-01-03 02:40:00","단란주점","186073.441524249","358465.474032139","단란주점","0","0","학교정화(상대)","관리","상수도전용","0","0","0","0","0","","0","0","Y","96.73","","","",
"11","단란주점영업","07_23_01_P","4610000","4610000-103-2014-00001","2014-01-28","","01","영업/정상","01","영업","","","","","","135.01","340-924","충청남도 예산군 덕산면 신평리 341-1","충청남도 예산군 덕산면 덕산온천로 371-8","32406","볼륨클럽","2025-12-31 09:22:58","U","2026-01-03 02:40:00","단란주점","170000.266395678","355532.632868238","단란주점","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","Y","135.01","","","",
"12","단란주점영업","07_23_01_P","4610000","4610000-103-2016-00002","2016-03-29","","01","영업/정상","01","영업","","","","","","121.56","340-804","충청남도 예산군 예산읍 예산리 201-7 (지층)","충청남도 예산군 예산읍 임성로 20, 지층","32436","예스(Yes)","2025-12-31 09:23:07","U","2026-01-03 02:40:00","단란주점","186495.637516917","353193.930447439","단란주점","0","0","학교정화(상대)","관리","상수도전용","0","0","0","0","0","","0","0","Y","121.56","","","",
