"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","용도지역","건물형태구분명","객실수","주택면적","방면적비율","소화기개수","단독경보형감지기개수","자동확산소화기대수","휴대용비상조명등대수","피난구유도등개수","유도표지개수","완강기대수","가스누설경보기대수","일산화탄소감지기대수","조식제공여부","오수처리시설용량","화장실수","화장실종류명",
"1","농어촌민박업","03_11_08_P","5220000","AGCV052200002025000015","2025-12-31","","01","영업/정상","1","정상","","","","","","139","","","경상북도 칠곡군 왜관읍 중앙로5길 3-2","39887","시수하우스","2025-12-31 11:17:14","I","2026-01-03 00:20:02","","326121.496017396","277848.897150729","일반상업지역","","3","220.98","0","2","7","1","1","1","0","1","0","0","","0","2","",
"2","농어촌민박업","03_11_08_P","5600000","AGCV056000002025000027","2025-12-30","","01","영업/정상","1","정상","","","","","","1055","","","경기도 포천시 내촌면 말울이1길 26","11191","마명 온담재","2025-12-31 09:37:06","I","2026-01-03 00:20:02","","216872.292326483","473891.380327527","계획관리지역","","2","42.25","29.84","4","2","0","2","0","1","0","0","0","","0","2","",
"3","농어촌민박업","03_11_08_P","5600000","AGCV056000002025000028","2025-12-30","","01","영업/정상","1","정상","","","","","","580","487-821","경기도 포천시 소흘읍 고모리 146-9","경기도 포천시 소흘읍 죽엽산로 539-26","11185","비득재","2025-12-31 09:51:26","I","2026-01-03 00:20:02","","214590.271298071","476025.703755858","보전관리지역","","2","228.21","19.8","4","2","0","2","1","0","0","0","0","","0","3","",
"4","농어촌민박업","03_11_08_P","4241000","AGCV042410002025000035","2025-12-30","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 삼척시 근덕면 장호리 208-12","강원특별자치도 삼척시 근덕면 삼척로 2110-16","25938","스테이지","2025-12-31 09:01:20","I","2026-01-03 00:20:02","","405067.285833506","422742.574472659","계획관리지역","","2","0","160.26","1","3","2","3","0","1","0","1","1","","0","0","",
"5","농어촌민박업","03_11_08_P","5180000","AGCV051800002025000027","2025-12-31","","01","영업/정상","1","정상","","","","","054-732-0812","298","","","경상북도 영덕군 병곡면 병곡1길 49","36404","메르센트","2025-12-31 16:44:23","I","2026-01-03 00:20:02","","416033.755485467","347325.422650426","단독주택","","5","196.33","196.33","5","7","0","5","0","5","0","0","0","","0","3","",
"6","농어촌민박업","03_11_08_P","4170000","AGCV041700002026000001","2026-01-02","","01","영업/정상","1","정상","","","","","","679","476-833","경기도 양평군 옥천면 용천리 887-2","경기도 양평군 옥천면 사나사길 6","12506","뮤트스톤","2026-01-01 09:08:08","I","2026-01-03 00:20:02","","242406.148366485","447676.650380078","보전관리지역","","2","95.95","81.16","4","4","2","2","0","2","0","2","2","","0","1","",
"7","농어촌민박업","03_11_08_P","6510000","AGCV065100002025000519","2025-12-30","","01","영업/정상","1","정상","","","","","","","695-978","제주특별자치도 제주시 구좌읍 상도리 642-1","제주특별자치도 제주시 구좌읍 상도로 14","63362","세개의꽃나무","2025-12-30 19:52:39","I","2026-01-03 00:20:02","","","","","","3","223.19","0","8","8","4","8","0","4","0","4","4","","0","0","",
"8","농어촌민박업","03_11_08_P","4540000","AGCV045400002025000010","2025-12-29","","01","영업/정상","1","정상","","","","","","1314","","","충청남도 논산시 부적면 충곡로277번길 3-89","32916","Mountain studio with garden","2025-12-29 17:55:42","I","2026-01-03 00:20:02","","","","보전관리","","1","192","192.89","2","2","1","1","0","1","0","0","0","","0","2","",
"9","농어촌민박업","03_11_08_P","6520000","AGCV065200002025000215","2025-12-31","","01","영업/정상","1","정상","","","","","","","697-854","제주특별자치도 서귀포시 서홍동 1919-2","제주특별자치도 서귀포시 서홍로 208-2 (서홍동)","63578","바라나시펜션","2025-12-31 17:19:45","I","2026-01-03 00:20:02","","158077.016164362","-25443.6737486471","자연녹지지역","","7","198.62","0","8","8","1","8","1","0","0","0","1","","0","0","",
"10","농어촌민박업","03_11_08_P","3920000","AGCV039200002025000002","2025-12-26","","01","영업/정상","1","정상","","","","","","1631","","","경기도 동두천시 상패로65번길 108-30 (상패동)","11335","포레149","2025-12-31 10:31:12","I","2026-01-03 00:20:02","","","","자연녹지","","2","211.79","0","2","2","2","2","4","0","0","2","0","","0","3","",
"11","농어촌민박업","03_11_08_P","5330000","AGCV053300002025000062","2025-12-31","","01","영업/정상","1","정상","","","","","","993","","","경상남도 통영시 도산면 도산일주로 456-49","53004","비클래시통영1","2025-12-31 09:35:01","I","2026-01-03 00:20:02","","320810.184585279","157214.219079413","자연환경보전지역","","3","225.1","0","8","12","4","3","0","3","0","4","4","","12","4","",
"12","농어촌민박업","03_11_08_P","5330000","AGCV053300002025000063","2025-12-31","","01","영업/정상","1","정상","","","","","","993","","","경상남도 통영시 도산면 도산일주로 456-53","53004","비클래시통영3","2025-12-31 10:02:02","I","2026-01-03 00:20:02","","320785.571639369","157227.012859993","자연환경보전지역","","3","229.79","0","8","12","4","3","0","3","0","4","4","","26","4","",
"13","농어촌민박업","03_11_08_P","5330000","AGCV053300002025000064","2025-12-31","","01","영업/정상","1","정상","","","","","","993","","","경상남도 통영시 도산면 도산일주로 456-47","53004","비클래시통영2","2025-12-31 09:49:30","I","2026-01-03 00:20:02","","320826.430026631","157236.784245276","자연환경보전지역","","3","229.84","0","8","8","4","3","0","3","0","4","4","","0","4","",
"14","농어촌민박업","03_11_08_P","5050000","AGCV050500002025000217","2025-12-31","","01","영업/정상","1","정상","","","","","","1650","780-822","경상북도 경주시 외동읍 신계리 914-3","경상북도 경주시 외동읍 신계길 69-8","38210","스테이소소리","2025-12-31 14:07:24","I","2026-01-03 00:20:02","","409639.060718709","254617.382056581","보전녹지","","3","228.84","228.84","4","8","8","11","0","7","0","4","4","","0","4","",
"15","농어촌민박업","03_11_08_P","5050000","AGCV050500002025000218","2025-12-31","","01","영업/정상","1","정상","","","","","","393","780-430","경상북도 경주시 하동 555-5","경상북도 경주시 새골길 188-6 (하동)","38126","해바라기 풀빌라","2025-12-31 15:54:27","I","2026-01-03 00:20:02","","408949.726335359","257694.591927912","보전녹지","","1","98.62","98.62","2","5","2","5","0","1","0","1","1","","0","2","",
"16","농어촌민박업","03_11_08_P","4191000","AGCV041910002025000042","2025-10-23","","01","영업/정상","1","정상","","","","","","269","","","강원특별자치도 원주시 소초면 치악로 2783-59","26305","느린오후","2025-12-31 17:48:31","I","2026-01-03 00:20:02","","","","계획관리지역","","2","135.36","135.36","6","6","2","4","0","1","0","0","2","","0","2","",
"17","농어촌민박업","03_11_08_P","4390000","AGCV043900002025000026","2025-12-26","","01","영업/정상","1","정상","","","","","","325","","","충청북도 충주시 원터길 73 (종민동)","27484","출렁이펜션","2025-12-29 10:11:29","I","2026-01-03 00:20:02","","","","생산관리지역","","2","125.04","29.58","4","4","2","4","0","4","0","2","2","","3","2","",
"18","농어촌민박업","03_11_08_P","4390000","AGCV043900002025000027","2025-12-24","","01","영업/정상","1","정상","","","","","","584","","","충청북도 충주시 노은면 대덕길 166-15","27450","레이크힐","2025-12-31 14:54:30","I","2026-01-03 00:20:02","","263121.710686184","395887.131879456","보전관리지역외1","","1","83.29","23.72","2","3","2","2","0","2","0","2","3","","0","1","",
"19","농어촌민박업","03_11_08_P","4181000","AGCV041810002022000029","2022-07-27","","03","폐업","3","폐업","2025-12-31","","","","","856","","강원특별자치도 춘천시 동면 만천리 326-43 3동","강원특별자치도 춘천시 동면 순환대로 1156-19","24212","모토모토풀빌라","2025-12-31 17:37:35","U","2026-01-03 02:40:00","","268441.003833992","487159.44094473","자연녹지","","2","221.26","221.24","4","3","2","3","0","3","0","1","1","","49","2","",
"20","농어촌민박업","03_11_08_P","4181000","AGCV041810002022000030","2022-07-27","","03","폐업","3","폐업","2025-12-31","","","","","781","","","강원특별자치도 춘천시 동면 순환대로 1156-19, 2동","24212","모토모토팬션","2025-12-31 17:37:27","U","2026-01-03 02:40:00","","","","자연녹지","","1","212.24","212.24","3","2","2","2","0","2","0","1","1","","49","2","",
"21","농어촌민박업","03_11_08_P","4181000","AGCV041810002021000063","2021-12-20","","03","폐업","3","폐업","2025-12-31","","","","","4705","","강원특별자치도 춘천시 동면 만천리 326-33","강원특별자치도 춘천시 동면 순환대로 1156-20","24212","헤븐리","2025-12-31 17:37:48","U","2026-01-03 02:40:00","","268460.845694627","487129.562998419","자연녹지지역","","3","219.95","0","3","3","2","3","0","3","0","2","2","","0","4","",
"22","농어촌민박업","03_11_08_P","4251000","AGCV042510002018000002","2018-12-12","","03","폐업","3","폐업","2025-12-31","","","","","1172","","","강원특별자치도 홍천군 서면 한서로 1623-15","25103","까사델쏠","2025-12-31 14:58:51","U","2026-01-03 02:40:00","","","","계획관리지역","","2","227.64","227.64","6","6","0","0","0","1","0","0","0","","8","5","",
"23","농어촌민박업","03_11_08_P","4870000","AGCV048700002019000037","2006-04-14","","03","폐업","3","폐업","2025-12-31","","","","","956","542-834","전라남도 구례군 산동면 탑정리 804번지","전라남도 구례군 산동면 탑동1길 6","57603","서울민박","2026-01-01 14:54:11","U","2026-01-03 02:40:00","","240837.670468437","201482.648207439","농림지역","","7","199","0","8","7","0","0","0","0","0","0","0","","0","0","",
"24","농어촌민박업","03_11_08_P","6510000","AGCV065100002022000136","2022-03-22","","03","폐업","3","폐업","2025-12-30","","","","","","695-971","제주특별자치도 제주시 구좌읍 김녕리 3192-3","제주특별자치도 제주시 구좌읍 선유로 45-11","63348","에코힐링","2025-12-31 10:52:03","U","2026-01-03 02:40:00","","175770.300845134","5981.4611185937","","","2","98.91","0","3","5","1","3","0","2","0","1","1","","0","0","",
"25","농어촌민박업","03_11_08_P","4450000","AGCV044500002019000009","2019-12-02","","03","폐업","3","폐업","2025-12-30","","","","","990","365-822","충청북도 진천군 이월면 신계리 335번지 4호 해피하우스진천점","충청북도 진천군 이월면 화산동길 43-1, 해피하우스진천점","27812","진천해피하우스","2025-12-31 10:52:55","U","2026-01-03 02:40:00","","236380.35853111","382012.068694312","농림지역","","6","140.28","0","6","6","0","0","0","0","0","0","0","","0","7","",
"26","농어촌민박업","03_11_08_P","4440000","AGCV044400002022000005","2022-12-30","","03","폐업","3","폐업","2025-12-30","","","","","694","370-883","충청북도 영동군 상촌면 물한리 893","충청북도 영동군 상촌면 물한5길 69","29126","하늘정원펜션","2025-12-31 09:22:44","U","2026-01-03 02:40:00","","279388.221939049","284820.898207359","보전관리지역","","3","137.6","0","3","3","1","2","0","1","0","0","1","","8","5","",
"27","농어촌민박업","03_11_08_P","4450000","AGCV044500002019000002","2019-08-19","","03","폐업","3","폐업","2025-12-30","","","","","660","365-822","충청북도 진천군 이월면 신계리 335-5","충청북도 진천군 이월면 화산동길 43-5","27812","해피하우스","2025-12-31 10:52:32","U","2026-01-03 02:40:00","","236373.015075846","381984.023057302","농림지역","","6","151.47","0","4","6","1","2","2","0","0","1","1","","3","7","",
"28","농어촌민박업","03_11_08_P","4450000","AGCV044500002022000008","2022-11-03","","03","폐업","3","폐업","2025-12-30","","","","","1233","365-822","충청북도 진천군 이월면 신계리 361","충청북도 진천군 이월면 화산동길 90","27812","아랑훼스","2025-12-31 10:53:06","U","2026-01-03 02:40:00","","236142.496216738","381839.026979204","","","2","187.68","0","2","2","0","2","0","2","0","0","0","","8","2","",
"29","농어촌민박업","03_11_08_P","5060000","AGCV050600002016000001","2016-06-01","","01","영업/정상","1","정상","","","","","","646","740-873","경상북도 김천시 남면 오봉리 1-3","경상북도 김천시 남면 우장길 448","39664","금오산 펜션 앤 글램핑 풀 캠프","2026-01-01 15:11:24","U","2026-01-03 02:40:00","","314850.81829472","289597.128882593","보전관리지역","","4","229.9","190","4","8","0","4","0","3","0","4","4","","0","4","",
"30","농어촌민박업","03_11_08_P","5430000","AGCV054300002021000077","2021-11-02","","03","폐업","3","폐업","2025-12-31","","","","","148","668-821","경상남도 남해군 상주면 상주리 1145-3","경상남도 남해군 상주면 남해대로 689","52440","소빈","2025-12-31 15:20:57","U","2026-01-03 02:40:00","","290367.540770217","136517.406556455","계획관리지역","","5","223.92","223.92","6","6","0","6","0","6","6","0","0","","0","6","",
"31","농어촌민박업","03_11_08_P","5430000","AGCV054300002019000322","2019-06-11","","03","폐업","3","폐업","2025-12-31","","","","","280","668-861","경상남도 남해군 남면 홍현리 1418-5","경상남도 남해군 남면 남면로 775-30","52436","전망 좋은집","2025-12-31 15:21:38","U","2026-01-03 02:40:00","","281455.608063911","136437.34524797","관리지역","","1","130.64","130.64","1","1","0","0","0","0","0","0","0","","1","1","",
"32","농어촌민박업","03_11_08_P","4170000","AGCV041700002021000041","2021-10-08","","01","영업/정상","1","정상","","","","","","652","476-852","경기도 양평군 단월면 명성리 598-6","경기도 양평군 단월면 명성길 172-15","12526","연화도감","2025-12-31 14:31:21","U","2026-01-03 02:40:00","","255805.288617072","458017.18973845","생산관리지역","","4","157.4","157.4","4","4","1","4","4","0","0","1","1","","0","0","",
"33","농어촌민박업","03_11_08_P","4620000","AGCV046200002006000003","2006-02-01","","01","영업/정상","1","정상","","","","","","677","357-933","충청남도 태안군 소원면 신덕리 1175-7","충청남도 태안군 소원면 송의로 348-72","32120","산들애펜션","2025-12-31 11:34:01","U","2026-01-03 02:40:00","","126467.018507869","367298.289651339","준농림지역","","5","175.42","0","6","5","1","5","5","5","0","1","1","","2","6","",
"34","농어촌민박업","03_11_08_P","5020000","AGCV050200002021000086","2021-11-04","","01","영업/정상","1","정상","","","","","","223","791-921","경상북도 포항시 북구 청하면 이가리 58-3","경상북도 포항시 북구 청하면 해안로2052번길 22-25","37518","씨엔밤부","2025-12-31 13:18:40","U","2026-01-03 02:40:00","","414776.12726643","300643.924564184","","","2","76.51","0","2","4","0","2","0","1","0","2","2","","0","0","",
"35","농어촌민박업","03_11_08_P","5050000","AGCV050500002021000087","2021-07-02","","03","폐업","3","폐업","2025-12-31","","","","","736","780-430","경상북도 경주시 하동 555-5","경상북도 경주시 새골길 188-6(하동)","38126","해바라기 풀빌라","2025-12-31 13:40:21","U","2026-01-03 02:40:00","","408949.726335359","257694.591927912","보전녹지지역","","1","198.44","198.44","4","9","2","9","2","2","0","2","2","","0","3","",
"36","농어촌민박업","03_11_08_P","5430000","AGCV054300002019000063","2019-06-11","","03","폐업","3","폐업","2025-12-31","","","","0558626396","113","668-821","경상남도 남해군 상주면 상주리 1130-1 민박","경상남도 남해군 상주면 남해대로697번길 14, 민박","52440","백만이민박(상주506호)","2025-12-31 15:20:25","U","2026-01-03 02:40:00","","290328.452193887","136419.880272863","자연환경보전(취락)","","3","65.28","65.28","1","1","0","0","0","0","0","0","0","","0","5","",
"37","농어촌민박업","03_11_08_P","5430000","AGCV054300002023000020","2023-02-08","","03","폐업","3","폐업","2025-12-31","","","","","509.5","668-813","경상남도 남해군 이동면 화계리 617","경상남도 남해군 이동면 남서대로 208-43[*미고시]","52438","앵강민박","2025-12-31 15:28:24","U","2026-01-03 02:40:00","","285964.021443636","143084.995901124","생산관리지역","","2","120.49","120.49","3","4","1","2","0","2","0","1","1","","0","2","",
"38","농어촌민박업","03_11_08_P","4620000","AGCV046200002025000061","2025-07-29","","01","영업/정상","1","정상","","","","","","","357-914","충청남도 태안군 원북면 황촌리 800-43 황토방민박","충청남도 태안군 원북면 옥파로 1000, 황토방민박","32106","황토방 민박","2025-12-31 14:06:01","U","2026-01-03 02:40:00","","128840.240768106","376200.861108993","","","5","178.42","0","8","6","3","5","0","5","0","2","2","","0","0","",
"39","농어촌민박업","03_11_08_P","5050000","AGCV050500002025000103","2025-07-02","","01","영업/정상","1","정상","","","","","","314","780-310","경상북도 경주시 율동 295","경상북도 경주시 도초길 124-23 (율동)","38189","스테이 화녹","2025-12-31 16:47:25","U","2026-01-03 02:40:00","","398525.020437008","257900.332835112","자연녹지지역","","1","81.86","81.86","1","2","0","2","0","1","0","0","0","","3","1","",
"40","농어촌민박업","03_11_08_P","5470000","AGCV054700002025000002","2025-05-09","","01","영업/정상","1","정상","","","","","","1137.8","670-802","경상남도 거창군 거창읍 송정리 1099-2","경상남도 거창군 거창읍 거함대로 3107-16","50142","거창한 하루","2025-12-31 09:09:42","U","2026-01-03 02:40:00","","281458.519187533","242641.176886769","도시지역","","2","154.6","0","3","10","2","3","0","1","0","0","0","","0","2","",
"41","농어촌민박업","03_11_08_P","4671000","AGCV046700002006000051","2006-01-01","","03","폐업","3","폐업","2025-12-30","","","","","","","전북특별자치도 군산시 옥도면 장자도리 109","전북특별자치도 군산시 옥도면 장자도1길 28-2","54000","사계절민박","2025-12-31 10:28:36","U","2026-01-03 02:40:00","","145401.321951465","256816.649263162","","","0","0","0","3","3","0","3","0","1","0","0","0","","0","0","",
"42","농어촌민박업","03_11_08_P","4671000","AGCV046710002025000007","2025-04-04","","03","폐업","3","폐업","2025-12-31","","","","","466","","","전북특별자치도 군산시 옥구읍 우치산4길 3","54172","스테이 선제리","2025-12-31 16:14:55","U","2026-01-03 02:40:00","","","","","","1","92.22","0","2","2","2","2","0","2","0","1","1","","0","2","",
"43","농어촌민박업","03_11_08_P","4671000","AGCV046710002025000004","2025-03-07","","01","영업/정상","1","정상","","","","","","466","","","전북특별자치도 군산시 옥구읍 우치산4길 3","54172","스테이선제리","2025-12-31 15:09:11","U","2026-01-03 02:40:00","","","","","","1","92.22","0","2","2","0","2","0","2","0","1","1","","0","0","",
"44","농어촌민박업","03_11_08_P","3990000","AGCV039900002025000007","2025-04-11","","01","영업/정상","1","정상","","","","","","595","","","경기도 남양주시 조안면 재재기로 589-50","12278","어떤하루2","2025-12-31 09:16:31","U","2026-01-03 02:40:00","","","","생산관리지역","","2","134.8","134.8","3","6","1","2","0","3","0","1","1","","0","2","",
"45","농어촌민박업","03_11_08_P","5050000","AGCV050500002023000266","2023-11-23","","03","폐업","3","폐업","2025-12-31","","","","","1650","780-822","경상북도 경주시 외동읍 신계리 914-3","경상북도 경주시 외동읍 신계길 69-8","38210","스테이 소소리","2025-12-31 13:40:14","U","2026-01-03 02:40:00","","409639.060718709","254617.382056581","보전녹지","","3","228.84","228.84","4","4","8","4","0","4","0","4","4","","10","4","",
"46","농어촌민박업","03_11_08_P","6520000","AGCV065200002026000001","2026-01-02","","01","영업/정상","1","정상","","","","","","","699-941","제주특별자치도 서귀포시 남원읍 남원리 1233-3","제주특별자치도 서귀포시 남원읍 남한로 75-4","63619","하느라래","2026-01-02 11:47:35","I","2026-01-04 00:20:12","","173317.718695214","-23438.6780331203","","","2","158.27","0","4","4","2","5","0","4","0","0","0","","0","0","",
"47","농어촌민박업","03_11_08_P","6520000","AGCV065200002026000002","2026-01-02","","01","영업/정상","1","정상","","","","","","","699-941","제주특별자치도 서귀포시 남원읍 남원리 893-2","제주특별자치도 서귀포시 남원읍 서의로 42-6","63619","도토리집","2026-01-02 16:56:19","I","2026-01-04 00:20:12","","172972.952851324","-22133.9987089611","","","3","193.1","0","9","8","4","7","0","3","0","1","2","","0","0","",
"48","농어촌민박업","03_11_08_P","6520000","AGCV065200002026000003","2026-01-02","","01","영업/정상","1","정상","","","","","","","697-854","제주특별자치도 서귀포시 서홍동 1919-2","제주특별자치도 서귀포시 서홍로 208-2 (서홍동)","63578","수망일기 서홍점","2026-01-02 19:08:50","I","2026-01-04 00:20:12","","158077.016164362","-25443.6737486471","","","2","94.87","0","3","3","1","3","0","1","0","0","1","","0","0","",
"49","농어촌민박업","03_11_08_P","5600000","AGCV056000002025000029","2025-12-30","","01","영업/정상","1","정상","","","","","","701","","","경기도 포천시 화현면 우시동길 203","11123","운악산 꽃고을","2026-01-02 10:35:29","I","2026-01-04 00:20:12","","225970.526514421","488126.827810265","계획관리지역","","2","156.38","50.35","5","2","1","2","2","0","0","1","1","","0","2","",
"50","농어촌민박업","03_11_08_P","5050000","AGCV050500002025000216","2025-12-31","","01","영업/정상","1","정상","","","","","","1707","780-210","경상북도 경주시 효현동 631-3","경상북도 경주시 외외1길 112-4 (효현동)","","Ji inn JACUZZI&REST","2026-01-02 08:55:57","I","2026-01-04 00:20:12","","395780.933901864","261103.485073912","보전녹지","","2","93.39","93.39","6","3","3","3","0","3","0","3","3","","0","3","",
"51","농어촌민박업","03_11_08_P","5710000","AGCV057100002026000001","2026-01-02","","01","영업/정상","1","정상","","","","","","329","360-220","충청북도 청주시 청원구 사천동 65-2","충청북도 청주시 청원구 발산로 69 (사천동)","28353","스톤인소울","2026-01-02 10:23:29","I","2026-01-04 00:20:12","","242543.366172025","352942.116167415","자연녹지지역","","1","64.68","0","2","3","1","1","1","0","0","1","3","","0","1","",
"52","농어촌민박업","03_11_08_P","4050000","AGCV040500002026000001","2026-01-02","","01","영업/정상","1","정상","","","","","","477","449-872","경기도 용인시 처인구 원삼면 두창리 1391","경기도 용인시 처인구 원삼면 두창호수로 97","17176","레이크제네바펜션","2026-01-02 16:51:51","I","2026-01-04 00:20:12","","229665.410079145","405315.160085853","농림지역","","1","82.82","0","2","2","2","2","0","1","0","1","1","","0","0","",
"53","농어촌민박업","03_11_08_P","4520000","AGCV045200002025000017","2025-12-31","","01","영업/정상","1","정상","","","","","","501","336-180","충청남도 아산시 신동 337-4","충청남도 아산시 신동길 104-4 (신동)","31476","스테이 엘","2026-01-02 09:03:37","I","2026-01-04 00:20:12","","202734.810803636","364630.729572309","도시지역","","1","99.81","99.81","4","4","4","4","2","2","0","1","0","","0","2","",
"54","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000001","2026-01-02","","01","영업/정상","1","정상","","","","","","","695-974","제주특별자치도 제주시 구좌읍 평대리 515-58","제주특별자치도 제주시 구좌읍 해맞이해안로 1234","63360","하임스테이","2026-01-02 11:31:57","I","2026-01-04 00:20:12","","185532.919320358","4004.724125928","","","1","176.26","0","2","4","1","2","1","2","0","1","1","","0","0","",
"55","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000002","2026-01-02","","01","영업/정상","1","정상","","","","","","584","695-934","제주특별자치도 제주시 한림읍 협재리 1031","제주특별자치도 제주시 한림읍 협재로 151-126","63015","화양연화","2026-01-02 16:52:05","I","2026-01-04 00:20:12","","130220.475646278","-12179.3101350868","자연녹지지역","","1","104.48","0","4","4","2","2","0","2","0","2","2","","5","2","",
"56","농어촌민박업","03_11_08_P","6510000","AGCV065100002026000003","2026-01-02","","01","영업/정상","1","정상","","","","","","529","695-934","제주특별자치도 제주시 한림읍 협재리 1031","제주특별자치도 제주시 한림읍 협재로 151-122","63015","풍연재","2026-01-02 16:56:15","I","2026-01-04 00:20:12","","130220.475646278","-12179.3101350868","자연녹지지역","","1","104.48","0","4","4","2","2","0","2","0","2","2","","5","2","",
"57","농어촌민박업","03_11_08_P","4191000","AGCV041910002019000014","2019-06-03","","03","폐업","3","폐업","2025-08-06","","","","","462","","강원특별자치도 원주시 신림면 송계리 538-3","강원특별자치도 원주시 신림면 계야길 8","26507","구름소리","2026-01-02 13:38:30","U","2026-01-04 02:40:00","","306235.720115937","419989.350080447","계획관리지역","","2","102.48","38.76","4","5","0","0","0","0","0","0","0","","0","2","",
"58","농어촌민박업","03_11_08_P","4251000","AGCV042510002020000247","2014-05-30","","03","폐업","3","폐업","2026-01-02","","","","","550","","강원특별자치도 홍천군 화촌면 풍천리 338-2","강원특별자치도 홍천군 화촌면 가락재로 274","25156","가락재민박","2026-01-02 13:27:50","U","2026-01-04 02:40:00","","278328.51818482","480915.014206221","계획관리","","5","105.95","0","6","6","0","0","0","0","0","0","0","","6","6","",
"59","농어촌민박업","03_11_08_P","3570000","AGCV035700002024000002","2024-01-11","","03","폐업","3","폐업","2026-01-02","","","","","496","","","인천광역시 강화군 강화읍 대산길144번길 2","23021","열매","2026-01-02 17:55:22","U","2026-01-04 02:40:00","","155393.912139589","474471.175036099","계획관리지역","","1","94.64","0","3","4","2","2","0","2","0","2","2","","3","1","",
"60","농어촌민박업","03_11_08_P","6510000","AGCV065100002022000050","2022-02-09","","03","폐업","3","폐업","2026-01-02","","","","","","695-934","제주특별자치도 제주시 한림읍 협재리 533-2 에프동","제주특별자치도 제주시 한림읍 협재남6길 78-160, 에프동","63015","협재살이","2026-01-02 11:51:14","U","2026-01-04 02:40:00","","130563.900675976","-12869.1838977321","","","0","84.1","0","4","4","0","3","0","2","0","1","1","","0","0","",
"61","농어촌민박업","03_11_08_P","3570000","AGCV035700002019000476","2014-04-23","","03","폐업","3","폐업","2026-01-02","","","","","1045","417-804","인천광역시 강화군 강화읍 국화리 763번지","인천광역시 강화군 강화읍 시리미로313번길 77","23028","아트밸리","2026-01-02 17:54:41","U","2026-01-04 02:40:00","","151224.110313375","470374.04888757","","","3","105","0","3","7","0","0","0","0","0","0","0","","0","0","",
"62","농어촌민박업","03_11_08_P","3570000","AGCV035700002020000034","2020-05-11","","03","폐업","3","폐업","2026-01-02","","","","","661","","","인천광역시 강화군 화도면 해안남로 1600-10, 항아리펜션","23062","이한 펜션","2026-01-02 17:53:09","U","2026-01-04 02:40:00","","151004.292481947","455080.681030833","계획관리지역","","1","51.8","0","1","1","0","1","0","2","0","0","0","","0","0","",
"63","농어촌민박업","03_11_08_P","3570000","AGCV035700002022000027","2022-07-22","","03","폐업","3","폐업","2026-01-02","","","","","786","417-863","인천광역시 강화군 화도면 장화리 285-8","인천광역시 강화군 화도면 해안남로 2506-16, (장화리 285-8)","23061","고벵이 펜션","2026-01-02 17:54:04","U","2026-01-04 02:40:00","","145209.755394034","458499.585636944","보전관리지역","","3","182.93","0","3","3","1","3","0","3","3","0","1","","30","4","",
"64","농어촌민박업","03_11_08_P","3570000","AGCV035700002022000032","2022-08-22","","03","폐업","3","폐업","2026-01-02","","","","","273","417-863","인천광역시 강화군 화도면 장화리 285-7","인천광역시 강화군 화도면 해안남로 2506-16","23061","서해낙조 고벵이 펜션","2026-01-02 17:54:23","U","2026-01-04 02:40:00","","145218.566387845","458542.953753513","보전관리지역","","2","113.19","0","2","2","1","2","0","2","0","0","1","","11","3","",
"65","농어촌민박업","03_11_08_P","6510000","AGCV065100002021000294","2021-07-12","","03","폐업","3","폐업","2026-01-02","","","","","824","695-968","제주특별자치도 제주시 조천읍 와흘리 2037-8","제주특별자치도 제주시 조천읍 종인내길 335-144","63344","GB하우스","2026-01-02 15:49:05","U","2026-01-04 02:40:00","","165972.888004733","-605.560132197988","계획관리지역","","4","177.11","0","4","5","1","4","0","1","0","1","1","","6","0","",
"66","농어촌민박업","03_11_08_P","3570000","AGCV035700002019000092","2006-03-15","","03","폐업","3","폐업","2026-01-02","","","","","599","417-862","인천광역시 강화군 화도면 동막리 70번지 9호 아름다운사람","인천광역시 강화군 화도면 해안남로 1605, 아름다운사람","23062","아름다운 사랑이 머무는곳","2026-01-02 17:56:11","U","2026-01-04 02:40:00","","150944.182960562","454978.888884263","","","4","199.98","0","5","5","0","0","0","0","0","0","0","","0","0","",
"67","농어촌민박업","03_11_08_P","6510000","AGCV065100002019004106","2019-10-07","","03","폐업","3","폐업","2026-01-02","","","","","","695-934","제주특별자치도 제주시 한림읍 협재리 1762","제주특별자치도 제주시 한림읍 협재6길 22-4","63011","1미리","2026-01-02 11:52:51","U","2026-01-04 02:40:00","","129424.255123599","-11160.4334934134","","","4","50.22","0","2","5","0","0","0","0","0","0","0","","0","0","",
