"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","한옥체험업","03_11_06_P","3000000","CDFI2262222025000082","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 가회동 33-24","서울특별시 종로구 북촌로11나길 8-17 (가회동)","03052","와운","2025-12-31 09:14:37","I","2026-01-03 00:20:02","","198425.406002237","453397.943566319","한옥체험업","","일반주거지역","1","주택가주변","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","50.9","","0","","","","","","","0","","","","51",
"2","한옥체험업","03_11_06_P","3000000","CDFI2262222025000083","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 옥인동 1-3","서울특별시 종로구 자하문로 77-8 (옥인동)","03035","미누정","2025-12-31 09:15:19","I","2026-01-03 00:20:02","","197266.475148538","453390.086343212","한옥체험업","","일반주거지역","1","주택가주변","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","56.2","","0","","","","","","","0","","","","56",
"3","한옥체험업","03_11_06_P","3000000","CDFI2262222025000084","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 체부동 120-5","서울특별시 종로구 자하문로5길 18-5 (체부동)","03040","휘가온","2025-12-31 16:05:49","I","2026-01-03 00:20:02","","197341.132273343","452842.362079702","한옥체험업","","일반주거지역","1","주택가주변","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","42.98","","0","","","","","","","0","","","","43",
"4","한옥체험업","03_11_06_P","5050000","CDFI2262222025000049","2025-11-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 사정동 164-1","경상북도 경주시 첨성로49번길 10-13 (사정동)","38167","누운","2025-12-31 11:24:25","U","2026-01-03 02:40:00","","399465.287096837","261559.805470088","한옥체험업","","일반주거지역","1","","","","단독주택","1","0","1","25","","","0","0","","0","0","","0","25.2","","0","","","","","","","0","","","","25",
"5","한옥체험업","03_11_06_P","5050000","CDFI2262222025000057","2025-11-28","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 동방동 344-5","경상북도 경주시 동방북1길 24 (동방동)","38174","온정","2025-12-31 10:32:26","U","2026-01-03 02:40:00","","404016.519716696","259042.14373877","한옥체험업","","일반주거지역","1","","","","단독주택","1","0","1","60","","","0","0","","0","0","","0","60.3","","0","","","","","","","0","","","","60",
"6","한옥체험업","03_11_06_P","5050000","CDFI2262222025000058","2025-11-28","","01","영업/정상","13","영업중","","","","","054-775-1230","","","경상북도 경주시 황남동 477","경상북도 경주시 포석로 980-18 (황남동)","38170","페른베","2025-12-31 10:31:32","U","2026-01-03 02:40:00","","399735.096292022","260947.878955672","한옥체험업","","보전녹지지역","1","","","","단독주택","1","0","2","165","","","0","0","","0","0","","0","165.36","","0","","","","","","","0","","","","165",
"7","한옥체험업","03_11_06_P","5050000","CDFI2262222025000051","2025-11-17","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 마동 65-11","경상북도 경주시 갓거랑길 92-21 (마동)","38126","경주더포레한옥펜션","2025-12-31 11:22:35","U","2026-01-03 02:40:00","","410158.427418927","257444.71462754","한옥체험업","","보전녹지지역","1","","","","단독주택","1","0","1","78","","","0","0","","0","0","","0","78.44","","0","","","","","","","0","","","","78",
"8","한옥체험업","03_11_06_P","5050000","CDFI2262222025000052","2025-11-17","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 마동 59-6","경상북도 경주시 갓거랑길 92-26 (마동)","38126","경주더포레한옥펜션","2025-12-31 11:21:50","U","2026-01-03 02:40:00","","410158.220327426","257370.559298704","한옥체험업","","보전녹지지역","1","","","","단독주택","1","0","1","78","","","0","0","","0","0","","0","78.44","","0","","","","","","","0","","","","78",
"9","한옥체험업","03_11_06_P","5050000","CDFI2262222025000053","2025-11-17","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 사정동 1-51","경상북도 경주시 태종로 736-11 (사정동)","38167","소담신라","2025-12-31 10:53:10","U","2026-01-03 02:40:00","","399475.05561467","262091.401131127","한옥체험업","","","1","","","","단독주택","1","0","1","49","","","0","0","","0","0","","0","49.05","","0","","","","","","","0","","","","49",
"10","한옥체험업","03_11_06_P","5050000","CDFI2262222025000054","2025-11-17","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 사정동 1-11","경상북도 경주시 태종로 736-9 (사정동)","38167","화담스테이","2025-12-31 10:40:07","U","2026-01-03 02:40:00","","399484.206232201","262093.660657923","한옥체험업","","","1","","","","단독주택","1","0","1","49","","","0","0","","0","0","","0","49.05","","0","","","","","","","0","","","","49",
