"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","제과점영업","07_22_18_P","3130000","3130000-121-2025-00063","2025-12-31","","01","영업/정상","01","영업","","","","","","93.42","121-869","서울특별시 마포구 연남동 566-12","서울특별시 마포구 연남로1길 26, 2층 (연남동)","03990","메모룸(memoroom)","2025-12-31 14:46:42","I","2026-01-03 00:20:02","제과점영업","193003.811075991","450905.996590866","제과점영업","0","0","","","","0","0","0","0","0","","0","0","N","93.42","","","",
"2","제과점영업","07_22_18_P","3660000","3660000-121-2025-00075","2025-12-31","","01","영업/정상","01","영업","","","","","","","302-794","대전광역시 서구 괴정동 423-1 롯데백화점","대전광역시 서구 계룡로 598, 롯데백화점 지하1층 일부호 (괴정동)","35299","베이커리 온쉼","2025-12-31 09:50:40","I","2026-01-03 00:20:02","제과점영업","234901.193914174","315605.266030179","제과점영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3","제과점영업","07_22_18_P","3520000","3520000-121-2025-00047","2025-12-31","","01","영업/정상","01","영업","","","","","","88.26","406-081","인천광역시 연수구 송도동 174-3 송도 트리플스트리트 128호","인천광역시 연수구 송도과학로16번길 33-2, 송도 트리플스트리트 B동 지상1층 128호 (송도동)","21984","브레댄코 트리플스트리트점","2025-12-31 11:44:08","I","2026-01-03 00:20:02","제과점영업","169826.892106061","430969.982530481","제과점영업","0","0","","","","0","0","0","0","0","","0","0","N","88.26","","","",
"4","제과점영업","07_22_18_P","3380000","3380000-121-2025-00016","2025-12-31","","01","영업/정상","01","영업","","","","","","66.82","613-823","부산광역시 수영구 망미동 442-7","부산광역시 수영구 망미배산로10번길 33, 1층 (망미동)","48210","르뷔르","2025-12-31 16:45:18","I","2026-01-03 00:20:02","제과점영업","391839.146799071","188287.285973672","제과점영업","0","0","","","","0","0","0","0","0","","0","0","N","66.82","","","",
"5","제과점영업","07_22_18_P","3650000","3650000-121-2025-00016","2025-12-31","","01","영업/정상","01","영업","","","","","","","301-843","대전광역시 중구 태평동 329-2 8동 1층 103호","대전광역시 중구 유천로132번길 21-24, 8동 1층 103호 (태평동)","34892","더주다카페","2025-12-31 15:25:18","I","2026-01-03 00:20:02","제과점영업","235555.395508809","313867.412997554","제과점영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"6","제과점영업","07_22_18_P","5710000","5730000-121-2025-00047","2025-12-31","","01","영업/정상","01","영업","","","","","","47.00","361-260","충청북도 청주시 흥덕구 가경동 1758","충청북도 청주시 흥덕구 서현중로 54, 103,104호 (가경동)","28379","베이크레이어","2025-12-31 16:08:33","I","2026-01-03 00:20:02","제과점영업","238352.33436463","346937.157863791","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","47","","","",
"7","제과점영업","07_22_18_P","3490000","3490000-121-2025-00026","2025-12-31","","01","영업/정상","01","영업","","","","","02  67407544","35.28","400-340","인천광역시 중구 운서동 3093-8 수린나 오피스텔 102호","인천광역시 중구 흰바위로 97, 수린나 오피스텔 1층 102호 (운서동)","22376","뚜레쥬르 샌드키친점","2025-12-31 13:50:12","I","2026-01-03 00:20:02","제과점영업","155299.976600432","443263.422547644","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","35.28","","","",
"8","제과점영업","07_22_18_P","5050000","5050000-121-2015-00017","2015-12-01","","03","폐업","02","폐업","2025-12-31","","","","","119.52","780-290","경상북도 경주시 신평동 375-1","경상북도 경주시 보문로 424-11 (신평동)","","진수미가경주빵찰보리빵","2025-12-31 13:15:20","U","2026-01-03 02:40:00","제과점영업","406500.852250463","262831.23974803","제과점영업","1","1","기타","자율","상수도전용","0","0","0","0","0","","0","0","N","119.52","","","",
"9","제과점영업","07_22_18_P","5080000","5080000-121-2015-00002","2015-02-16","","01","영업/정상","01","영업","","","","","054 4533000","158.40","730-807","경상북도 구미시 봉곡동 167-2 1층2층","경상북도 구미시 봉곡북로 65, 1층2층 (봉곡동)","39205","뚜레쥬르구미봉곡중앙","2025-12-31 17:03:18","U","2026-01-03 02:40:00","제과점영업","317909.375705023","295657.198768815","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","158.4","","","",
"10","제과점영업","07_22_18_P","4390000","4390000-121-2017-00003","2017-07-14","","03","폐업","02","폐업","2025-12-31","","","","043845 9987","198.50","380-963","충청북도 충주시 연수동 1438","충청북도 충주시 갱고개로 159, 1층 (연수동)","27351","모이까연수점","2025-12-31 15:35:24","U","2026-01-03 02:40:00","제과점영업","283540.519846135","387477.382045826","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","198.5","","","",
