"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","영화배급업","03_13_01_P","3210000","CDFF5211032022000004","2011-10-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 방배동 ***-** 래미안원페를라","서울특별시 서초구 서초대로**길 **, ***동 ***호 (방배동, 래미안원페를라)","06563","(주)그린로드픽쳐스","2025-12-31 17:10:06","U","2026-01-03 02:40:00","","199649.426797304","444331.091607552","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20111025","",
"2","영화배급업","03_13_01_P","3210000","CDFF5211032022000005","2010-06-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 방배동 ***-** 래미안원페를라","서울특별시 서초구 서초대로**길 **, ***동 ***호 (방배동, 래미안원페를라)","06563","(주)디씨지플러스","2025-12-31 17:09:20","U","2026-01-03 02:40:00","","199649.426797304","444331.091607552","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20100604","",
"3","영화배급업","03_13_01_P","3150000","CDFF5211032023000001","2023-01-31","","01","영업/정상","13","영업중","","","","","02-2088-5780","","","서울특별시 강서구 마곡동 ***-* 아이티- ****호","서울특별시 강서구 마곡중앙*로*길 **, 아이티-****호 (마곡동)","07790","주식회사 에이투지엔터테인먼트","2026-01-02 15:00:30","U","2026-01-04 02:40:00","","185602.711828867","451826.62016058","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230131","",
"4","영화배급업","03_13_01_P","3220000","CDFF5211032026000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-** 한솔빌딩 ****호","서울특별시 강남구 언주로 ***, 한솔빌딩 ****호 (논현동)","06105","스튜디오모우 주식회사","2026-01-05 15:37:53","I","2026-01-07 00:20:36","","203022.518802056","445710.83700012","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260105","",
"5","영화배급업","03_13_01_P","3220000","CDFF5211032026000002","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 ***-** 지하*층~*층","서울특별시 강남구 언주로 ***, 지하*층~*층 (역삼동)","06222","주식회사 모비데이즈","2026-01-06 19:42:06","I","2026-01-09 00:20:01","","203776.854403249","444213.922913729","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260106","",
"6","영화배급업","03_13_01_P","3220000","CDFF5211032026000003","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 ***-** 도담빌딩 *층","서울특별시 강남구 압구정로**길 **-**, 도담빌딩 *층 (신사동)","06017","와(waaa)스튜디오","2026-01-06 19:48:40","I","2026-01-09 00:20:01","","203120.338050208","447207.519039438","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260106","",
"7","영화배급업","03_13_01_P","3990000","CDFF5211032026000001","2023-05-12","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 다산동 **** 다산진건 블루웨일 지식산업센터 *차 F***호","경기도 남양주시 다산중앙로**번길 **, 다산진건 블루웨일 지식산업센터 *차 F***호 (다산동)","12248","(주)빅브라더스","2026-01-08 18:16:08","I","2026-01-10 00:20:07","","213475.84503244","456850.705350484","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230512","",
"8","영화배급업","03_13_01_P","3130000","CDFF5211032026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 연남동 ***-**","서울특별시 마포구 연남로*길 **-*, *층 (연남동)","03988","미나스엔터테인먼트 주식회사","2026-01-08 15:22:22","I","2026-01-10 00:20:07","","192974.8197246","451016.556348353","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260108","",
"9","영화배급업","03_13_01_P","3210000","CDFF5211032026000001","2026-01-09","","01","영업/정상","13","영업중","","","","","0269510695","","","서울특별시 서초구 잠원동 **-* 성한빌딩","서울특별시 서초구 강남대로 ***, 성한빌딩 지하 비*호 (잠원동)","06531","주식회사 유피웍스","2026-01-09 14:46:42","I","2026-01-11 00:20:02","","201751.135625743","445484.585761133","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260109","",
"10","영화배급업","03_13_01_P","3180000","CDFF5211032024000003","2024-08-29","","03","폐업","03","폐업","2026-01-09","","","","","","","서울특별시 영등포구 영등포동 ***-**","서울특별시 영등포구 영신로**길 *, *층 씨***호 (영등포동)","07366","딩앤캐린 유한회사","2026-01-09 15:34:35","U","2026-01-11 02:40:00","","191701.27652105","445782.250190617","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20240829","",
