"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","공연장","03_06_01_P","3160000","CDFE1230002023000001","2023-12-29","","01","영업/정상","13","영업중","","","","","031-222-0507","","","서울특별시 구로구 신도림동 436-10","서울특별시 구로구 경인로 611-17, B101호 (신도림동)","08210","송해아트홀","2025-12-31 18:36:12","U","2026-01-03 02:40:00","","189638.847777298","444978.69497938","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2","공연장","03_06_01_P","3350000","CDFE1230002020000001","2020-12-24","","01","영업/정상","13","영업중","","","","","0515157314","","","부산광역시 금정구 부곡동 333-3","부산광역시 금정구 부곡로 77, 지하1층 (부곡동)","46306","신명천지 소극장","2025-12-30 13:22:53","U","2026-01-03 02:40:00","","390275.082423114","193514.713271718","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"3","공연장","03_06_01_P","3470000","CDFE1230002013000001","2013-09-27","","01","영업/정상","13","영업중","","","","","053-584-8719","","704-945","대구광역시 달서구 장기동 722-1","대구광역시 달서구 문화회관길 160 (장기동)","704-945","달서아트센터 와룡홀","2026-01-04 17:02:32","U","2026-01-06 02:40:00","","337497.848974368","261409.692978471","공연장","공연장","","3","","","","문화시설","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"4","공연장","03_06_01_P","3470000","CDFE1230002004000001","2004-12-21","","01","영업/정상","13","영업중","","","","","053-584-8719","","","대구광역시 달서구 장기동 722-1","대구광역시 달서구 문화회관길 160 (장기동, 웃는얼굴아트센터)","42699","달서아트센터 청룡홀","2026-01-04 17:08:12","U","2026-01-06 02:40:00","","337497.848974368","261409.692978471","공연장","공연장","","3","","","","문화시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"5","공연장","03_06_01_P","3000000","CDFE1230002026000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 동숭동 25-5 놀 씨어터 대학로","서울특별시 종로구 동숭길 100, 놀 씨어터 대학로 지하2,3층 (동숭동)","03085","놀 씨어터 대학로 대극장","2026-01-05 18:42:56","I","2026-01-07 00:20:36","","200319.975968474","453397.058891096","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"6","공연장","03_06_01_P","3000000","CDFE1230002026000002","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 동숭동 25-5 놀 씨어터 대학로","서울특별시 종로구 동숭길 100, 놀 씨어터 대학로 지상2,3층 (동숭동)","03085","놀 씨어터 대학로 중극장","2026-01-05 18:52:51","I","2026-01-07 00:20:36","","200319.975968474","453397.058891096","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"7","공연장","03_06_01_P","3420000","CDFE1230002016000001","2016-12-12","","03","폐업","03","폐업","2026-01-02","","","","053-661-1044","","","대구광역시 동구 신천동 1506","대구광역시 동구 동부로 149 (신천동, 동대구역복합환승센터)","41229","대구신세계 문화홀","2026-01-05 16:58:15","U","2026-01-07 02:40:00","","347037.241970286","265407.404336831","공연장","공연장","","9","","","","문화시설","8","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"8","공연장","03_06_01_P","3040000","CDFE1230002026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 능동 18 어린이대공원","서울특별시 광진구 능동로 216, 어린이대공원 (능동)","04991","서울어린이대공원 아트센터","2026-01-07 13:14:50","I","2026-01-09 00:20:01","","207139.204095368","449705.67643744","공연장","공연장","","0","","","","","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"9","공연장","03_06_01_P","4000000","CDFE1230002004000001","2004-07-29","","01","영업/정상","13","영업중","","","","","370-3066","","","경기도 오산시 오산동 34-5 문화예술회관","경기도 오산시 경기동로 41, 문화예술회관 (오산동)","18131","오산문화예술회관 대공연장","2026-01-07 13:30:06","U","2026-01-09 02:40:00","","206756.593118463","406369.015736126","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"10","공연장","03_06_01_P","4000000","CDFE1230002004000002","2004-07-29","","01","영업/정상","13","영업중","","","","","370-3066","","","경기도 오산시 오산동 34-5 문화예술회관","경기도 오산시 경기동로 41, 문화예술회관 (오산동)","18131","오산문화예술회관 소공연장","2026-01-07 13:28:14","U","2026-01-09 02:40:00","","206756.593118463","406369.015736126","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
