"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","식품냉동냉장업","07_22_07_P","3940000","3950000-116-2019-00001","2019-12-11","","03","폐업","02","폐업","2025-12-31","","","","031 964 3296","594.00","412-520","경기도 고양시 덕양구 내유동 621 1층, 2층","경기도 고양시 덕양구 유산길50번길 13, 1층,2층 (내유동)","10263","(주)한익스프레스","2025-12-31 10:02:00","U","2026-01-03 02:40:00","식품냉동.냉장업","186572.472939698","469574.202457682","식품냉동.냉장업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"2","식품냉동냉장업","07_22_07_P","3230000","3230000-116-2025-00002","2025-12-08","","01","영업/정상","01","영업","","","","","","10237.00","138-926","서울특별시 송파구 장지동 875 서울복합물류","서울특별시 송파구 송파대로 55, 서울복합물류 D동 지하1층 (장지동)","05842","쿠팡 송파3 신선센터","2025-12-31 10:04:55","U","2026-01-03 02:40:00","식품냉동.냉장업","","","식품냉동.냉장업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"3","식품냉동냉장업","07_22_07_P","3360000","3360000-116-2024-00003","2024-12-26","","03","폐업","02","폐업","2025-12-31","","","","","7721.72","618-220","부산광역시 강서구 미음동 1651-6","부산광역시 강서구 미음국제2로 28, 4층 (미음동)","46747","에이치엘홀딩스 주식회사","2025-12-31 16:24:10","U","2026-01-03 02:40:00","식품냉동.냉장업","370783.55360935","184823.479944193","식품냉동.냉장업","0","0","","","","0","0","0","0","0","자가","0","0","N","2453.2","","","",
"4","식품냉동냉장업","07_22_07_P","4070000","4070000-116-2024-00009","2024-09-09","","01","영업/정상","01","영업","","","","","031 80110099","1237.49","467-811","경기도 이천시 마장면 장암리 370-1 1층","경기도 이천시 마장면 서이천로 675, 1층","17383","(주)성화원","2026-01-02 10:44:38","U","2026-01-04 02:40:00","식품냉동.냉장업","235213.775450214","419888.023208499","식품냉동.냉장업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
"5","식품냉동냉장업","07_22_07_P","4070000","4070000-116-2023-00001","2023-02-03","","03","폐업","02","폐업","2026-01-02","","","","03180110458","16403.46","467-811","경기도 이천시 마장면 장암리 524-4","경기도 이천시 마장면 이장로 339, 2층은 일부 1~3층","17383","(주)지에스네트웍스 이천신선지점","2026-01-02 11:35:48","U","2026-01-04 02:40:00","식품냉동.냉장업","234726.617762231","419876.35780804","식품냉동.냉장업","0","0","","","","0","0","0","0","0","임대","0","0","N","55","","","",
"6","식품냉동냉장업","07_22_07_P","3530000","3530000-116-2026-00001","2026-01-07","","01","영업/정상","01","영업","","","","","","6682.50","405-820","인천광역시 남동구 고잔동 690-2","인천광역시 남동구 앵고개로 426, 1층 일부~6층 일부호 (고잔동)","21697","천일물류","2026-01-07 15:39:02","I","2026-01-09 00:20:01","식품냉동.냉장업","172271.984627262","432990.207341503","식품냉동.냉장업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"7","식품냉동냉장업","07_22_07_P","4181000","4181000-116-2026-00001","2026-01-07","","01","영업/정상","01","영업","","","","","","873.14","","강원특별자치도 춘천시 동산면 군자리 1382","강원특별자치도 춘천시 동산면 종자리로 33-19","24409","농업법인 밭 주식회사","2026-01-07 17:44:28","I","2026-01-09 00:20:01","식품냉동.냉장업","","","식품냉동.냉장업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"8","식품냉동냉장업","07_22_07_P","4711000","4711000-116-2006-00001","2006-07-27","","03","폐업","02","폐업","2026-01-07","","","","061 3954323","661.00","","전북특별자치도 김제시 용지면 부교리 177-8","전북특별자치도 김제시 용지면 백자3길 23","54334","(주)한익스프레스 김제센터","2026-01-07 15:18:27","U","2026-01-09 02:40:00","식품냉동.냉장업","","","식품냉동.냉장업","0","0","","","지하수전용","0","16","0","0","0","임대","0","0","N","661","","","",
"9","식품냉동냉장업","07_22_07_P","5590000","5590000-116-2011-00001","2011-09-14","","01","영업/정상","01","영업","","","","","031 836 7688","2862.18","482-862","경기도 양주시 은현면 선암리 128-3 지하1층일부,지하2층일부 물류창고 창고동","경기도 양주시 은현면 화합로1002번길 12, 지하1층일부,지하2층일부 물류창고 창고동","11430","홍일특수(주) 양주지점","2026-01-08 09:21:05","U","2026-01-10 02:40:00","식품냉동.냉장업","","","식품냉동.냉장업","0","0","","","상수도전용","0","0","9","0","90","자가","0","0","N","92.45","","","",
"10","식품냉동냉장업","07_22_07_P","4000000","4000000-116-2013-00001","2013-04-22","","03","폐업","02","폐업","2026-01-08","","","","07046936801","11454.30","447-802","경기도 오산시 오산동 736 3층 일부호","경기도 오산시 오산로 149, 3층 일부호 (오산동)","18137","롯데글로벌로지스(주)오산물류센터","2026-01-08 10:49:15","U","2026-01-10 02:40:00","식품냉동.냉장업","205912.898384165","404249.209315327","식품냉동.냉장업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","11454.3","","","",
"11","식품냉동냉장업","07_22_07_P","6510000","6510000-116-2025-00003","2025-08-21","","01","영업/정상","01","영업","","","","","","110.00","690-150","제주특별자치도 제주시 오등동 762","제주특별자치도 제주시 한북로 112, 3층 (오등동)","63240","쿠팡제주3신선센터","2026-01-08 09:54:07","U","2026-01-10 02:40:00","식품냉동.냉장업","155992.113679098","-3605.36970591415","식품냉동.냉장업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","0","","","",
"12","식품냉동냉장업","07_22_07_P","6510000","6510000-116-2025-00004","2025-09-05","","01","영업/정상","01","영업","","","","","","110.00","695-968","제주특별자치도 제주시 조천읍 와흘리 875","제주특별자치도 제주시 조천읍 와흘로 244, 1층","63344","쿠팡조천1신선물류센터","2026-01-08 09:45:03","U","2026-01-10 02:40:00","식품냉동.냉장업","166434.488088156","-1388.09181996383","식품냉동.냉장업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","0","","","",
"13","식품냉동냉장업","07_22_07_P","5130000","5130000-116-2005-00002","2005-06-23","","01","영업/정상","01","영업","","","","","07088932019","6558.35","712-834","경상북도 경산시 진량읍 문천리 867","경상북도 경산시 진량읍 공단11로 215, 1층","38478","(주)제때","2026-01-08 16:03:44","U","2026-01-10 02:40:00","식품냉동.냉장업","","","식품냉동.냉장업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","0","","","",
"14","식품냉동냉장업","07_22_07_P","6510000","6510000-116-2025-00001","2025-02-10","","01","영업/정상","01","영업","","","","","","1317.00","695-917","제주특별자치도 제주시 애월읍 장전리 1363-9","제주특별자치도 제주시 애월읍 장전로 33, 지하1층","63055","쿠팡제주2신선물류센터","2026-01-08 09:49:33","U","2026-01-10 02:40:00","식품냉동.냉장업","142435.948929274","-4603.82793088537","식품냉동.냉장업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","0","","","",
