"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","용기·포장지제조업","07_22_15_P","3940000","4100100-118-2011-00001","2011-04-12","","03","폐업","02","폐업","2025-12-31","","","","031 9232297","338.00","411-800","경기도 고양시 일산서구 구산동 133-1 가동 1층","경기도 고양시 일산서구 구산로54번길 153 (구산동,가동 1층)","10207","덕우프라스틱","2025-12-31 15:38:02","U","2026-01-03 02:40:00","용기.포장지제조업","174344.223011739","465197.425402767","용기.포장지제조업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","16.5","","","",
"2","용기·포장지제조업","07_22_15_P","4490000","4490000-118-2019-00003","2019-07-05","","03","폐업","02","폐업","2026-01-05","","","","041 588 8694","505.62","331-822","충청남도 천안시 서북구 입장면 양대리 266-8 1동 1층","충청남도 천안시 서북구 입장면 위례성로 1898-34, 1동 1층","31060","주식회사서진바이오텍","2026-01-02 16:27:52","U","2026-01-04 02:40:00","용기.포장지제조업","222643.696486799","378783.858769702","용기.포장지제조업","0","0","","","","0","0","0","0","0","임대","0","0","N","23.52","","","",
"3","용기·포장지제조업","07_22_15_P","5180000","5180000-118-2012-00001","2012-04-20","","01","영업/정상","01","영업","","","","","054 7333312","340.00","766-808","경상북도 영덕군 영덕읍 화천리 12","경상북도 영덕군 영덕읍 화천길 22","36423","경상장애인보호작업장","2026-01-02 14:31:23","U","2026-01-04 02:40:00","용기.포장지제조업","413743.623337521","331926.001131738","용기.포장지제조업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"4","용기·포장지제조업","07_22_15_P","4090000","4090000-118-2023-00007","2023-10-26","","01","영업/정상","01","영업","","","","","","198.00","415-862","경기도 김포시 통진읍 고정리 499-6","경기도 김포시 통진읍 월하로 390-19","10009","승리프라스틱","2026-01-05 15:16:28","U","2026-01-07 02:40:00","용기.포장지제조업","164706.39129917","467669.026898445","용기.포장지제조업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"5","용기·포장지제조업","07_22_15_P","4390000","4390000-118-2026-00001","2026-01-07","","01","영업/정상","01","영업","","","","","","54.00","380-842","충청북도 충주시 엄정면 율능리 158-1","충청북도 충주시 엄정면 노실길 28","27442","주식회사태극","2026-01-07 17:03:25","I","2026-01-09 00:20:01","용기.포장지제조업","281527.972866391","396866.342098897","용기.포장지제조업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"6","용기·포장지제조업","07_22_15_P","4090000","4090000-118-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","","790.45","415-828","경기도 김포시 대곶면 쇄암리 455-18","경기도 김포시 대곶면 대곶로331번길 121-8","10026","에이원패키지","2026-01-06 11:29:27","I","2026-01-09 00:20:01","용기.포장지제조업","160085.780529932","463400.00761588","용기.포장지제조업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
"7","용기·포장지제조업","07_22_15_P","5540000","5540000-118-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","","231.00","464-874","경기도 광주시 곤지암읍 수양리 58-17","경기도 광주시 곤지암읍 신만로 40-13, 2층","12813","다해팩","2026-01-06 10:16:54","I","2026-01-09 00:20:01","용기.포장지제조업","234701.905755986","425608.866885404","용기.포장지제조업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
"8","용기·포장지제조업","07_22_15_P","5690000","5690000-118-2021-00001","2021-05-17","","01","영업/정상","01","영업","","","","","044 8613133","33135.05","339-861","세종특별자치시 연동면 내판리 152","세종특별자치시 연동면 청연로 492-14","30068","주식회사 미래엔","2026-01-07 16:25:20","U","2026-01-09 02:40:00","용기.포장지제조업","229926.557673476","338797.344159526","용기.포장지제조업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"9","용기·포장지제조업","07_22_15_P","4450000","4450000-118-2003-00001","2003-01-23","","01","영업/정상","01","영업","","","","","043 5372345","952.30","365-801","충청북도 진천군 진천읍 상신리 294-8","충청북도 진천군 진천읍 덕금로 278-7","27846","(주)이테크","2026-01-06 11:49:24","U","2026-01-09 02:40:00","용기.포장지제조업","242403.530571703","374947.257294689","용기.포장지제조업","","","","","","","","","","","","","","N","0","","","",
"10","용기·포장지제조업","07_22_15_P","4390000","4390000-118-2001-00003","2001-12-14","","01","영업/정상","01","영업","","","","","043 8535301","54.08","380-842","충청북도 충주시 엄정면 율능리 158-1","충청북도 충주시 엄정면 노실길 28","27442","은선포장","2026-01-07 16:55:58","U","2026-01-09 02:40:00","용기.포장지제조업","281527.972866391","396866.342098897","용기.포장지제조업","","","","","","","0","0","0","0","자가","","","N","0","","","",
"11","용기·포장지제조업","07_22_15_P","4090000","4090000-118-2018-00003","2018-05-17","","01","영업/정상","01","영업","","","","","031 996 1512","516.00","415-835","경기도 김포시 대곶면 석정리 53-15","경기도 김포시 대곶면 대곶북로305번길 42-43","10028","태영아이앤디","2026-01-07 10:58:00","U","2026-01-09 02:40:00","용기.포장지제조업","162106.524851324","463454.607140536","용기.포장지제조업","","","","","","","","","","","임대","","","N","0","","","",
"12","용기·포장지제조업","07_22_15_P","3910000","3910029-118-2002-00002","2002-05-01","","01","영업/정상","01","영업","","","","","031 669 8310","27300.80","459-040","경기도 평택시 모곡동 445","경기도 평택시 산단로16번길 43 (모곡동)","17746","롯데패키징솔루션즈(주)평택공장","2026-01-08 14:19:25","U","2026-01-10 02:40:00","용기.포장지제조업","206539.4555962","392640.313784029","용기.포장지제조업","0","0","","","지하수전용","0","0","0","0","0","자가","0","0","N","0","","","",
"13","용기·포장지제조업","07_22_15_P","4000000","4000000-118-1994-00001","1994-06-14","","01","영업/정상","01","영업","","","","","031 370 3700","0.00","447-230","경기도 오산시 외삼미동 493 615-5,501-1/2,세교동165-1,170,171-1/7,565,567,564-1","경기도 오산시 경기대로 868-20 (외삼미동,615-5,501-1/2,세교동165-1,170,171-1/7,565,567,564-1)","18111","롯데패키징솔루션즈(주)오산공장","2026-01-08 15:20:27","U","2026-01-10 02:40:00","용기.포장지제조업","203815.102776955","410536.514666856","용기.포장지제조업","0","0","","","상수도전용","0","0","7","0","73","자가","0","0","N","0","","","",
"14","용기·포장지제조업","07_22_15_P","4450000","4450000-118-1990-00001","1990-01-18","","01","영업/정상","01","영업","","","","","043 5302600","33257.90","","충청북도 진천군 덕산읍 구산리 330","충청북도 진천군 덕산읍 초금로 318-51","27855","롯데패키징솔루션즈(주)진천공장","2026-01-08 16:00:39","U","2026-01-10 02:40:00","용기.포장지제조업","246116.578420625","374784.355174604","용기.포장지제조업","","","","","","","","","","","","","","N","7076.64","","","",
"15","용기·포장지제조업","07_22_15_P","3940000","3950000-118-1997-00001","1997-07-08","","03","폐업","02","폐업","2026-01-09","","","","031 9633021","602.51","412-520","경기도 고양시 덕양구 내유동 305-1 공장1동 1층","경기도 고양시 덕양구 통일로 1269-34 (내유동, 공장1동 1층)","10262","우림화학","2026-01-09 13:06:57","U","2026-01-11 02:40:00","용기.포장지제조업","185906.085543973","469285.493770035","용기.포장지제조업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
