"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","영화제작업","03_13_05_P","3220000","CDFF5211012022000034","2022-04-19","","03","폐업","03","폐업","2025-12-31","","","","02-518-0669","","","서울특별시 강남구 논현동 *-**","서울특별시 강남구 도산대로 ***, *층 ***호 (논현동)","06040","(주)플래닛","2025-12-31 13:19:06","U","2026-01-03 02:40:00","","202396.738264143","446331.822616635","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220419","",
"2","영화제작업","03_13_05_P","3210000","CDFF5211012022000007","2011-10-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 방배동 ***-** 래미안원페를라","서울특별시 서초구 서초대로**길 **, ***동 ***호 (방배동, 래미안원페를라)","06563","(주)그린로드픽쳐스","2025-12-31 17:09:33","U","2026-01-03 02:40:00","","199649.426797304","444331.091607552","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20111025","",
"3","영화제작업","03_13_05_P","3210000","CDFF5211012022000008","2010-06-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 방배동 ***-** 래미안원페를라","서울특별시 서초구 서초대로**길 **, ***동 ***호 (방배동, 래미안원페를라)","06563","(주)디씨지플러스","2025-12-31 17:08:18","U","2026-01-03 02:40:00","","199649.426797304","444331.091607552","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20100604","",
"4","영화제작업","03_13_05_P","3070000","CDFF5211012020000005","2020-05-27","","03","폐업","03","폐업","2025-12-31","","","","","","","서울특별시 성북구 장위동 ***-***","서울특별시 성북구 장월로*길 **, ***호 (장위동)","02747","스튜디오 리하","2025-12-31 18:00:29","U","2026-01-03 02:40:00","","204023.406931381","456278.499541623","영화제작업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20200527","",
"5","영화제작업","03_13_05_P","3220000","CDFF5211012026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 **-** 꾸욱꾸욱 빌딩","서울특별시 강남구 도산대로**길 **-**, 꾸욱꾸욱 빌딩 ***호 (논현동)","06040","주식회사 꾸욱꾸욱스튜디오","2026-01-02 11:09:53","I","2026-01-04 00:20:12","","202228.180670471","446139.288322525","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260102","",
"6","영화제작업","03_13_05_P","3220000","CDFF5211012026000002","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 ***-**","서울특별시 강남구 언주로**길 **, *층 (역삼동)","06139","아이피디컴퍼니 주식회사","2026-01-02 11:25:38","I","2026-01-04 00:20:12","","203364.428363105","444720.005276291","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260102","",
"7","영화제작업","03_13_05_P","3010000","CDFF5211012026000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 충무로*가 **-* 충무로 현대 프레스타워","서울특별시 중구 마른내로**길 *-*, 충무로 현대 프레스타워 ***호 (충무로*가)","04559","주식회사 파인타운프로덕션","2026-01-02 09:22:04","I","2026-01-04 00:20:12","","199995.946197698","451285.600689181","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260102","",
"8","영화제작업","03_13_05_P","3150000","CDFF5211012023000002","2023-01-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 ***-* 아이티- ****호","서울특별시 강서구 마곡중앙*로*길 **, **층 아이티-****호 (마곡동)","07790","주식회사 에이투지엔터테인먼트","2026-01-02 14:58:53","U","2026-01-04 02:40:00","","185602.711828867","451826.62016058","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230131","",
"9","영화제작업","03_13_05_P","3780000","CDFF5211012019000007","2019-04-26","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 야탑동 ***-* 로즈프라자","경기도 성남시 분당구 매화로 **, 로즈프라자 *층 ***-***호 (야탑동)","13505","오스카콘텐츠","2026-01-02 15:18:23","U","2026-01-04 02:40:00","","211756.476844719","434453.92782686","영화제작업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20190426","",
"10","영화제작업","03_13_05_P","3740000","CDFF5211012025000004","2007-09-18","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 이의동 ****-*","경기도 수원시 영통구 대학로 **, *층 ***호 (이의동)","16226","주식회사 캐멀롯픽쳐스","2026-01-02 13:01:18","U","2026-01-04 02:40:00","","203695.306029245","421778.273451131","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20070918","",
"11","영화제작업","03_13_05_P","4830000","CDFF5211012023000001","2023-05-30","","03","폐업","03","폐업","2025-12-29","","","","","","","전라남도 나주시 빛가람동 ***-*","전라남도 나주시 문화로 **, 토담휴러스센트럴타워 F***호 (빛가람동)","58327","스토리몽","2026-01-02 18:10:33","U","2026-01-04 02:40:00","","179289.395797636","167925.211250687","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230530","",
"12","영화제작업","03_13_05_P","4830000","CDFF5211012021000001","2017-03-24","","03","폐업","03","폐업","2025-12-29","","","","","","","전라남도 나주시 빛가람동 ***-*","전라남도 나주시 문화로 **, 토담휴러스센트럴타워 F***호 (빛가람동)","58327","주식회사 필름몽","2026-01-02 18:09:44","U","2026-01-04 02:40:00","","179289.395797636","167925.211250687","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20170324","",
"13","영화제작업","03_13_05_P","3220000","CDFF5211012026000003","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-** 한솔빌딩 ****호","서울특별시 강남구 언주로 ***, 한솔빌딩 ****호 (논현동)","06105","스튜디오모우 주식회사","2026-01-05 15:41:30","I","2026-01-07 00:20:36","","203022.518802056","445710.83700012","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260105","",
"14","영화제작업","03_13_05_P","3220000","CDFF5211012020000031","2020-07-14","","03","폐업","03","폐업","2026-01-02","","","","","","","서울특별시 강남구 청담동 **-** 리버뷰오피스텔","서울특별시 강남구 영동대로 ***, 리버뷰오피스텔 ****호 (청담동)","06072","주식회사 씰엔터테인먼트","2026-01-05 12:56:03","U","2026-01-07 02:40:00","","204819.34560229","446662.792093523","영화제작업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20200714","",
"15","영화제작업","03_13_05_P","3330000","CDFF5211012026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","070-8776-6693","","","부산광역시 해운대구 우동 ****-* 영상산업센터","부산광역시 해운대구 센텀서로 **, 영상산업센터 ***호 (우동)","48058","최작기획","2026-01-07 17:37:20","I","2026-01-09 00:20:01","","393674.032955782","187973.297243244","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260107","",
"16","영화제작업","03_13_05_P","3940000","CDFF5211012024000002","2024-02-02","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 지축동 ***-***","경기도 고양시 덕양구 삼송로***번길 **-*, 삼송라밀레 *동 ***호 (지축동)","10583","이담스튜디오","2026-01-06 13:58:08","U","2026-01-09 02:40:00","","191044.542762469","461359.68383779","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20240202","",
"17","영화제작업","03_13_05_P","3510500","CDFF5211012022000004","2022-11-25","","03","폐업","03","폐업","2026-01-06","","","","","","","인천광역시 미추홀구 주안동 ***-* 대인오피스텔 ***호","인천광역시 미추홀구 경인로***번길 **, 대인오피스텔 ***호 (주안동)","22149","콘텐츠 싱얼롱","2026-01-06 17:35:31","U","2026-01-09 02:40:00","","172168.302917996","439491.223484179","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20221125","",
"18","영화제작업","03_13_05_P","3230000","CDFF5211012021000011","2020-08-07","","03","폐업","03","폐업","2025-12-31","","","","","","","서울특별시 송파구 방이동 *** 동원빌딩","서울특별시 송파구 가락로 ***, 동원빌딩 *층 (방이동)","05644","(주)리처스엘앤에이치","2026-01-07 17:26:39","U","2026-01-09 02:40:00","","210383.877977144","445295.933635863","영화제작업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20200807","",
