"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"1","동물용의료용구판매업","02_03_03_P","4050000","562000001320240002","2024-11-12","","03","폐업","0002","폐업","2025-12-31","","","","","","","경기도 용인시 처인구 포곡읍 둔전리 *** 금전마을계룡리슈빌","경기도 용인시 처인구 포곡읍 둔전로 **, ***동 ***호 (금전마을계룡리슈빌)","17027","린은진샵","2025-12-31 16:36:52","U","2026-01-03 02:40:00","","219085.080997833","418324.15803335","동물용의료용구판매업","","000","0",
"2","동물용의료용구판매업","02_03_03_P","4050000","564000001320190002","2019-12-13","","03","폐업","0002","폐업","2025-12-31","","","","0312123077","","","경기도 용인시 수지구 상현동 ****-* 미주프라자 ***호","경기도 용인시 수지구 광교중앙로 ***, 미주프라자 ***호 (상현동)","16943","더선스톤주식회사","2025-12-31 15:18:30","U","2026-01-03 02:40:00","","206100.323819545","421679.062727974","동물용의료용구판매업","","L00","0",
"3","동물용의료용구판매업","02_03_03_P","4060000","406000001320220002","2022-03-08","","03","폐업","0002","폐업","2025-12-31","","","","031-945-6321","","","경기도 파주시 야당동 ****","경기도 파주시 경의로 ****, 월드타워*차 ***호 (야당동)","10908","유니바이오","2025-12-31 14:26:52","U","2026-01-03 02:40:00","","178789.285831218","468219.267968005","동물용의료용구판매업","","000","0",
"4","동물용의료용구판매업","02_03_03_P","4321000","432100001320240001","2024-11-20","","03","폐업","0002","폐업","2025-12-27","","","","","","","강원특별자치도 양구군 양구읍 정림리 *** 보배아파트 *동 ***호","강원특별자치도 양구군 양구읍 박수근로 ***, *동 ***호 (보배아파트)","24540","이문컴퍼니","2025-12-31 09:11:36","U","2026-01-03 02:40:00","","286173.202815249","511299.333198462","동물용의료용구판매업","","000","0",
"5","동물용의료용구판매업","02_03_03_P","3100000","310000001320260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","","","서울특별시 노원구 상계동 **** 건영아파트","서울특별시 노원구 덕릉로***다길 **, 상가*층 ***,***호 (상계동, 건영아파트)","01638","주식회사 훌라이프","2026-01-02 14:08:55","I","2026-01-04 00:20:12","","206822.49898149","462909.715938659","동물용의료용구판매업","","L00","0",
"6","동물용의료용구판매업","02_03_03_P","3060000","306000001320260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","","","서울특별시 중랑구 중화동 ***-* ***호","서울특별시 중랑구 동일로***길 **-**, 토토캐슬 ***호 (중화동)","02094","러브엔(LOV:N)","2026-01-02 15:16:12","I","2026-01-04 00:20:12","","207283.777996987","455261.531540013","동물용의료용구판매업","","000","0",
"7","동물용의료용구판매업","02_03_03_P","4050000","563000001320260001","2026-01-02","","01","영업/정상","0000","정상","","","","","","","","경기도 용인시 기흥구 청덕동 ***","경기도 용인시 기흥구 청마로 ** (청덕동)","16892","인투바이오","2026-01-02 11:16:34","I","2026-01-04 00:20:12","","213658.55250082","421725.586499039","동물용의료용구판매업","","000","0",
"8","동물용의료용구판매업","02_03_03_P","4060000","406000001320260001","2026-01-05","","01","영업/정상","0000","정상","","","","","031-945-6321","","","경기도 파주시 야당동 ****","경기도 파주시 경의로 ****, ***호 (야당동)","10908","유니바이오","2026-01-05 16:26:13","I","2026-01-07 00:20:36","","178789.285831218","468219.267968005","동물용의료용구판매업","","000","0",
"9","동물용의료용구판매업","02_03_03_P","4691000","469100001320260001","2026-01-06","","01","영업/정상","0000","정상","","","","","","3.3","","전북특별자치도 정읍시 시기동 ***-** 시기현대아파트 상가동","전북특별자치도 정읍시 초산로 *-*, 시기현대아파트 상가동 *층 ***호 (시기동)","56201","모던테크","2026-01-06 15:09:46","I","2026-01-09 00:20:01","","186391.344922719","228988.184008264","동물용의료용구판매업","","000","0",
"10","동물용의료용구판매업","02_03_03_P","3740000","374000001320260001","2026-01-07","","01","영업/정상","0000","정상","","","","","07080288619","","","경기도 수원시 장안구 율전동 ***-** ***-B**호","경기도 수원시 장안구 화산로***번길 **, ***-B**호 (율전동)","16417","테리캔디","2026-01-07 16:01:28","I","2026-01-09 00:20:01","","197513.304767573","421878.549474535","동물용의료용구판매업","","000","0",
"11","동물용의료용구판매업","02_03_03_P","3910000","391000001320260001","2026-01-07","","01","영업/정상","0000","정상","","","","","","","","경기도 평택시 평택동 ***","경기도 평택시 중앙*로 **, *층 ***호 (평택동)","17909","도운산업","2026-01-07 13:34:39","I","2026-01-10 00:20:07","","207810.302859873","387830.462917531","동물용의료용구판매업","","000","0",
"12","동물용의료용구판매업","02_03_03_P","3560000","356000001320260001","2026-01-08","","01","영업/정상","0000","정상","","","","","","","","인천광역시 서구 왕길동 ***-* 제이원검단메디컬프라자 ***동 **호","인천광역시 서구 완정로 ***, 제이원검단메디컬프라자 ***동 **호 (왕길동)","22616","올메디케어","2026-01-08 09:31:46","I","2026-01-10 00:20:07","","169589.976023258","455611.117427815","동물용의료용구판매업","","000","0",
"13","동물용의료용구판매업","02_03_03_P","3530000","353000001320260001","2026-01-08","","01","영업/정상","0000","정상","","","","","","","","인천광역시 남동구 간석동 ***-** 태광빌딩","인천광역시 남동구 용천로***번길 **, 태광빌딩 ***호 (간석동)","21544","와이에스드림","2026-01-08 12:17:55","I","2026-01-10 00:20:07","","174542.094685721","440218.745835512","동물용의료용구판매업","","000","0",
"14","동물용의료용구판매업","02_03_03_P","4641000","464100001320260001","2026-01-08","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 전주시 완산구 효자동*가 ****-* ***호","전북특별자치도 전주시 완산구 황강서원*길 **, ***호 (효자동*가)","54958","엠케이메디칼","2026-01-08 13:54:39","I","2026-01-10 00:20:07","","208786.81689211","258728.852497984","동물용의료용구판매업","","000","0",
"15","동물용의료용구판매업","02_03_03_P","3610000","361000001320230001","2023-07-05","","01","영업/정상","0000","정상","","","","","","258.78","","광주광역시 남구 백운동 ***-** *층","광주광역시 남구 백양로 **, *층 (백운동)","61660","한걸음 더 보조기","2026-01-09 15:43:20","U","2026-01-11 02:40:00","","191100.442872996","181641.124104003","동물용의료용구판매업","","000","0",
"16","동물용의료용구판매업","02_03_03_P","3230000","323000001320220006","2022-04-19","","01","영업/정상","0000","정상","","","","","","","","서울특별시 송파구 신천동 *-** **층","서울특별시 송파구 송파대로 ***, **층 (신천동)","05510","쿠팡주식회사","2026-01-09 09:36:40","U","2026-01-11 02:40:00","","208688.155079917","445954.176613992","동물용의료용구판매업","","F00","0",
"17","동물용의료용구판매업","02_03_03_P","3560000","356000001320240002","2024-06-05","","01","영업/정상","0000","정상","","","","","","","","인천광역시 서구 오류동 ***-***","인천광역시 서구 원당대로***번길 **-*, *층 (오류동)","22663","주식회사 동행비드","2026-01-09 16:52:45","U","2026-01-11 02:40:00","","166670.17457766","454661.748290663","동물용의료용구판매업","","L00","0",
"18","동물용의료용구판매업","02_03_03_P","3210000","321000001320260001","2026-01-12","","01","영업/정상","0000","정상","","","","","1566-6052","","","서울특별시 서초구 서초동 ****-* SL빌딩","서울특별시 서초구 반포대로 **, SL빌딩 B*층 (서초동)","06710","(주)에스엘메디케어","2026-01-12 15:20:57","I","2026-01-14 00:20:02","","200952.06770963","442318.831874498","동물용의료용구판매업","","L00","0",
"19","동물용의료용구판매업","02_03_03_P","4020000","402000001320250002","2025-04-16","","01","영업/정상","0000","정상","","","","","031-346-3092","","","경기도 군포시 금정동 ***-** 우림빌딩 ***동 ****호","경기도 군포시 공단로 ***, 우림빌딩 ***동 ****호 (금정동)","15809","(주)한스피엠아이","2026-01-12 13:38:34","U","2026-01-14 02:40:00","","195037.329564845","429883.209048484","동물용의료용구판매업","","000","0",
"20","동물용의료용구판매업","02_03_03_P","5710000","571000001320260001","2026-01-14","","01","영업/정상","0000","정상","","","","","","","","충청북도 청주시 흥덕구 오송읍 봉산리 ****","충청북도 청주시 흥덕구 오송읍 봉산*길 *-*, ***호","28222","주식회사 비엘이","2026-01-14 18:06:47","I","2026-01-16 00:20:02","","228614.416671217","346414.245120819","동물용의료용구판매업","","000","0",
