"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","노래연습장업","03_09_01_P","3180000","CDFF3242052014000009","2014-08-22","","01","영업/정상","13","영업중","","","","","02-704-5205","","","서울특별시 영등포구 대림동 909-2 A동 2층 (대림동)","서울특별시 영등포구 신길로 39, A동 2층 (대림동)","07440","썬프라자 노래연습장","2025-12-31 10:17:08","U","2026-01-03 02:40:00","","191800.728214995","443809.773854649","노래연습장업","유통관련업","2","","","220.45","2","0","근린생활시설","1","40","7","0","Y","Y","Y","","","Y","","","","","","0","","","","","","일반주거지역",
"2","노래연습장업","03_09_01_P","5120000","CDFF3242052023000001","2023-08-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 모전동 884","경상북도 문경시 매봉2길 14 (모전동)","36983","SIN코인노래연습장","2025-12-31 09:55:20","U","2026-01-03 02:40:00","","305858.63882106","343319.984357921","노래연습장업","유통관련업","0","","","175.92","1","0","","0","0","14","14","","","","Y","","","","","","","","0","","","","","","",
"3","노래연습장업","03_09_01_P","4450000","CDFF3242052023000001","2023-07-17","","01","영업/정상","13","영업중","","","","","","","","충청북도 진천군 덕산읍 두촌리 2589","충청북도 진천군 덕산읍 대하로 133","27871","K팝스타 코인노래연습장","2025-12-31 13:06:10","U","2026-01-03 02:40:00","","247537.181461053","378068.036393951","노래연습장업","유통관련업","0","","","169.6","2","0","","0","0","20","11","Y","Y","Y","Y","Y","Y","","","","","","0","","","","","","",
"4","노래연습장업","03_09_01_P","4490000","CDFF3242052013000018","2013-08-23","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 두정동 923 4층","충청남도 천안시 서북구 원두정8길 7 (두정동)","31107","창 노래연습장","2025-12-31 16:32:19","U","2026-01-03 02:40:00","","211903.4087421","370147.253416305","노래연습장업","유통관련업","6","유흥업소밀집지역","","210.79","5","1","근린생활시설","0","40","6","3","","Y","","Y","","Y","","","","","","0","","","","","","일반주거지역",
"5","노래연습장업","03_09_01_P","3400000","CDFF3242052016000002","2016-06-01","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 기장읍 교리 348-16","부산광역시 기장군 기장읍 차성로418번길 63, 2층","46056","니나노 노래연습장","2025-12-30 19:46:10","U","2026-01-03 02:40:00","","401613.596607765","196901.109275126","노래연습장업","유통관련업","2","","","131.73","2","0","근린생활시설","0","0","4","0","","","","","","Y","","","","","","0","","","","","","",
"6","노래연습장업","03_09_01_P","3330000","CDFF3242052001000010","2001-06-29","","01","영업/정상","13","영업중","","","","","746-6241","","","부산광역시 해운대구 우동 1434 선프라자 202호","부산광역시 해운대구 마린시티3로 1 (우동)","48092","선프라자","2025-12-31 10:51:51","U","2026-01-03 02:40:00","","395615.201853958","186406.750870936","노래연습장업","유통관련업","1","","","156.74","2","0","","0","0","8","2","N","N","N","Y","N","Y","","","","","","0","","","","","","",
"7","노래연습장업","03_09_01_P","3540000","CDFF3242052010000005","2010-04-26","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 갈산동 160-19 지하1층","인천광역시 부평구 평천로 307, 지1층 (갈산동)","21316","일번지 노래연습장","2025-12-31 10:47:03","U","2026-01-03 02:40:00","","175569.275221834","446172.213334723","노래연습장업","유통관련업","5","기타","","72.14","4","1","근린생활시설","1.3","35","4","1","Y","Y","","","","Y","","","","","","0","","","","","","준공업지역",
"8","노래연습장업","03_09_01_P","3520000","CDFF3242052009000008","2009-08-19","","03","폐업","03","폐업","2025-12-31","","","","032-859-5252","","","인천광역시 연수구 송도동 3-1 밀레니엄빌딩 202, 203호","인천광역시 연수구 컨벤시아대로 69, 202, 203호 (송도동,밀레니엄빌딩)","","럭셔리 노래연습장","2025-12-31 20:01:18","U","2026-01-03 02:40:00","","169021.396274426","432677.916267877","노래연습장업","유통관련업","10","","","354.54","8","2","","","","","","","","","","","","","","","","","","","","","","","",
"9","노래연습장업","03_09_01_P","3540000","CDFF3242052004000054","2004-12-29","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 청천동 179-20 (지1층)","인천광역시 부평구 세월천로 44, 지1층 (청천동)","21312","탑노래연습장","2025-12-31 16:10:55","U","2026-01-03 02:40:00","","173818.887695563","445697.281466047","노래연습장업","유통관련업","5","주택가주변","","118.58","4","1","근린생활시설","0","0","5","1","N","N","N","","N","N","","","","","","0","","","","","","근린상업지역",
"10","노래연습장업","03_09_01_P","4820000","CDFF3242052000000024","2000-05-08","","01","영업/정상","13","영업중","","","","","724-6556","","","전라남도 순천시 해룡면 상삼리 626-17 (지하)","전라남도 순천시 해룡면 조례못등길 79 ((지하))","","행운노래연습장","2025-12-31 18:51:14","U","2026-01-03 02:40:00","","248204.75746668","161415.417140931","노래연습장업","유통관련업","0","","","95.18","0","0","","0","0","5","2","N","N","N","Y","N","N","","","","","","0","","","","","","",
"11","노래연습장업","03_09_01_P","4810000","CDFF3242052004000028","2004-12-18","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 학동 95-1","전라남도 여수시 시청동3길 12-8 (학동)","59689","우리","2025-12-31 09:28:53","U","2026-01-03 02:40:00","","260796.206241765","140284.539785783","노래연습장업","유통관련업","0","","","155.09","0","0","","0","0","4","0","Y","Y","Y","","Y","Y","","","","","","0","","","","","","",
"12","노래연습장업","03_09_01_P","3740000","CDFF3242052007000038","2007-12-11","","01","영업/정상","13","영업중","","","","","254-2059","","","경기도 수원시 장안구 율전동 288-75 지하1층","경기도 수원시 장안구 화산로213번길 25 (율전동)","16417","락 노래연습장","2025-12-31 10:38:12","U","2026-01-03 02:40:00","","197484.563932904","421836.492131903","노래연습장업","유통관련업","0","","","213.39","0","0","근린생활시설","1","0","9","9","","","","Y","","","","","","","","0","","","","","","",
"13","노래연습장업","03_09_01_P","3630000","CDFF3242052010000010","2010-07-02","","01","영업/정상","13","영업중","","","","","","","","광주광역시 광산구 월계동 878-6","광주광역시 광산구 임방울대로800번길 39, 2층 (월계동)","62277","샤벨노래연습장","2025-12-31 18:36:04","U","2026-01-03 02:40:00","","185926.927770541","190722.171708712","노래연습장업","유통관련업","5","","","86.79","5","0","","0","0","3","0","","","","","","","","","","","","0","","","","","","",
"14","노래연습장업","03_09_01_P","3740000","CDFF3242052003000070","2003-05-30","","03","폐업","03","폐업","2025-12-30","","","","234-8353","","","경기도 수원시 영통구 매탄동 153-35 지층","경기도 수원시 영통구 중부대로 248 (매탄동,지층)","","아이텍노래연습장","2025-12-31 09:47:36","U","2026-01-03 02:40:00","","203723.635591904","419198.771000452","노래연습장업","유통관련업","","","","143.22","","","","","","5","1","Y","Y","Y","Y","Y","N","","","","","","","","","","","","",
