"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","집단급식소","07_21_02_P","3130000","3130000-105-2025-00004","2025-12-31","","01","영업/정상","01","영업","","","","","","101.40","121-810","서울특별시 마포구 대흥동 325-78","서울특별시 마포구 독막로 241, 지하2층 (대흥동)","04096","올센병원","2025-12-31 11:37:36","I","2026-01-03 00:20:02","병원","194681.263317912","449408.790227561","병원","0","0","","","","0","0","0","0","0","임대","0","0","N","51.6","","","",
"2","집단급식소","07_21_02_P","3240000","3240000-105-2025-00016","2025-12-31","","01","영업/정상","01","영업","","","","","0216610997","192.13","134-864","서울특별시 강동구 천호동 453-10 강동미즈산후조리원","서울특별시 강동구 천호대로159길 13, 강동미즈산후조리원 6층 (천호동)","05335","퍼스트스마일산후조리원","2025-12-31 09:40:43","I","2026-01-03 00:20:02","산후조리원","211206.540974151","448438.130467194","산후조리원","0","0","","","","0","45","0","0","0","","0","0","N","192.13","","","",
"3","집단급식소","07_21_02_P","3910000","3910000-105-2025-00009","2025-12-31","","01","영업/정상","01","영업","","","","","031 6503032","385.75","450-140","경기도 평택시 동삭동 663 수원지방법원평택지원 지1층","경기도 평택시 평남로 1036, 수원지방법원평택지원 지1층 (동삭동)","17848","수원지방법원·수원가정법원 평택지원","2025-12-31 15:20:23","I","2026-01-03 00:20:02","공공기관","208494.800240874","389874.482142959","공공기관","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","83.25","","","",
"4","집단급식소","07_21_02_P","3990000","3990000-105-2025-00009","2025-12-31","","01","영업/정상","01","영업","","","","","","265.02","","경기도 남양주시 다산동 6205-3 강산타워 주건축물 제1동 1003호, 1004호, 1006호 일부","경기도 남양주시 다산지금로16번길 87, 강산타워 주건축물 제1동 1003호, 1004호, 1006호 일부 (다산동)","12284","다산모두케어센터","2025-12-31 10:20:06","I","2026-01-03 00:20:02","사회복지시설","214999.580893325","456181.23698554","사회복지시설","0","0","","","","0","0","0","0","0","","0","0","N","18.36","","","",
"5","집단급식소","07_21_02_P","4060000","4060000-105-2025-00024","2025-12-31","","01","영업/정상","01","영업","","","","","","38.49","413-100","경기도 파주시 동패동 2282 물향기마을 7단지","경기도 파주시 물향기2로 140, 단지내 어린이집호 (동패동, 물향기마을 7단지)","10890","시립해담어린이집","2025-12-31 15:35:32","I","2026-01-03 00:20:02","어린이집","","","어린이집","0","0","","","","0","0","0","0","0","","0","0","N","38.49","","","",
"6","집단급식소","07_21_02_P","4490000","5660000-105-2014-00025","2014-07-01","","01","영업/정상","01","영업","","","","","041 410 1044","264.80","331-980","충청남도 천안시 서북구 백석동 711","충청남도 천안시 서북구 3공단3로 50, 공장동 1층 (백석동, 하나머티리얼즈백석2공장)","31093","하나머티리얼즈(주)","2025-12-31 17:12:31","U","2026-01-03 02:40:00","산업체","210173.427072235","370128.720598867","산업체","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","55.4","","","",
"7","집단급식소","07_21_02_P","4520000","4520000-105-1995-00015","1995-06-29","","01","영업/정상","01","영업","","","","","041 968 2724","2144.37","336-883","충청남도 아산시 신창면 황산리 228","충청남도 아산시 신창면 황산길 100-50","31539","경찰대학교 학생식당","2025-12-31 18:14:14","U","2026-01-03 02:40:00","학교","","","학교","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","2144.37","","","",
"8","집단급식소","07_21_02_P","4520000","4520000-105-2008-00031","2008-05-28","","01","영업/정상","01","영업","","","","","041 968 3563","762.14","336-883","충청남도 아산시 신창면 황산리 228","충청남도 아산시 신창면 황산길 100-50","31539","경찰대학 교직원식당","2025-12-31 18:15:03","U","2026-01-03 02:40:00","학교","","","학교","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","762.14","","","",
"9","집단급식소","07_21_02_P","4520000","4520000-105-2009-00026","2009-11-04","","01","영업/정상","01","영업","","","","","041 536 0341","2021.62","336-090","충청남도 아산시 초사동 407 경찰인재개발원 04-체육관/식당학생관 2,3층","충청남도 아산시 무궁화로 111, 경찰인재개발원 04-체육관/식당학생관 2,3층 (초사동)","31540","경찰인재개발원","2025-12-31 17:55:36","U","2026-01-03 02:40:00","공공기관","199026.890521834","360247.000286711","공공기관","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","2583.9","","","",
"10","집단급식소","07_21_02_P","3090000","3090000-105-2019-00001","2019-02-14","","01","영업/정상","01","영업","","","","","02  998 3630","","132-923","서울특별시 도봉구 창동 647-12 화성시 제2장학관","서울특별시 도봉구 도봉로106길 30 (창동, 화성시 제2장학관)","01460","(재)화성시장학관","2025-12-31 14:36:33","U","2026-01-03 02:40:00","기숙사","202960.438289644","460242.005648474","기숙사","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
