"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","건강기능식품일반판매업","07_22_03_P","3670000","3670000-134-2025-00231","2025-12-29","","01","영업/정상","01","영업","","","","","","","305-363","대전광역시 유성구 용계동 ***-* 더샵 도안트위넌스 *단지 ***동 지상*층 ***호","대전광역시 유성구 도안대로 ***, ***동 지상*층 ***호 (용계동, 더샵 도안트위넌스 *단지)","34218","로우볼마켓","2025-12-31 17:51:42","I","2026-01-03 00:20:02","","229754.894985757","314345.341349222","전자상거래(통신판매업)","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"2","건강기능식품일반판매업","07_22_03_P","3330000","3330000-134-2020-00234","2020-07-24","","01","영업/정상","01","영업","","","","","","","612-020","부산광역시 해운대구 우동 **** 케이엔엔타워","부산광역시 해운대구 센텀서로 **, 케이엔엔타워 ****호 (우동)","48058","(주)핀크럭스","2025-12-31 14:50:28","I","2026-01-03 00:20:02","","393851.969576247","187910.040763301","전자상거래(통신판매업)","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3","건강기능식품일반판매업","07_22_03_P","3330000","3330000-134-2025-00170","2025-12-31","","01","영업/정상","01","영업","","","","","","","612-050","부산광역시 해운대구 재송동 **** 벽산이센텀클래스원","부산광역시 해운대구 센텀동로 **, 벽산이센텀클래스원 ****호 (재송동)","48059","주식회사 그린램파트","2025-12-31 11:12:18","I","2026-01-03 00:20:02","","393607.260373715","188408.076687691","전자상거래(통신판매업)","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"4","건강기능식품일반판매업","07_22_03_P","4940000","4940000-134-2025-00016","2025-12-31","","01","영업/정상","01","영업","","","","","","5.40","526-897","전라남도 영암군 삼호읍 용앙리 ****-* *층","전라남도 영암군 삼호읍 대불주거*로 **, *층","58456","빅세일샵(BIG SALE SHOP)","2025-12-31 09:38:38","I","2026-01-03 00:20:02","","149872.865","139984.37","영업장판매","0","0","","","상수도전용","0","0","0","0","0","임대","0","0","N","0","","","",
"5","건강기능식품일반판매업","07_22_03_P","4641000","4651000-134-2025-00174","2025-12-30","","01","영업/정상","01","영업","","","","","","","","전북특별자치도 전주시 완산구 삼천동*가 ***-*","전북특별자치도 전주시 완산구 계룡산길 **, *층 (삼천동*가)","55074","지에스25 전주삼천로드점","2025-12-31 10:20:07","I","2026-01-03 00:20:02","","209564.984739834","254783.689995042","영업장판매","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"6","건강기능식품일반판매업","07_22_03_P","4641000","4661000-134-2025-00126","2025-12-31","","01","영업/정상","01","영업","","","","","","","","전북특별자치도 전주시 덕진구 여의동 **** 여의동 영무예다음","전북특별자치도 전주시 덕진구 혁신로 ***, ***동 ****호 (여의동, 여의동 영무예다음)","54808","보앤나","2025-12-31 11:27:26","I","2026-01-03 00:20:02","","206352.376624449","263381.113662881","전자상거래(통신판매업)","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"7","건강기능식품일반판매업","07_22_03_P","4490000","4490000-134-2025-00400","2025-12-31","","01","영업/정상","01","영업","","","","","","","331-230","충청남도 천안시 서북구 불당동 **** 천안 불당 지웰시티푸르지오 *단지","충청남도 천안시 서북구 불당**로 **, 근린생활시설*동 *층 E***호 (불당동, 천안 불당 지웰시티푸르지오 *단지)","31156","셀포랩멜로디","2025-12-31 09:44:31","I","2026-01-03 00:20:02","","209362.436694889","367828.566141456","영업장판매","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"8","건강기능식품일반판매업","07_22_03_P","3550000","3550000-134-2025-00125","2025-12-31","","01","영업/정상","01","영업","","","","","","","407-814","인천광역시 계양구 임학동 **","인천광역시 계양구 임학동로 **, *층 (임학동)","21033","세븐일레븐 인천임학점","2025-12-31 14:36:29","I","2026-01-03 00:20:02","","176679.94326023","449322.548155637","영업장판매","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"9","건강기능식품일반판매업","07_22_03_P","5530000","5530000-134-2012-00151","2012-01-27","","01","영업/정상","01","영업","","","","","0312471155","16.50","445-390","경기도 화성시 진안동 ***-* 테라스-M *동 *층 ***호 일부","경기도 화성시 병점노을*로 *, 테라스-M *동 *층 ***호 일부호 (진안동)","18369","오휘북문지사","2025-12-31 09:58:31","I","2026-01-03 00:20:02","","202444.587646093","411634.493861795","영업장판매","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"10","건강기능식품일반판매업","07_22_03_P","5530000","5530000-134-2025-00838","2025-12-29","","01","영업/정상","01","영업","","","","","","","445-130","경기도 화성시 영천동 ***-*","경기도 화성시 지산*길 **-*, 지하*층 일부(Q***)호 (영천동)","18466","빌리브스토어","2025-12-31 15:32:09","I","2026-01-03 00:20:02","","209913.508794638","411728.876798634","전자상거래(통신판매업)","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
