"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","청소년게임제공업","03_05_07_P","3930000","CDFF2241142025000023","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 원곡동 1002","경기도 안산시 단원구 화랑로 102, 상가1동 110호 (원곡동)","15389","더플레이 안산원곡점","2025-12-31 13:41:23","I","2026-01-03 00:20:02","","","","청소년게임제공업","유통관련업","0","","슈퍼컬러,포포푸쉬,포포캐쳐,캐치풋,멀티컬러2,스마일10","57.55","0","0","","0","0","0","0","","","","","","","","","","","","21","","전체이용가","","","","",
"2","청소년게임제공업","03_05_07_P","4261000","CDFF2241142025000001","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 횡성군 횡성읍 읍상리 281-3","강원특별자치도 횡성군 횡성읍 삼일로 3-1","25233","PLAY 뽑기방","2025-12-31 16:17:06","I","2026-01-03 00:20:02","","287164.592960257","443532.048387933","청소년게임제공업","유통관련업","0","","New mini mini3 / CACTI GOTCHA! / 드래곤펀치2","37.72","1","0","","0","0","0","0","","","","","","","","","","","","13","","전체이용가","","","","",
"3","청소년게임제공업","03_05_07_P","3560000","CDFF2241142025000065","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 청라동 157-14 청라두손중앙프라자","인천광역시 서구 청라커낼로 264, 청라두손중앙프라자 116호 (청라동)","22762","픽미업","2025-12-31 14:07:57","I","2026-01-03 00:20:02","","168550.310683795","447819.289834246","청소년게임제공업","유통관련업","0","","","42.3","1","0","","0","0","0","0","","","","","","","","","","","","9","","전체이용가","","","","",
"4","청소년게임제공업","03_05_07_P","3940000","CDFF2241142025000049","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 성사동 725 어울림마을9단지","경기도 고양시 덕양구 고양대로1384번길 20, 신원당마을 시영상가 110호 (성사동)","10468","캐치팡","2025-12-31 12:38:33","I","2026-01-03 00:20:02","","185519.71563078","461212.541269679","청소년게임제공업","유통관련업","0","","","35.1","0","0","","0","0","0","0","","","","","","","","","","","","10","","전체이용가","","","","",
"5","청소년게임제공업","03_05_07_P","3940000","CDFF2241142025000050","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 도내동 959 테마타워","경기도 고양시 덕양구 의장로 144, 테마타워 107호 (도내동)","10551","스타뽑스2","2025-12-31 12:39:29","I","2026-01-03 00:20:02","","188494.677326636","459238.996424184","청소년게임제공업","유통관련업","0","","","38.88","0","0","","0","0","0","0","","","","","","","","","","","","15","","전체이용가","","","","",
"6","청소년게임제공업","03_05_07_P","3690000","CDFF2241142025000010","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","울산광역시 중구 성남동 219-161","울산광역시 중구 젊음의거리 50, 1층 (성남동)","44532","COCO STATION","2025-12-31 15:15:29","I","2026-01-03 00:20:02","","410262.18418627","230683.431504989","청소년게임제공업","유통관련업","0","","돌하우스1,2,4,스페셜,더블/포포캐쳐,4x4/포포랜드,봉봉푸쉬/포포푸쉬 소형,대형/판타지반반/더킹/데스페라도펀치/시티헌터/와우팡팡/비시바시/두더지게임/익스트림몰리/돌하우스 스윙/","252","0","0","","0","0","0","0","","","","","","","","","","","","82","","전체이용가","","","","",
"7","청소년게임제공업","03_05_07_P","3740000","CDFF2241142025000050","2025-12-30","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 원천동 589 광교중흥에스클래스","경기도 수원시 영통구 광교호수공원로 277, 지2층 비2-212, 213호 (원천동, 광교중흥에스클래스)","16517","광교중흥오락실","2025-12-31 11:03:24","I","2026-01-03 00:20:02","","205026.079641798","420062.878231009","청소년게임제공업","유통관련업","0","","New Smile Toy 등","81.52","0","0","","0","0","0","0","","","","","","","","","","","","27","","전체이용가","","","","",
"8","청소년게임제공업","03_05_07_P","5710000","CDFF2241142025000047","2025-12-30","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 강서동 500 미소랑2차아파트","충청북도 청주시 흥덕구 서현중로 60-1, 102-2호 (강서동, 미소랑2차아파트)","28378","짱짱인형뽑기","2025-12-30 16:20:40","I","2026-01-03 00:20:02","","238284.067981511","347058.825213049","청소년게임제공업","유통관련업","0","","","36.57","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"9","청소년게임제공업","03_05_07_P","5070000","CDFF2241142025000003","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 옥동 773-14","경상북도 안동시 경북대로 385, 1층 (옥동)","36661","대왕오락실","2025-12-31 11:22:09","I","2026-01-03 00:20:02","","352260.24693488","341645.78425401","청소년게임제공업","유통관련업","0","","","73.31","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"10","청소년게임제공업","03_05_07_P","3970000","CDFF2241142025000003","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 과천시 별양동 1-22 e편한세상 시티 과천 105호","경기도 과천시 별양상가3로 14, e편한세상 시티 과천 1층 105호 (별양동)","13837","뽑스쿨","2025-12-31 18:03:20","I","2026-01-03 00:20:02","","199159.234715503","435964.704390001","청소년게임제공업","유통관련업","0","","크레인형 3종","31.32","0","0","","0","0","0","0","","","","","","","","","","","","14","","전체이용가","","","","",
"11","청소년게임제공업","03_05_07_P","3200000","CDFF2241142025000020","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 1638-23 1층","서울특별시 관악구 신림로59길 9, 1층 (신림동)","08776","NYAN NYAN STATION(냥냥스테이션)","2025-12-31 16:23:30","I","2026-01-03 00:20:02","","193665.420005851","442301.574080818","청소년게임제공업","유통관련업","0","","","176.8","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"12","청소년게임제공업","03_05_07_P","3290000","CDFF2241142025000027","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 232-3","부산광역시 부산진구 신천대로62번길 60, 1층 (부전동)","47289","PICKTOBI Nobody Lab","2025-12-31 13:31:23","I","2026-01-03 00:20:02","","387516.754684534","185739.621711812","청소년게임제공업","유통관련업","0","","CACTI GOTCHA(9), CACTI GOTCHA!(7), MINI(1),더킹(1)","32.97","0","0","","0","0","0","0","","","","","","","","","","","","18","","전체이용가","","","","",
