"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"1","사료제조업","02_04_05_P","6500000","650000050220250031","2025-12-31","","01","영업/정상","0000","정상","","","","","","","","제주특별자치도 서귀포시 표선면 표선리 1325번지 0호","제주특별자치도 서귀포시 표선면 민속해안로 243","","대봉엘에프영어조합법인","2025-12-31 16:07:57","I","2026-01-03 00:20:02","사료제조업(수입)","183569.186410018","-20972.7965064747","사료제조업","","0","000","0",
"2","사료제조업","02_04_05_P","6430000","643000050220160035","2016-06-09","","01","영업/정상","0000","정상","","","","","","0","","충청북도 음성군 금왕읍 유촌리 862번지 0호","충청북도 음성군 금왕읍 금왕테크노3길 76","","농업회사법인 푸디웜(주)","2025-12-31 15:54:17","U","2026-01-03 02:40:00","사료제조업(단미)","239080.82996325","356915.952711907","사료제조업","","0","L00","0",
"3","사료제조업","02_04_05_P","6270000","627000050220240001","2024-01-08","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 동구 각산동  444번지 1호 302호","대구광역시 동구 경안로 825, 3층 302호 (각산동)","","(주)홀썸바이오","2025-12-31 11:20:11","U","2026-01-03 02:40:00","사료제조업(보조)","354699.580938392","265349.418642446","사료제조업","","0","000","0",
"4","사료제조업","02_04_05_P","6270000","627000050220240002","2024-01-08","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 동구 각산동  444번지 1호 302호","대구광역시 동구 경안로 825, 3층 302호 (각산동)","","(주)홀썸바이오","2025-12-31 11:20:23","U","2026-01-03 02:40:00","사료제조업(배합)","354699.580938392","265349.418642446","사료제조업","","0","000","0",
"5","사료제조업","02_04_05_P","6270000","627000050220190015","2019-07-18","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 달성군 현풍읍 부리 271번지 17호","대구광역시 달성군 현풍읍 현풍중앙로 114, 1층","","신성","2025-12-31 11:18:54","U","2026-01-03 02:40:00","사료제조업(단미)","330334.509298596","245287.116615843","사료제조업","","0","000","0",
"6","사료제조업","02_04_05_P","6270000","627000050220220017","2022-04-07","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 동구 신암동  93번지 1호","대구광역시 동구 아양로37길 61, 1층(신암동)","","뭉무이맘마","2025-12-31 11:19:50","U","2026-01-03 02:40:00","사료제조업(단미)","347405.98762388","266608.013656234","사료제조업","","0","000","0",
"7","사료제조업","02_04_05_P","6530000","642000050220150026","2015-08-24","","03","폐업","0002","폐업","2025-12-30","","","","0332586325","","","강원특별자치도 춘천시 후평동  198번지 60호","강원특별자치도 춘천시 소양강로 56, 바이오4동 3층 8호 (후평동)","24232","(주)에스티알바이오텍","2025-12-31 13:54:22","U","2026-01-03 02:40:00","사료제조업(보조)","265531.579503655","488113.88506095","사료제조업","","0","000","0",
"8","사료제조업","02_04_05_P","6270000","627000050220190022","2019-08-30","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 달성군 현풍읍 부리 271번지 17호","대구광역시 달성군 현풍읍 현풍중앙로 114, 1층","","신성","2025-12-31 11:18:34","U","2026-01-03 02:40:00","사료제조업(단미)","330334.509298596","245287.116615843","사료제조업","","0","000","0",
"9","사료제조업","02_04_05_P","6270000","627000050220220007","2022-02-17","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 북구 칠성동2가  378번지 4호 삼성아파트상가 103호","대구광역시 북구 호암로 40, 103호(칠성동2가, 삼성아파트)","","댕스밥상","2025-12-31 11:26:31","U","2026-01-03 02:40:00","사료제조업(단미)","343940.956904879","265737.285524313","사료제조업","","0","000","0",
"10","사료제조업","02_04_05_P","4980000","498000003420220001","2022-02-14","","01","영업/정상","0000","정상","","","","","","0","","전라남도 장성군 황룡면 월평리 615-1","전라남도 장성군 황룡면 강변로 417","57227","(주)이코바이오","2025-12-31 17:48:33","U","2026-01-03 02:40:00","단미","181860.325000086","193607.474290007","사료제조업","단미","0","000","0",
"11","사료제조업","02_04_05_P","6270000","627000050220200001","2020-01-03","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 수성구 만촌동  1018번지 4호","대구광역시 수성구 세진로 54, 1층 (만촌동)","","로로베","2025-12-31 11:24:39","U","2026-01-03 02:40:00","사료제조업(단미)","348174.117476841","263811.324820219","사료제조업","","0","000","0",
"12","사료제조업","02_04_05_P","6270000","627000050220230013","2023-04-13","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 달서구 이곡동  575번지 3호","대구광역시 달서구 이곡서로5길 28, 1층 (이곡동)","","최애멍","2025-12-31 11:24:07","U","2026-01-03 02:40:00","사료제조업(단미)","335769.322568851","262442.736902236","사료제조업","","0","000","0",
"13","사료제조업","02_04_05_P","6270000","627000050220230014","2023-04-13","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 달서구 이곡동  575번지 3호","대구광역시 달서구 이곡서로5길 28, 1층 (이곡동)","","최애멍","2025-12-31 11:24:21","U","2026-01-03 02:40:00","사료제조업(단미)","335769.322568851","262442.736902236","사료제조업","","0","000","0",
"14","사료제조업","02_04_05_P","6270000","627000050220210047","2021-11-08","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","0","","대구광역시 북구 읍내동  788번지 2호 2층","대구광역시 북구 칠곡중앙대로 540, 2층(읍내동)","","댕댕이점빵","2025-12-31 11:26:13","U","2026-01-03 02:40:00","사료제조업(단미)","339888.751462163","272599.237392704","사료제조업","","0","000","0",
"15","사료제조업","02_04_05_P","6270000","627000050220210048","2021-11-08","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 동구 각산동  1056번지 0호 신서1020빌딩 101호","대구광역시 동구 과학로13길 18, 신서1020빌딩 101호 (각산동)","","단지까까","2025-12-31 10:34:16","U","2026-01-03 02:40:00","사료제조업(단미)","355004.798390035","266430.504954497","사료제조업","","0","000","0",
"16","사료제조업","02_04_05_P","4010000","401000003420250011","2025-12-19","","01","영업/정상","0000","정상","","","","","","0","","경기도 시흥시 은행동 608-6 호수의 아침","경기도 시흥시 은계중앙로 238, 호수의 아침 105호 (은행동)","14923","멍멍푸드연구소","2025-12-31 16:40:23","U","2026-01-03 02:40:00","단미","182601.480180004","438152.051326862","사료제조업","단미","0","000","0",
"17","사료제조업","02_04_05_P","6270000","627000050220230008","2023-02-17","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 수성구 두산동  133번지 7호","대구광역시 수성구 들안로8길 67, 1층 103호(두산동)","","댕세계 백화점","2025-12-31 11:25:35","U","2026-01-03 02:40:00","사료제조업(단미)","346270.175423263","260614.632233986","사료제조업","","0","000","0",
"18","사료제조업","02_04_05_P","6270000","627000050220210033","2021-07-09","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 달서구 두류동  1217번지 15호 1층","대구광역시 달서구 달구벌대로378길 3-36, 1층(두류동)","","댕's day","2025-12-31 11:22:42","U","2026-01-03 02:40:00","사료제조업(단미)","341864.341744803","263470.022673629","사료제조업","","0","000","0",
"19","사료제조업","02_04_05_P","6270000","627000050220210042","2021-09-14","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 북구 구암동  616번지 33호 101호","대구광역시 북구 태암남로 48-16, 101호(구암동)","","chwap daeng","2025-12-31 11:21:56","U","2026-01-03 02:40:00","사료제조업(단미)","339994.754153433","270373.083035522","사료제조업","","0","000","0",
"20","사료제조업","02_04_05_P","6270000","627000050220200017","2020-10-19","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 남구 대명동  1570번지 15호","대구광역시 남구 대명서로 40, 102호 (대명동)","","도월","2025-12-31 11:19:13","U","2026-01-03 02:40:00","사료제조업(단미)","340978.657645308","260060.931604361","사료제조업","","0","000","0",
"21","사료제조업","02_04_05_P","6270000","627000050220200026","2020-11-19","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 수성구 신매동  280번지 0호 신매동효성백년가약(청) 402동 13호","대구광역시 수성구 달구벌대로 3233, 402동 1층 13호 (신매동, 신매동 효성 백년가약 (청))","","달콩마켓","2025-12-31 11:24:56","U","2026-01-03 02:40:00","사료제조업(단미)","354504.22456415","261321.761509577","사료제조업","","0","000","0",
"22","사료제조업","02_04_05_P","6270000","627000050220200032","2020-12-22","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 중구 동성로3가  120번지 22호","대구광역시 중구 동성로1길 29-19, 2층 (동성로3가)","","견우당","2025-12-31 11:21:33","U","2026-01-03 02:40:00","사료제조업(단미)","343982.6312783","264207.158386577","사료제조업","","0","000","0",
"23","사료제조업","02_04_05_P","6270000","627000050220200031","2020-12-18","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 중구 동인동4가  541번지 4호","대구광역시 중구 국채보상로150길 37-22, 1층 (동인동4가)","","댕스다이닝","2025-12-31 11:21:13","U","2026-01-03 02:40:00","사료제조업(단미)","345545.838858363","264112.386486873","사료제조업","","0","000","0",
"24","사료제조업","02_04_05_P","6270000","627000050220210004","2021-02-03","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","","","대구광역시 수성구 두산동  168번지 3호","대구광역시 수성구 무학로17길 40-12, 1층 (두산동)","","딱지네 수제공방","2025-12-31 11:25:13","U","2026-01-03 02:40:00","사료제조업(단미)","346182.282947443","260208.100723627","사료제조업","","0","000","0",
"25","사료제조업","02_04_05_P","6500000","650000050220250004","2025-01-31","","01","영업/정상","0000","정상","","","","","","0","","제주특별자치도 제주시 외도일동  498번지 6호","제주특별자치도 제주시 우정로 56 (외도일동)","","제주멍냥밥상","2025-12-31 08:50:48","U","2026-01-03 02:40:00","사료제조업(단미)","147017.164152509","-791.670646430724","사료제조업","","0","000","0",
