"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","일반야영장업","03_11_07_P","5220000","CDFI2262132025000004","2025-12-31","","01","영업/정상","13","영업중","","","","","054-977-2030","","","경상북도 칠곡군 석적읍 남율리 349-2","경상북도 칠곡군 석적읍 남율1길 12-26","39844","멍 캠프닉","2025-12-31 15:30:38","I","2026-01-03 00:20:02","","326926.3628494","284898.765003813","일반야영장업","","자연녹지지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","98","","0","","","","","","","500000000","","","","98",
"2","일반야영장업","03_11_07_P","4060000","CDFI2262132025000008","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 적성면 설마리 181-6","경기도 파주시 적성면 설마천로 432","10805","개네집캠핑장","2025-12-31 08:53:59","I","2026-01-03 00:20:02","","194245.571568612","493848.290482325","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"3","일반야영장업","03_11_07_P","4191000","CDFI2262132023000004","2023-08-03","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 황둔리 1316-4","강원특별자치도 원주시 신림면 신림황둔로 806","26508","가자 GO캠핑 야영장","2025-12-31 09:05:35","U","2026-01-03 02:40:00","","302059.1551996","416943.485916628","일반야영장업","","","0","","","DB손해보험","","0","0","0","173","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"4","일반야영장업","03_11_07_P","3570000","CDFI2262132023000002","2023-07-07","","01","영업/정상","13","영업중","","","","","","","","인천광역시 강화군 하점면 신삼리 408-4","인천광역시 강화군 하점면 고려산로497번길 54","23016","고려산 힐링캠프","2025-12-31 13:17:25","U","2026-01-03 02:40:00","","146898.606550632","471923.027256465","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","1882","","0","","","","","","","0","","","","1882",
"5","일반야영장업","03_11_07_P","4160000","CDFI2262132024000023","2024-08-28","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 상면 행현리 775","경기도 가평군 상면 축령로45번길 40-200","12448","유포리아 글램핑","2025-12-31 09:01:09","U","2026-01-03 02:40:00","","231323.136081221","474289.897049799","일반야영장업","","관리지역","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","7225","","0","","","","","","","0","","","","7225",
"6","일반야영장업","03_11_07_P","5530000","CDFI2262132023000002","2023-05-01","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 우정읍 매향리 938","경기도 화성시 우정읍 고온리안길102번길 31","18570","매향리 캠핑장","2025-12-31 16:35:24","U","2026-01-03 02:40:00","","177351.278933559","392953.065786447","일반야영장업","","","1","","","농협손해보험주식회사","","1","0","0","121","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0",
"7","일반야영장업","03_11_07_P","4040000","CDFI2262132025000001","2025-11-12","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 미사동 391-3","경기도 하남시 미사동로 102 (미사동)","12900","히든 백야드(Hidden Backyard)","2025-12-31 15:33:06","U","2026-01-03 02:40:00","","217951.331109596","452589.919172321","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","1764","","0","","","","","","","0","","","","1764",
"8","일반야영장업","03_11_07_P","4160000","CDFI2262132025000020","2025-10-01","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 상면 덕현리 520-6","경기도 가평군 상면 조종로 454-25","12446","가평글램핑 온수풀 오아시스 520","2025-12-31 14:33:04","U","2026-01-03 02:40:00","","234008.467994421","474027.047657649","일반야영장업","","관리지역","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","2774","","0","","","","","","","0","","","","2774",
"9","일반야영장업","03_11_07_P","5180000","CDFI2262132025000001","2025-06-19","","03","폐업","03","폐업","2025-10-31","","","","","","","경상북도 영덕군 영해면 대진리 426-3 대진해수육장운영위원회","경상북도 영덕군 영해면 영덕대게로 2840, 대진해수육장운영위원회","36417","대진해수욕장 야영장","2025-12-31 10:23:14","U","2026-01-03 02:40:00","","417165.659252271","343087.918838525","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","3000","","0","","","","","","","0","","","","3000",
"10","일반야영장업","03_11_07_P","5180000","CDFI2262132025000002","2025-06-19","","03","폐업","03","폐업","2025-09-21","","","","","","","경상북도 영덕군 남정면 장사리 74-1","경상북도 영덕군 남정면 동해대로 3592","36463","장사해수욕장 야영장","2025-12-31 10:23:05","U","2026-01-03 02:40:00","","413349.372339126","311644.393562498","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","12208","","0","","","","","","","0","","","","12208",
