"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","출판사","04_17_01_P","3740000","CDFG1251002025000172","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 원천동 ***-* 영통 아이파크 디어반 ****호","경기도 수원시 영통구 신원로***번길 **, 영통 아이파크 디어반 ****호 (원천동)","16675","주식회사 에이블원","2025-12-31 14:04:23","I","2026-01-03 00:20:02","","205497.506776532","417300.046473419","출판사","출판인쇄업","0","","","0","0","0","사무실","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","출판사","04_17_01_P","3740000","CDFG1251002025000173","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 매탄동 **** 매탄 위브 하늘채 ***동 ****호","경기도 수원시 영통구 효원로 ***, ***동 ****호 (매탄동, 매탄 위브 하늘채)","16543","단단한숲","2025-12-31 18:07:59","I","2026-01-03 00:20:02","","203603.161205028","417765.005936104","출판사","출판인쇄업","0","","","0","0","0","아파트","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"3","출판사","04_17_01_P","3080000","CDFG1251002025000060","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 수유동 ***-*** 송림빌라","서울특별시 강북구 인수봉로**나길 **, ***호 (수유동, 송림빌라)","01020","나무요일","2025-12-31 17:54:37","I","2026-01-03 00:20:02","","200703.7820138","459929.572561401","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"4","출판사","04_17_01_P","3780000","CDFG1251002025000201","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 삼평동 *** 판교타워 ***호","경기도 성남시 분당구 판교역로***번길 **, 판교타워 ***호 (삼평동)","13524","재인북스","2025-12-31 09:38:48","I","2026-01-03 00:20:02","","209796.6963341","432857.5973726","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"5","출판사","04_17_01_P","3780000","CDFG1251002025000202","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 정자동 **-* ***호","경기도 성남시 분당구 성남대로***번길 **-*, *층 ***호 (정자동)","13558","유연하서재","2025-12-31 17:37:24","I","2026-01-03 00:20:02","","209414.542492441","429463.510792933","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"6","출판사","04_17_01_P","5690000","CDFG1251002025000094","2025-12-30","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 대평동 *** 해들마을*단지","세종특별자치시 대평로 **, ***동 ****호 (대평동, 해들마을*단지)","30153","마인드잇스튜디오","2025-12-30 14:34:21","I","2026-01-03 00:20:02","","225249.365054833","330129.16710604","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"7","출판사","04_17_01_P","5690000","CDFG1251002025000095","2025-12-30","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 어진동 *** 세종비지니스센터","세종특별자치시 가름로 ***, 세종비지니스센터 *층 에이***-A***호 (어진동)","30121","인사이트웍스 프레스 (InsightWorks Press)","2025-12-30 15:26:53","I","2026-01-03 00:20:02","","223663.463627093","332767.324869772","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"8","출판사","04_17_01_P","6510000","CDFG1251002025000097","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 도남동 *** 도남*차e편한세상아파트 ***동 ***호","제주특별자치도 제주시 오남로 *-**, ***동 ***호 (도남동, 도남*차e편한세상아파트)","63202","도서출판 청수","2025-12-31 10:12:19","I","2026-01-03 00:20:02","","155541.004880908","-66.2679800940924","출판사","출판인쇄업","0","주택가주변","","0","0","0","아파트","0","0","0","0","","","","","","","","","","","","0","","","","","","일반주거지역",
"9","출판사","04_17_01_P","5540000","CDFG1251002025000051","2025-12-30","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 곤지암읍 열미리 ***-**","경기도 광주시 곤지암읍 광여로***번길 **, *층","12717","라노바리움","2025-12-31 10:15:28","I","2026-01-03 00:20:02","","232669.218781487","428956.76855772","출판사","출판인쇄업","2","","","33","2","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"10","출판사","04_17_01_P","3320000","CDFG1251002025000018","2025-12-31","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 ****-* 협진태양아파트 ****호","부산광역시 북구 백양대로 ****, ****호 (구포동, 협진태양아파트)","46650","제이에스","2025-12-31 14:35:48","I","2026-01-03 00:20:02","","381617.539582972","190548.761316912","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
