"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"1","동물전시업","02_03_09_P","4860000","486000004720260001","2026-01-14","","01","영업/정상","0000","정상","","","","","07041244952","0","","전라남도 곡성군 오곡면 압록리 ***","전라남도 곡성군 오곡면 섬진강로 ****","57531","압록상상스쿨","2026-01-14 17:07:11","I","2026-01-16 00:20:02","","234124.457782458","188556.453235154","동물전시업","동물전시업","L00","0",
"2","동물전시업","02_03_09_P","3940000","395000004720250002","2025-12-31","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 덕양구 향동동 ***-*","경기도 고양시 덕양구 꽃내음*길 **, 지층 (향동동)","10545","다색, 냥","2026-01-02 09:06:40","I","2026-01-04 00:20:12","","190206.131820355","455111.810925248","동물전시업","동물전시업","L00","0",
"3","동물전시업","02_03_09_P","4191000","419100004720250001","2025-12-30","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 단구동 ****-* 광장빌딩","강원특별자치도 원주시 서원대로 ***, 광장빌딩 *층 ***호 (단구동)","26484","원주 고양이 카페 오묘","2025-12-31 15:01:58","I","2026-01-03 00:20:02","","284124.423574889","425753.203190806","동물전시업","동물전시업","000","0",
"4","동물전시업","02_03_09_P","3150000","315000004720260001","2026-01-06","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강서구 마곡동 ***-* 열린M타워Ⅱ","서울특별시 강서구 공항대로 ***, 열린M타워Ⅱ *층 ***호 (마곡동)","07805","부타캣 강서점","2026-01-06 10:23:06","I","2026-01-10 00:20:07","","185290.575517909","450703.353566001","동물전시업","동물전시업","000","0",
"5","동물전시업","02_03_09_P","4820000","482000004720230001","2023-04-10","","01","영업/정상","0000","정상","","","","","","0","","전라남도 순천시 장천동 **-**","전라남도 순천시 남문천변길 ** (장천동)","57956","주식회사 도시정원묘한세상","2026-01-13 10:33:07","U","2026-01-15 02:40:00","","244568.422643511","161630.982294777","동물전시업","동물전시업","000","0",
"6","동물전시업","02_03_09_P","5590000","559000004720180044","2018-10-22","","01","영업/정상","0000","정상","","","","","","0","","경기도 양주시 만송동 ***-*","경기도 양주시 고읍북로 ***-** (만송동)","11494","디어마이독","2022-04-28 18:09:20","D","2026-01-16 18:51:40","","207653.813614103","476780.891043945","동물전시업","동물전시업","000","0",
"7","동물전시업","02_03_09_P","3930000","393000004720180094","2018-10-01","","01","영업/정상","0000","정상","","","","","","0","","경기도 안산시 단원구 초지동 ***-* 국제프라자","경기도 안산시 단원구 광덕*로 **-**, 국제프라자 *층 (초지동)","15445","하비멍 루프탑","2026-01-12 16:28:35","U","2026-01-14 02:40:00","","183650.190000001","423080.265","동물전시업","동물전시업","000","0",
"8","동물전시업","02_03_09_P","3560000","356000004720220013","2022-03-21","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 서구 원당동 ****-* 새샘프라자","인천광역시 서구 이음*로 **, 새샘프라자 *층 ***,***호 (원당동)","22865","핀 독","2022-04-28 18:11:43","D","2026-01-16 18:51:40","","","","동물전시업","동물전시업","000","0",
"9","동물전시업","02_03_09_P","5670000","567000004720180017","2018-06-27","","02","휴업","0001","휴업","","2026-01-01","2028-12-31","","","0","","경상남도 창원시 의창구 북면 화천리 ***-*","경상남도 창원시 의창구 북면 구룡로 ***, *층","51110","댕댕이 애견카페","2026-01-06 13:50:23","U","2026-01-09 02:40:00","","345991.91481388","201243.711352911","동물전시업","동물전시업","000","0",
"10","동물전시업","02_03_09_P","4820000","482000004720200003","2020-01-31","","03","폐업","0002","폐업","2026-01-15","","","","061-723-1401","0","","전라남도 순천시 왕지동 ***-*","전라남도 순천시 왕지*길 **-*, *층 (왕지동)","57932","조물조물","2026-01-15 17:23:34","U","2026-01-17 02:40:00","","247936.78218273","163386.28010203","동물전시업","동물전시업","000","0",
"11","동물전시업","02_03_09_P","4530000","453000004720190007","2019-09-10","","03","폐업","0002","폐업","2026-01-14","","","","","0","","충청남도 서산시 갈산동 ***-**","충청남도 서산시 충의로 ***-* (갈산동)","31964","킹스독","2026-01-14 17:01:01","U","2026-01-16 02:40:00","","149453.45903562","365396.318708486","동물전시업","동물전시업","000","0",
"12","동물전시업","02_03_09_P","3200000","320000004720190005","2019-03-14","","03","폐업","0002","폐업","2026-01-07","","","","02-883-1143","0","","서울특별시 관악구 신림동 ****-** 지하*층","서울특별시 관악구 신원로 **-**, 지하*층 (신림동)","08776","퍼피앤커피","2026-01-07 17:16:16","U","2026-01-09 02:40:00","","193692.498645688","442144.735542492","동물전시업","동물전시업","000","0",
