"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","일반게임제공업","03_05_06_P","3620000","CDFF2241132020000004","2020-02-14","","03","폐업","03","폐업","2025-12-30","","","","","","","광주광역시 북구 용두동 283-22","광주광역시 북구 용두택지로 22, 2층 (용두동)","61023","양산성인게임랜드","2025-12-30 15:41:48","U","2026-01-03 02:40:00","","188646.202920786","190462.093644782","일반게임제공업","유통관련업","3","","삼대천2.0(40),현장법사2.0(30)","139.4","3","1","","","","","","","","","","","","","","","","","70","","청소년이용불가","","","","일반상업지역",
"2","일반게임제공업","03_05_06_P","4600000","CDFF2241132024000001","2024-04-25","2025-12-18","04","취소/말소/만료/정지/중지","30","허가취소","","","","","","","","충청남도 홍성군 홍성읍 월산리 847-8 1층","충청남도 홍성군 홍성읍 월산1길 46, 1층","32226","황금게임장","2025-12-30 11:07:30","U","2026-01-03 02:40:00","","168442.628131556","344306.149412618","일반게임제공업","유통관련업","0","","불타는 불새8, 수호지, 황궁성, 불용3","252.32","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","",
"3","일반게임제공업","03_05_06_P","3470000","CDFF2241132024000003","2024-04-29","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달서구 송현동 1919-5","대구광역시 달서구 월배로 341, 2층 (송현동)","42742","노다지 성인게임랜드","2025-12-31 15:45:37","U","2026-01-03 02:40:00","","339725.22312313","259530.942819033","일반게임제공업","유통관련업","5","","베스트넘버원 10개|레전드오브히어로포커 20개|태평양 20개|JAWS(죠스) 10개|三大天(삼대천)v2.0 10개|파이럿스토리2 v2.0 30개|불타는황금성1000 10개|로얄 고도리 3  1개|렛츠고 훌 3개","223.7","2","0","판매시설","0","0","0","0","","","","","","","","","","","","114","","청소년이용불가","","","","근린상업지역",
"4","일반게임제공업","03_05_06_P","4080000","CDFF2241132025000044","2025-10-23","","03","폐업","03","폐업","2025-12-29","","","","","","","경기도 안성시 대천동 145","경기도 안성시 중앙로371번길 14, 1층 (대천동)","17580","세븐게임장2","2025-12-30 11:15:21","U","2026-01-03 02:40:00","","223840.094899903","389668.741267291","일반게임제공업","유통관련업","5","기타","아케이드(뉴미스터손)","154.76","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","일반상업지역",
"5","일반게임제공업","03_05_06_P","4080000","CDFF2241132025000047","2025-11-25","","03","폐업","03","폐업","2025-12-29","","","","","","","경기도 안성시 인지동 384-2","경기도 안성시 장기로69번길 9-14, 1층 (인지동)","17592","안성게임장","2025-12-30 11:15:30","U","2026-01-03 02:40:00","","223938.501013096","389253.913390249","일반게임제공업","유통관련업","2","기타","아케이드(뉴미스터손)","145.89","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","근린상업지역",
"6","일반게임제공업","03_05_06_P","4080000","CDFF2241132025000032","2025-07-24","","03","폐업","03","폐업","2025-12-29","","","","","","","경기도 안성시 서인동 104","경기도 안성시 중앙로372번길 21, 2층 (서인동)","17581","한강게임장","2025-12-30 13:56:14","U","2026-01-03 02:40:00","","223778.63999912","389496.284218936","일반게임제공업","유통관련업","4","기타","아케이드(뉴미스터손)","270.17","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","120","","청소년이용불가","","","","일반상업지역",
"7","일반게임제공업","03_05_06_P","4810000","CDFF2241132024000005","2024-06-28","","04","취소/말소/만료/정지/중지","25","영업정지","","2025-12-31","2026-02-13","","","","","전라남도 여수시 교동 427","전라남도 여수시 통제영3길 3, 2층 (교동)","59736","오션게임장(일-129호)","2026-01-02 10:46:35","U","2026-01-04 02:40:00","","267114.656559604","138242.450029865","일반게임제공업","유통관련업","0","","드래곤콤보 10, 화룡천하 20, 황금의제국 20, 금맥 20","171.33","0","0","","0","0","0","0","","","","","","","","","","","","70","","청소년이용불가","","","","",
"8","일반게임제공업","03_05_06_P","4810000","CDFF2241132024000004","2024-06-03","","04","취소/말소/만료/정지/중지","25","영업정지","","2025-12-31","2026-02-13","","","","","전라남도 여수시 충무동 380","전라남도 여수시 진남로 20, 3층 (충무동)","59733","성인7오락실(일-128호)","2026-01-02 10:44:23","U","2026-01-04 02:40:00","","266782.535186957","138467.937099377","일반게임제공업","유통관련업","0","","황금의제국 19, 황금노다지 18, 불여우 19, 황금요정 19","120.98","0","0","","0","0","0","0","","","","","","","","","","","","75","","청소년이용불가","","","","",
"9","일반게임제공업","03_05_06_P","4810000","CDFF2241132024000001","2024-02-08","","04","취소/말소/만료/정지/중지","25","영업정지","","2025-12-31","2026-01-29","","","","","전라남도 여수시 교동 667-1","전라남도 여수시 충무오거리길 13-1, 2층 (교동)","59731","드림게임장(일-125호)","2026-01-02 10:47:37","U","2026-01-04 02:40:00","","266975.114064643","138401.461355123","일반게임제공업","유통관련업","0","기타","현장법사2.0 30, 더유 20, 천해 20","231.96","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","70","","청소년이용불가","","","","일반상업지역",
"10","일반게임제공업","03_05_06_P","3240000","CDFF2241132013000013","2013-12-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 성내동 9-5","서울특별시 강동구 천호대로 1032 (성내동)","05379","호박게임랜드","2026-01-02 17:55:51","U","2026-01-04 02:40:00","","211113.100740484","448345.118454948","일반게임제공업","유통관련업","0","","자뻑 플러스 포카 30,슈퍼회오리 50","176.27","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","",
