"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"1","가축인공수정소","02_04_02_P","5530000","553000000319830006","1983-10-15","","03","폐업","0002","폐업","1994-01-07","","","","","0","","경기도 화성시 만세구 남양읍 남양리 537","","","소망가축병원 인공수정소","2003-11-14 09:37:58","I","2026-02-04 01:35:23","","183376.640951728","411844.755221029","가축인공수정소","","0","000","0",
"2","가축인공수정소","02_04_02_P","5530000","553000000319950001","1995-04-13","","03","폐업","0002","폐업","2020-10-06","","","","","0","","경기도 화성시 만세구 남양읍 남양리 404-1","","","현대가축 인공수정소","2020-10-10 12:12:51","I","2026-02-04 01:35:23","","182164.525753163","411158.674151766","가축인공수정소","","0","000","0",
"3","가축인공수정소","02_04_02_P","5530000","553000000319950002","1995-07-11","","03","폐업","0002","폐업","2001-03-06","","","","","0","","경기도 화성시 만세구 남양읍 남양리 541","","","동성가축 인공수정소","2003-11-14 12:54:00","I","2026-02-04 01:35:23","","183403.617287318","411866.739024336","가축인공수정소","","0","000","0",
"4","가축인공수정소","02_04_02_P","5530000","553000000319960002","1996-11-01","","03","폐업","0002","폐업","2003-11-12","","","","","0","","경기도 화성시 만세구 남양읍 남양리 559-7","","","연합동물병원부설 가축인공수정소","2003-11-14 14:06:02","I","2026-02-04 01:35:23","","183388.65673963","411901.526413171","가축인공수정소","","0","000","0",
"5","가축인공수정소","02_04_02_P","5530000","553000000319840004","1984-02-28","","03","폐업","0002","폐업","2003-12-05","","","","","0","","경기도 화성시 만세구 남양읍 남양리 1237","","","수원지구축협 남양가축인공수정소","2003-12-05 13:03:28","I","2026-02-04 01:35:23","","183760.779242098","412005.243931415","가축인공수정소","","0","000","0",
"6","가축인공수정소","02_04_02_P","5530000","553000000319850005","1985-08-31","","03","폐업","0002","폐업","2003-11-12","","","","","0","","경기도 화성시 만세구 남양읍 무송리 517","","","무송가축 인공수정소","2003-11-14 14:01:27","I","2026-02-04 01:35:23","","186251.193419232","408459.186411313","가축인공수정소","","0","000","0",
"7","가축인공수정소","02_04_02_P","4610000","461000000320190001","2019-03-15","","01","영업/정상","0000","정상","","","","","","80","","충청남도 예산군 봉산면 하평리 177-5","충청남도 예산군 봉산면 당곡옥전길 105-11","32405","다산 가축 인공수정소","2026-02-02 10:28:17","U","2026-02-04 02:40:00","","170172.574797927","357651.191083985","가축인공수정소","","0","000","0",
"8","가축인공수정소","02_04_02_P","4610000","461000000320050002","2005-09-29","","01","영업/정상","0000","정상","","","","","","0","","충청남도 예산군 대흥면 손지리 77","","","연암 가축인공수정소","2026-02-02 10:26:50","U","2026-02-04 02:40:00","","184428.03274406","351608.413474356","가축인공수정소","","0","000","0",
"9","가축인공수정소","02_04_02_P","4610000","461000000320090001","2009-02-26","","01","영업/정상","0000","정상","","","","","","0","","충청남도 예산군 삽교읍 이리 584","충청남도 예산군 삽교읍 이리길 78","","대원가축인공수정소","2026-02-02 10:25:38","U","2026-02-04 02:40:00","","173105.274713488","352363.670545915","가축인공수정소","","0","000","0",
"10","가축인공수정소","02_04_02_P","4610000","461000000319820001","1982-08-27","","01","영업/정상","0000","정상","","","","","","0","","충청남도 예산군 신양면 신양리 326-1","","","예산한우인공수정소","2026-02-02 10:26:24","U","2026-02-04 02:40:00","","188269.450155593","344760.977052528","가축인공수정소","","0","000","0",
"11","가축인공수정소","02_04_02_P","4610000","461000000319870001","1987-02-27","","01","영업/정상","0000","정상","","","","","","0","","충청남도 예산군 고덕면 대천리 656-3","충청남도 예산군 고덕면 고덕중앙로 90","32403","장가축인공수정소","2026-02-02 10:31:18","U","2026-02-04 02:40:00","","173485.472568584","360723.592761377","가축인공수정소","","0","000","0",
"12","가축인공수정소","02_04_02_P","4610000","461000000319910001","1991-04-24","","01","영업/정상","0000","정상","","","","","","0","","충청남도 예산군 오가면 원천리 52-1 2통","","","원천","2026-02-02 10:31:44","U","2026-02-04 02:40:00","","","","가축인공수정소","","0","000","0",
