"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","테마파크업(기타)","03_07_08_P","4430000","CDFI5272002026000001","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","충청북도 옥천군 이원면 이원리 564-1","","","더블에스 기획사","2026-04-01 14:00:51","I","2026-04-03 00:20:02","","256590.8621908","305346.630017344","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"2","테마파크업(기타)","03_07_08_P","3340000","CDFI5272002019000005","2019-06-14","","03","폐업","03","폐업","2026-03-31","","","","051-266-2999","","","부산광역시 사하구 다대동 309-2 현대빌딩","부산광역시 사하구 다대로 483, 현대빌딩 6층 (다대동)","49520","큐리키즈카페","2026-04-01 10:59:52","U","2026-04-03 02:40:00","","380218.998121817","175382.738615908","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"3","테마파크업(기타)","03_07_08_P","5080000","CDFI5272002019000007","2019-07-22","","01","영업/정상","13","영업중","","","","","054-465-0150","","","경상북도 구미시 광평동 792-21 홈플러스 구미광평점","경상북도 구미시 구미대로 174, 홈플러스 구미광평점 지하1층 (광평동)","39347","(주)바운스 트램폴린파크 구미홈플러스센터","2026-04-01 17:32:37","U","2026-04-03 02:40:00","","322735.286027559","290001.107358242","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"4","테마파크업(기타)","03_07_08_P","5080000","CDFI5272002019000010","2019-12-11","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 산동읍 신당리 1395","경상북도 구미시 산동읍 신당4로 115, 8층 801~806호","39164","킨더그라운드","2026-04-01 16:47:09","U","2026-04-03 02:40:00","","328492.51216324","295910.904874319","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","2종 3대","2","","","","","","","0","","","","0",
"5","테마파크업(기타)","03_07_08_P","5670000","CDFI5272002014000010","2014-12-12","","01","영업/정상","13","영업중","","","","","055-299-2629","","641-862","경상남도 창원시 의창구 동읍 월잠리 95","경상남도 창원시 의창구 동읍 주남로184번길 6","51116","오네또해피랜드","2026-04-01 13:54:45","U","2026-04-03 02:40:00","","353356.649018302","202168.598666406","신고테마파크업","","생산녹지지역","2","기타","","","근린생활시설","2","0","0","0","","","0","0","","0","0","","0","276","","0","","","","","","","0","","","","276",
"6","테마파크업(기타)","03_07_08_P","3900000","CDFI5272002021000002","2021-11-25","","01","영업/정상","13","영업중","","","","","02-6226-2291","","","경기도 광명시 일직동 500 이케아광명점,롯데아울렛","경기도 광명시 일직로 17, 이케아광명점,롯데아울렛 1,2층 (일직동)","14352","캘리클럽X태그액션 더익스트림 롯데몰 광명","2026-04-01 13:15:16","U","2026-04-03 02:40:00","","189614.445095321","435789.264012576","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","722.3","","0","","","","","","","0","","","","722",
"7","테마파크업(기타)","03_07_08_P","5350000","CDFI5272002025000003","2025-10-21","","01","영업/정상","13","영업중","","","","","","","","경상남도 김해시 주촌면 천곡리 1554-3","경상남도 김해시 주촌면 선천남로 36, 2층","51025","제니스키즈카페","2026-04-01 11:29:27","U","2026-04-03 02:40:00","","367394.099204081","194187.135151568","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"8","테마파크업(기타)","03_07_08_P","5200000","CDFI5272002025000001","2025-08-05","","01","영업/정상","13","영업중","","","","","054-950-7180","","","경상북도 고령군 대가야읍 고아리 658","경상북도 고령군 대가야읍 신남로 81, 대가야생활촌","40140","대가야생활촌","2026-04-01 13:50:41","U","2026-04-03 02:40:00","","314724.577557","246625.719333997","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","3","","","","","","","0","","","","0",
"9","테마파크업(기타)","03_07_08_P","5020000","CDFI5272002021000001","2021-04-09","","01","영업/정상","13","영업중","","","","","054-291-9577","","","경상북도 포항시 남구 오천읍 원리 1085","경상북도 포항시 남구 오천읍 원동로 109, 4층","37881","(주)빅랜드","2026-04-01 13:53:45","U","2026-04-03 02:40:00","","416600.564414252","277397.828329013","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","Y","","","","","","0","","","","0",
"10","테마파크업(기타)","03_07_08_P","5080000","CDFI5272002021000002","2021-04-13","","01","영업/정상","13","영업중","","","","","054-473-1003","","","경상북도 구미시 산동읍 신당리 1438 탑 스퀘어","경상북도 구미시 산동읍 신당1로 30, 탑 스퀘어 5층","39464","영프레리키즈카페","2026-04-01 17:00:39","U","2026-04-03 02:40:00","","328771.167769548","295808.435917223","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","3종 5대(붕붕뜀틀, 유아용붕붕뜀틀, 회전형라이더(미니회전목마, 회전관람차, 회전컵)","0","","","","","","","0","","","","0",
"11","테마파크업(기타)","03_07_08_P","5080000","CDFI5272002025000001","2025-03-20","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 형곡동 235-3","경상북도 구미시 형곡로27길 13, 1층 (형곡동)","39311","해피 키즈 플레이룸","2026-04-01 17:08:26","U","2026-04-03 02:40:00","","319988.525808856","290617.583852155","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"12","테마파크업(기타)","03_07_08_P","5080000","CDFI5272002025000002","2025-05-01","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 도량동 394","경상북도 구미시 송선로 514 (도량동)","39215","몽돌키즈랜드","2026-04-01 17:20:07","U","2026-04-03 02:40:00","","318977.425021286","293257.386864542","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","3","","","","","","","0","","","","0",
"13","테마파크업(기타)","03_07_08_P","5080000","CDFI5272002021000001","2021-01-20","","01","영업/정상","13","영업중","","","","","054-471-0642","","","경상북도 구미시 옥계동 834-2","경상북도 구미시 옥계북로 40, 801호 (옥계동)","39185","킹콩점프 옥계점","2026-04-01 16:57:04","U","2026-04-03 02:40:00","","327905.247056587","293989.595962211","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","3종 3대","0","","","","","","","0","","","","0",
"14","테마파크업(기타)","03_07_08_P","5080000","CDFI5272002023000002","2023-11-27","","01","영업/정상","13","영업중","","","","","054-604-8200","","","경상북도 구미시 구평동 451-7","경상북도 구미시 인동38길 15-14, 5층 (구평동)","39449","하이방방고 구미","2026-04-01 17:06:28","U","2026-04-03 02:40:00","","329040.163349246","288944.605359153","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","붕붕뜀틀 2종","0","","","","","","","0","","","","0",
"15","테마파크업(기타)","03_07_08_P","3720000","CDFI5272002019000001","2019-01-29","","03","폐업","03","폐업","2026-04-01","","","","052-286-5950","","","울산광역시 북구 신천동 583 301호","울산광역시 북구 신천로 55-22, 신천수테라스타운 301호 (신천동)","44218","모넬로 신천점","2026-04-02 11:39:06","U","2026-04-04 02:40:00","","412628.895939062","240779.098749676","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","323.47","","0","","","","","","","0","","","","323",
