번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,Unnamed: 59,record_key
140,출판사,04_17_01_P,4641000,CDFG1251002026000023,2026-03-05,,1,영업/정상,13,영업중,,,,,063-225-1400,,,전북특별자치도 전주시 덕진구 송천동*가 ***-**,"전북특별자치도 전주시 덕진구 솔내로 ***, *층 (송천동*가)",54819,리마인드북,2026-03-05 11:07:24,I,2026-03-07 00:20:02,,211443.30667651,262997.226936868,출판사,출판인쇄업,0.0,,,153.82,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,리마인드북_전북특별자치도전주시덕진구송천동*가***-**
152,출판사,04_17_01_P,3330000,CDFG1251002026000019,2026-03-05,,1,영업/정상,13,영업중,,,,,,,,부산광역시 해운대구 반송동 *** 삼한그린맨션,"부산광역시 해운대구 반송로***번길 **, *동 ***호 (반송동, 삼한그린맨션)",48000,유익출판,2026-03-05 09:04:39,I,2026-03-07 00:20:02,,395713.812328948,194885.131316765,출판사,출판인쇄업,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,유익출판_부산광역시해운대구반송동***삼한그린맨션
130,출판사,04_17_01_P,3180000,CDFG1251002026000030,2026-03-05,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 양평동*가 **-* 양평동 오피스텔,"서울특별시 영등포구 선유서로**길 **, 양평동 오피스텔 ***-비***호 (양평동*가)",07278,학구재학당,2026-03-05 10:15:06,I,2026-03-07 00:20:02,,189664.262881986,446728.42373327,출판사,출판인쇄업,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,학구재학당_서울특별시영등포구양평동*가**-*양평동오피스텔
131,출판사,04_17_01_P,3180000,CDFG1251002026000031,2026-03-05,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 문래동*가 ** 리버뷰 신안인스빌,"서울특별시 영등포구 도림로***길 **, ***동 ***호 (문래동*가, 리버뷰 신안인스빌)",07287,제이미북스,2026-03-05 10:16:27,I,2026-03-07 00:20:02,,190231.996111441,445676.926999553,출판사,출판인쇄업,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,제이미북스_서울특별시영등포구문래동*가**리버뷰신안인스빌
132,출판사,04_17_01_P,3120000,CDFG1251002026000028,2026-03-05,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서대문구 연희동 ***-**,서울특별시 서대문구 연희로**마길 **-* (연희동),03704,라쿤,2026-03-05 17:21:42,I,2026-03-07 00:20:02,,193343.89578848,451890.851706439,출판사,출판인쇄업,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,라쿤_서울특별시서대문구연희동***-**
133,출판사,04_17_01_P,3970000,CDFG1251002026000007,2026-03-05,,1,영업/정상,13,영업중,,,,,,,,경기도 과천시 별양동 *-** 과천오피스텔 A-*호,"경기도 과천시 별양상가*로 **, 과천오피스텔 *층 A-*호 (별양동)",13837,유니파이출판,2026-03-05 17:53:11,I,2026-03-07 00:20:02,,199265.634248341,436156.254249162,출판사,출판인쇄업,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,유니파이출판_경기도과천시별양동*-**과천오피스텔A-*호
135,출판사,04_17_01_P,3940000,CDFG1251002026000079,2026-03-05,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산동구 백석동 ****-*,"경기도 고양시 일산동구 백석로***번길 *-**, ***호 (백석동)",10445,럭키비바,2026-03-05 09:45:33,I,2026-03-07 00:20:02,,181257.948603136,460699.545280213,출판사,출판인쇄업,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,럭키비바_경기도고양시일산동구백석동****-*
136,출판사,04_17_01_P,3940000,CDFG1251002026000080,2026-03-05,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 덕양구 덕은동 ***-* 덕은DMC 아이에스비즈타워 센트럴 *차,"경기도 고양시 덕양구 청초로 **, 덕은DMC 아이에스비즈타워 센트럴 *차 B동 ****호 (덕은동)",10542,투엠사운드앤믹스,2026-03-05 14:14:01,I,2026-03-07 00:20:02,,,,출판사,출판인쇄업,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,투엠사운드앤믹스_경기도고양시덕양구덕은동***-*덕은DMC아이에스비즈타워센트럴*차
138,출판사,04_17_01_P,3630000,CDFG1251002026000010,2026-03-05,,1,영업/정상,13,영업중,,,,,,,,광주광역시 광산구 신창동 **** 신창*차부영아파트 ***동 ****호,"광주광역시 광산구 신창로**번길 **, ***동 ****호 (신창동, 신창*차부영아파트)",62250,아카이브 별,2026-03-05 18:01:51,I,2026-03-07 00:20:02,,184791.83268191,188133.460094803,출판사,출판인쇄업,0.0,,,84.78,0.0,0.0,연립주택,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,아카이브별_광주광역시광산구신창동****신창*차부영아파트***동****호
139,출판사,04_17_01_P,4731000,CDFG1251002026000001,2026-03-05,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 진안군 성수면 좌산리 ***-*,전북특별자치도 진안군 성수면 원좌산*길 **,55460,단야담아책,2026-03-05 18:00:21,I,2026-03-07 00:20:02,,227558.953639089,243095.435310707,출판사,출판인쇄업,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,단야담아책_전북특별자치도진안군성수면좌산리***-*
