"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","영화상영관","03_13_02_P","3250000","CDFF4220002000000001","2000-05-16","","03","폐업","03","폐업","2026-03-30","","","","241-1202","","","부산광역시 중구 남포동5가 24-1","부산광역시 중구 비프광장로 28 (남포동5가)","48953","메가박스 부산극장 7관","2026-04-01 18:03:18","U","2026-04-03 02:40:00","","384871.0192493","179600.395082956","영화상영관","영화상영관","0","","","0","5","1","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20000516","",
"2","영화상영관","03_13_02_P","3250000","CDFF4220002000000002","2000-05-16","","03","폐업","03","폐업","2026-03-30","","","","241-1202","","","부산광역시 중구 남포동5가 24-1","부산광역시 중구 비프광장로 28 (남포동5가)","48953","메가박스 부산극장TABLE관","2026-04-01 18:04:12","U","2026-04-03 02:40:00","","384871.0192493","179600.395082956","영화상영관","영화상영관","0","","","0","5","1","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20000516","",
"3","영화상영관","03_13_02_P","3250000","CDFF4220002000000003","2000-05-16","","03","폐업","03","폐업","2026-03-30","","","","241-1202","","","부산광역시 중구 남포동5가 24-1","부산광역시 중구 비프광장로 28 (남포동5가)","48953","메가박스 부산극장 6관","2026-04-01 18:02:58","U","2026-04-03 02:40:00","","384871.0192493","179600.395082956","영화상영관","영화상영관","0","","","0","5","1","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20000516","",
"4","영화상영관","03_13_02_P","3250000","CDFF4220002000000004","2000-05-16","","03","폐업","03","폐업","2026-03-30","","","","241-1202","","","부산광역시 중구 남포동5가 24-1","부산광역시 중구 비프광장로 28 (남포동5가)","48953","메가박스 부산극장 8관","2026-04-01 18:03:44","U","2026-04-03 02:40:00","","384871.0192493","179600.395082956","영화상영관","영화상영관","0","","","0","5","1","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000516","",
"5","영화상영관","03_13_02_P","3250000","CDFF4220002000000005","2000-05-16","","03","폐업","03","폐업","2026-03-30","","","","241-1202","","","부산광역시 중구 남포동5가 24-1","부산광역시 중구 비프광장로 28 (남포동5가)","48953","메가박스 부산극장 5관","2026-04-01 18:02:06","U","2026-04-03 02:40:00","","384871.0192493","179600.395082956","영화상영관","영화상영관","0","","","0","5","1","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20000516","",
"6","영화상영관","03_13_02_P","3940000","CDFF4220002020000001","2020-03-25","","01","영업/정상","13","영업중","","","","","031-979-5943","","","경기도 고양시 덕양구 행신동 762-2 로터스플레이스 5,6층","경기도 고양시 덕양구 충장로 8, 로터스플레이스 5,6층 (행신동)","10526","씨지브이(주) 고양행신 제1관","2026-04-02 11:34:36","U","2026-04-04 02:40:00","","185318.55750029","456821.669494467","영화상영관","","14","","","0","11","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20200325","",
"7","영화상영관","03_13_02_P","3940000","CDFF4220002020000002","2020-03-25","","01","영업/정상","13","영업중","","","","","031-979-5943","","","경기도 고양시 덕양구 행신동 762-2 로터스플레이스 5,6층","경기도 고양시 덕양구 충장로 8, 로터스플레이스 5,6층 (행신동)","10526","씨지브이(주) 고양행신 제2관","2026-04-02 11:34:36","U","2026-04-04 02:40:00","","185318.55750029","456821.669494467","영화상영관","","14","","","0","11","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20200325","",
"8","영화상영관","03_13_02_P","3940000","CDFF4220002020000003","2020-03-25","","01","영업/정상","13","영업중","","","","","031-979-5943","","","경기도 고양시 덕양구 행신동 762-2 로터스플레이스 5,6층","경기도 고양시 덕양구 충장로 8, 로터스플레이스 5,6층 (행신동)","10526","씨지브이(주) 고양행신 제3관","2026-04-02 11:34:36","U","2026-04-04 02:40:00","","185318.55750029","456821.669494467","영화상영관","","14","","","0","11","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20200325","",
"9","영화상영관","03_13_02_P","3940000","CDFF4220002020000004","2020-03-25","","01","영업/정상","13","영업중","","","","","031-979-5943","","","경기도 고양시 덕양구 행신동 762-2 로터스플레이스 5,6층","경기도 고양시 덕양구 충장로 8, 로터스플레이스 5,6층 (행신동)","10526","씨지브이(주) 고양행신 제4관","2026-04-02 11:34:36","U","2026-04-04 02:40:00","","185318.55750029","456821.669494467","영화상영관","","14","","","0","11","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20200325","",
"10","영화상영관","03_13_02_P","3940000","CDFF4220002020000005","2020-03-25","","01","영업/정상","13","영업중","","","","","031-979-5943","","","경기도 고양시 덕양구 행신동 762-2 로터스플레이스 5,6층","경기도 고양시 덕양구 충장로 8, 로터스플레이스 5,6층 (행신동)","10526","씨지브이(주) 고양행신 제5관","2026-04-02 11:34:36","U","2026-04-04 02:40:00","","185318.55750029","456821.669494467","영화상영관","","14","","","0","11","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20200325","",
