번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,Unnamed: 59,record_key
324,비디오물제작업,03_10_05_P,5530000,CDFF1241072026000007,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 효행구 봉담읍 수영리 ***,"경기도 화성시 효행구 봉담읍 상리*길 ***, ***동 ***호",18305.0,이클립스(LeeClips),2026-02-26 11:39:50,I,2026-02-28 00:20:02,,195602.680737957,414125.326404118,비디오물제작업,,0.0,,영상 콘텐츠,16.13,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,이클립스(LeeClips)_경기도화성시효행구봉담읍수영리***
326,비디오물제작업,03_10_05_P,3220000,CDFF1241072026000043,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 대치동 ***-**,"서울특별시 강남구 테헤란로**길 **, ****호 (대치동)",6178.0,주식회사 플레스,2026-02-26 14:36:09,I,2026-02-28 00:20:02,,205079.418138107,444869.834721154,비디오물제작업,,0.0,,"광고영상, 영화 및 비디오물 영상",3.3,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,주식회사플레스_서울특별시강남구대치동***-**
327,비디오물제작업,03_10_05_P,3990000,CDFF1241072026000008,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,경기도 남양주시 별내동 ****-*,"경기도 남양주시 별내중앙로 **, 진영엔타워 **층 ****-C**호 (별내동)",12113.0,퍼니티브컴퍼니,2026-02-26 16:42:45,I,2026-02-28 00:20:02,,211047.581577928,460377.706809703,비디오물제작업,,0.0,,영상 및 비디오물,3.3,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,퍼니티브컴퍼니_경기도남양주시별내동****-*
328,비디오물제작업,03_10_05_P,3010000,CDFF1241072026000005,2026-02-26,,1,영업/정상,13,영업중,,,,,02-318-3662,,,서울특별시 중구 서소문동 **,"서울특별시 중구 서소문로 ***, *층 (서소문동)",4515.0,(주)플랜씨커뮤니케이션,2026-02-26 13:59:44,I,2026-02-28 00:20:02,,197755.195576878,451281.493188414,비디오물제작업,,0.0,,비디오물,135.83,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,(주)플랜씨커뮤니케이션_서울특별시중구서소문동**
325,비디오물제작업,03_10_05_P,3220000,CDFF1241072026000042,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 역삼동 ***-**,"서울특별시 강남구 테헤란로 ***, *층 (역삼동)",6132.0,주식회사 시월기획,2026-02-25 14:44:14,I,2026-02-28 00:20:02,,202997.038890849,444258.742826799,비디오물제작업,,0.0,,영상제작,390.17,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,주식회사시월기획_서울특별시강남구역삼동***-**
331,비디오물제작업,03_10_05_P,3190000,CDFF1241072026000005,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,서울특별시 동작구 사당동 ***-**,서울특별시 동작구 사당로**다길 *-* (사당동),7018.0,디케이필름,2026-02-25 14:49:30,I,2026-02-28 00:20:02,,197238.478590733,442090.939980251,비디오물제작업,,0.0,,비디오물,149.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,디케이필름_서울특별시동작구사당동***-**
316,비디오물제작업,03_10_05_P,3290000,CDFF1241072026000001,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,부산광역시 부산진구 부전동 ***-**,"부산광역시 부산진구 부전로 **, 미래빌딩 *층 *호 (부전동)",47258.0,(주)유니메이커,2026-02-25 09:43:11,I,2026-02-27 00:20:02,,387128.804150802,186352.847030423,비디오물제작업,,0.0,,비디오물,3.6,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,(주)유니메이커_부산광역시부산진구부전동***-**
314,비디오물제작업,03_10_05_P,3940000,CDFF1241072026000025,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산서구 일산동 **** 후곡마을**단지아파트,"경기도 고양시 일산서구 강선로 ***, ****동 ***호 (일산동, 후곡마을**단지아파트)",10356.0,퍼니 프레임(Funny Frame),2026-02-25 16:39:21,I,2026-02-27 00:20:02,,179792.196329452,463890.704315954,비디오물제작업,,0.0,,애니메이션 영상 디자인,101.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,퍼니프레임(FunnyFrame)_경기도고양시일산서구일산동****후곡마을**단지아파트
313,비디오물제작업,03_10_05_P,3940000,CDFF1241072026000024,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산동구 장항동 *** 센트럴프라자,"경기도 고양시 일산동구 정발산로 **-**, 센트럴프라자 ***호 (장항동)",10402.0,엠컴퍼니,2026-02-25 14:21:18,I,2026-02-27 00:20:02,,179935.267998763,461800.124782342,비디오물제작업,,0.0,,"영상제작, 광고대행",10.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,엠컴퍼니_경기도고양시일산동구장항동***센트럴프라자
309,비디오물제작업,03_10_05_P,3330000,CDFF1241072026000004,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,부산광역시 해운대구 반여동 ****-***,"부산광역시 해운대구 재반로***번길 *-**, *층 (반여동)",48030.0,비전웍스(Vision Works),2026-02-25 13:43:46,I,2026-02-27 00:20:02,,394022.436392676,190405.037764291,비디오물제작업,,0.0,,일반 비디오물,44.15,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,비전웍스(VisionWorks)_부산광역시해운대구반여동****-***
