"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","일반게임제공업","03_05_06_P","4540000","CDFF2241132020000002","2020-06-17","","01","영업/정상","13","영업중","","","","","","","","충청남도 논산시 화지동 64-1 2층","충청남도 논산시 중앙로480번길 19, 2층 (화지동)","32966","대원게임장","2026-03-02 17:22:43","U","2026-03-04 02:40:00","","207632.541620467","300680.707235227","일반게임제공업","유통관련업","4","","수호지 30대","140.64","4","0","근린생활시설","0","0","0","0","","","","","","","","","","","","70","","청소년이용불가","","","","일반상업지역",
"2","일반게임제공업","03_05_06_P","3930000","CDFF2241132026000001","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 상록구 월피동 445-19","경기도 안산시 상록구 예술광장1로 48, 5층 4호 (월피동)","15288","365게임장","2026-03-03 14:42:32","I","2026-03-05 00:20:02","","186392.305759595","425253.453458867","일반게임제공업","유통관련업","0","","","101.49","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","",
"3","일반게임제공업","03_05_06_P","4840000","CDFF2241132026000001","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","전라남도 광양시 중동 1408-2","전라남도 광양시 중마용소7길 5 (중동)","57783","행운게임랜드","2026-03-03 16:23:29","I","2026-03-05 00:20:02","","262746.223476589","160725.163577236","일반게임제공업","유통관련업","0","","손오공전 20, 파워불새 60","152.22","1","0","판매시설","0","0","0","0","","","","","","","","","","","","80","","청소년이용불가","","","","",
"4","일반게임제공업","03_05_06_P","3710000","CDFF2241132026000001","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","울산광역시 동구 일산동 464-5","울산광역시 동구 방어진순환도로 695, 2층 (일산동)","44053","매니아 게임랜드","2026-03-03 17:07:45","I","2026-03-05 00:20:02","","420335.106490176","225397.837503202","일반게임제공업","유통관련업","5","","양산박v2 10, 우주전함v2 10, 사무라이시2 20, 우주전함 20, 삼국지v2 20","283.28","2","0","판매시설","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","상업지역",
"5","일반게임제공업","03_05_06_P","3630000","CDFF2241132026000002","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","광주광역시 광산구 하남동 1280","광주광역시 광산구 하남울로12번하길 18, 1층 (하남동)","62232","필승성인게임랜드","2026-03-03 09:46:14","I","2026-03-05 00:20:02","","182019.650151925","186833.11216058","일반게임제공업","유통관련업","0","","띵호와, 라이온킹, 강태공","150","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","",
"6","일반게임제공업","03_05_06_P","6520000","CDFF2241132012000007","2012-10-26","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 서귀동 272-34","제주특별자치도 서귀포시 중정로91번길 13 (서귀동)","63591","팡팡게임랜드","2026-03-03 09:34:42","U","2026-03-05 02:40:00","","159387.36143936","-27329.9237219863","일반게임제공업","유통관련업","9","유흥업소밀집지역","","242","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","80","","청소년이용불가","","","","일반상업지역",
"7","일반게임제공업","03_05_06_P","5080000","CDFF2241132026000002","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 봉곡동 404-3","경상북도 구미시 봉곡남로14길 9-6, 1층 (봉곡동)","39210","누리게임랜드","2026-03-04 09:02:07","I","2026-03-06 00:20:02","","318051.697803247","294986.331","일반게임제공업","유통관련업","0","","파이럿스토리2 20, 양산박2.0 20, 삼국지2.0 30, 사파리포커 20","145.06","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","",
"8","일반게임제공업","03_05_06_P","4800000","CDFF2241132023000014","2023-09-08","","01","영업/정상","13","영업중","","","","","","","","전라남도 목포시 상동 1012-4 현대빌딩","전라남도 목포시 하당남부로51번길 19, 현대빌딩 4층 (상동)","58688","씨월드게임랜드","2026-03-04 15:26:16","U","2026-03-06 02:40:00","","147644.666673514","144895.123480618","일반게임제공업","유통관련업","6","","슈퍼개구 40대, 황궁성Poker 40대","210","4","0","판매시설","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","중심상업지역",
"9","일반게임제공업","03_05_06_P","5690000","CDFF2241132014000003","2014-07-30","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 조치원읍 원리 10-10","세종특별자치시 조치원읍 으뜸길 230, 2층","30023","대박 게임랜드","2026-03-04 14:40:29","U","2026-03-06 02:40:00","","226496.059859288","344555.582427584","일반게임제공업","유통관련업","4","","용마니(50)","112.32","3","1","","0","0","0","0","","","","","","","","","","","","60","","청소년이용불가","","","","일반상업지역",
"10","일반게임제공업","03_05_06_P","5020000","CDFF2241132025000002","2025-01-20","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 대도동 121-4","경상북도 포항시 남구 포스코대로 383, 1층 (대도동)","37817","오광장 게임랜드","2026-03-04 14:53:01","U","2026-03-06 02:40:00","","413146.088522878","282093.093167851","일반게임제공업","유통관련업","0","","빅토리아마스터,신천일야화,영웅천하포커","174.88","1","0","판매시설","0","0","0","0","","","","","","","","","","","","50","","청소년이용불가","","","","일반상업지역",
"11","일반게임제공업","03_05_06_P","3150000","CDFF2241132026000001","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 927-1 웰라이빌아파트 101호","서울특별시 강서구 강서로5나길 104, 101호 (화곡동, 웰라이빌아파트)","07776","행운게임장","2026-03-05 17:06:55","I","2026-03-07 00:20:02","","186029.723926037","447381.645907113","일반게임제공업","유통관련업","0","","","122.45","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"12","일반게임제공업","03_05_06_P","3650000","CDFF2241132026000001","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 대흥동 125-6","대전광역시 중구 대흥로165번길 27, 1층 (대흥동)","34925","행운게임장","2026-03-05 08:53:25","I","2026-03-07 00:20:02","","238477.245287932","314006.423194594","일반게임제공업","유통관련업","0","","불타는 불새(100대) 로얄고도리(5대)","185","0","0","","0","0","0","0","","","","","","","","","","","","0","","청소년이용불가","","","","",
