"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","일반테마파크업","03_07_09_P","3910000","CDFI5271002012000001","2012-12-18","","01","영업/정상","13","영업중","","","","","031-610-4417","","","경기도 평택시 진위면 봉남리 432","경기도 평택시 진위면 진위서로 264-15","17714","진위천유원지","2026-03-03 10:09:58","U","2026-03-05 02:40:00","","207629.69589382","399599.029563384","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","23253","안전검사대상 유기기구 1종 안전성검사:26.2.23.","0","Y","","Y","Y","","","0","","","","23253",
"2","일반테마파크업","03_07_09_P","4641000","CDFI5271002019000001","2019-01-02","","01","영업/정상","13","영업중","","","","","0632737788","","","전북특별자치도 전주시 덕진구 우아동1가 944-1 아중역","전북특별자치도 전주시 덕진구 동부대로 420, 아중역 (우아동1가)","55026","전주한옥레일바이크(주)","2026-03-04 17:58:53","U","2026-03-06 02:40:00","","215832.241550964","258844.706048627","허가테마파크업","","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","35488","1종(레일바이크)","0","","","","","","","0","","","","35488",
"3","일반테마파크업","03_07_09_P","4721000","CDFI5271002026000001","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 완주군 삼례읍 삼례리 898-1 삼례농협 공영주차장","전북특별자치도 완주군 삼례읍 동학로 42, 삼례농협 공영주차장","55342","빅토리랜드","2026-03-05 17:26:58","I","2026-03-07 00:20:02","","206671.811543571","267925.101984139","허가테마파크업","","일반상업지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","Y","Y","","","0","","","","0",
"4","일반테마파크업","03_07_09_P","4520000","CDFI5271002015000001","2015-01-20","","01","영업/정상","13","영업중","","","","","","","336-818","충청남도 아산시 온천동 207-16","충청남도 아산시 온양역길 48 (온천동)","31566","스타디스코팡팡","2026-03-05 09:14:04","U","2026-03-07 02:40:00","","199837.079112058","364404.614800209","허가테마파크업","","상업지역","3","주택가주변","","","유기장","3","0","0","0","","","0","0","","0","0","","0","107.39","타가다디스코 1개","0","","","","","","","0","","","","107",
"5","일반테마파크업","03_07_09_P","6510000","CDFI5271002009000001","2009-11-23","","01","영업/정상","13","영업중","","","","","064-786-8255","","695-794","제주특별자치도 제주시 애월읍 유수암리 1206 한국마사회제주경마본부","제주특별자치도 제주시 애월읍 평화로 2144 (한국마사회제주경마본부)","","한국마사회제주지역본부","2026-03-04 13:52:44","U","2026-03-07 02:40:00","","143984.513065208","-9698.16668575233","허가테마파크업","","","0","","","","기타","0","0","0","0","","","0","0","","0","0","","0","0","매직포니, 담덕의 꿈","0","Y","Y","Y","Y","","","0","","","","0",
"6","일반테마파크업","03_07_09_P","4480000","CDFI5271002020000001","2020-10-15","","01","영업/정상","13","영업중","","","","","043-421-7885","","","충청북도 단양군 적성면 애곡리 5","충청북도 단양군 적성면 옷바위길 10","27014","만천하스카이워크 알파인코스터","2026-03-05 17:26:12","U","2026-03-07 02:40:00","","318985.750181339","387060.807879161","허가테마파크업","","녹지지역","0","기타","","","기타","0","0","0","0","","","0","0","","0","0","","0","0","제트코스터","1","Y","Y","Y","Y","","","0","","","","0",
"7","일반테마파크업","03_07_09_P","3940000","CDFI5271002025000003","2025-12-16","","03","폐업","03","폐업","2026-03-03","","","","","","","경기도 고양시 일산서구 대화동 2700 제2킨텍스","경기도 고양시 일산서구 킨텍스로 217-59, 제2킨텍스 9A,B홀호 (대화동)","10390","어린이체험전시 상상체험 키즈월드 레이싱 키즈월드","2026-03-04 10:16:04","U","2026-03-07 02:40:00","","177158.311187542","462546.660972252","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사대상 17종26대, 확인검사대상 16종42대","0","Y","Y","Y","Y","","","0","","","","0",
"8","일반테마파크업","03_07_09_P","5710000","CDFI5271002025000013","2025-10-27","","03","폐업","03","폐업","2025-10-27","","","","043-221-7171","","","충청북도 청주시 서원구 사직동 78-2 간이화장실","충청북도 청주시 서원구 무심천자전거길 550, 무심천체육공원 (사직동)","28550","주식회사 이플랜(오늘!여기!꿀잼! 7회차)","2026-03-05 18:02:36","U","2026-03-07 02:40:00","","243135.442075935","348839.606289955","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","Y","Y","Y","Y","","","0","","","","0",
"9","일반테마파크업","03_07_09_P","5350000","CDFI5271002024000001","2024-03-14","","01","영업/정상","13","영업중","","","","","055-350-6314","","","경상남도 김해시 외동 1261-7 한글문화공원","경상남도 김해시 분성로 209, 한글문화공원 (외동)","50958","한글문화공원 어린이뜀동산","2026-03-05 11:23:06","U","2026-03-07 02:40:00","","370138.45090963","194064.41306873","허가테마파크업","","자연녹지지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","에어점핑돔(에어바운스) 1대","1","","","","","","","0","","","","0",
"10","일반테마파크업","03_07_09_P","3910000","CDFI5271002020000001","2020-08-21","","01","영업/정상","13","영업중","","","","","031-662-8024","","","경기도 평택시 고덕면 해창리 1266","경기도 평택시 고덕면 도시지원1길 91","17770","평택 오썸플렉스","2026-03-05 11:10:49","U","2026-03-07 02:40:00","","201185.474551355","392070.728169319","허가테마파크업","","녹지지역","3","기타","","","기타","2","1","0","0","","","0","0","","0","0","","0","5420.57","2종(기계관람형 1종, 물놀이형 슈퍼수중모험놀이 1종)","0","Y","Y","Y","Y","","","0","","","","5421",
"11","일반테마파크업","03_07_09_P","3700000","CDFI5271002025000001","2025-09-16","","01","영업/정상","13","영업중","","","","","052-226-0981","","","울산광역시 남구 매암동 195-19","울산광역시 남구 장생포고래로 271-2 (매암동)","44780","웨일즈판타지움 공중그네","2026-03-05 09:20:32","U","2026-03-07 02:40:00","","416092.641022784","225610.834542672","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","공중그네","0","Y","","","Y","","","0","","","","0",
"12","일반테마파크업","03_07_09_P","5710000","CDFI5271002025000001","2025-03-28","","03","폐업","03","폐업","2025-04-06","","","","","","","충청북도 청주시 상당구 영동 85","충청북도 청주시 상당구 교서로 45, 주성초등학교 (영동)","28546","하이키즈 엔터테인먼트","2026-03-05 09:23:01","U","2026-03-07 02:40:00","","243264.636961396","348761.129963603","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","3(회전그네, 미니바이킹, 꼬마기차)","3","","","","","","","0","","","","0",
