번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수,Unnamed: 33,record_key
63,식육포장처리업,07_22_06_P,4930000,493000010420260001,2026-03-05,,1,영업/정상,0,정상,,,,,,0.0,,전라남도 해남군 해남읍 구교리 311-1,"전라남도 해남군 해남읍 북부순환로 172, 105호",59023,청계 고기 짬뽕,2026-03-05 18:04:45,I,2026-03-07 00:20:02,,162649.999624022,119862.000471555,식육포장처리업,식육포장처리업,0,000,0,,청계고기짬뽕_전라남도해남군해남읍구교리311-1
64,식육포장처리업,07_22_06_P,5070000,507000010420260003,2026-03-05,,1,영업/정상,0,정상,,,,,,0.0,,경상북도 안동시 안기동 149,"경상북도 안동시 한화3길 57, 2층 (안기동)",36629,닭모아,2026-03-05 18:07:20,I,2026-03-07 00:20:02,,353706.949068805,342693.413388406,식육포장처리업,식육포장처리업,0,000,0,,닭모아_경상북도안동시안기동149
35,식육포장처리업,07_22_06_P,5070000,507000010420260002,2026-03-04,,1,영업/정상,0,정상,,,,,,0.0,,경상북도 안동시 풍산읍 매곡리 720-2,"경상북도 안동시 풍산읍 번곡길 5-2, 1동",36619,가성푸드,2026-03-04 16:05:49,I,2026-03-06 00:20:02,,338508.290847457,344514.094092673,식육포장처리업,식육포장처리업,0,000,0,,가성푸드_경상북도안동시풍산읍매곡리720-2
34,식육포장처리업,07_22_06_P,3410000,341000010420260001,2026-03-04,,1,영업/정상,0,정상,,,,,,155.4,,대구광역시 중구 대봉동 14-21,대구광역시 중구 달구벌대로446길 8-15 (대봉동),41951,갑이축산,2026-03-04 16:23:06,I,2026-03-06 00:20:02,,344899.995335047,263620.738989555,식육포장처리업,식육포장처리업,0,000,0,,갑이축산_대구광역시중구대봉동14-21
36,식육포장처리업,07_22_06_P,5070000,507000010420260001,2026-03-04,,1,영업/정상,0,정상,,,,,,0.0,,경상북도 안동시 풍산읍 죽전리 323-2,경상북도 안동시 풍산읍 죽전길 189,36620,상계유지,2026-03-04 15:55:42,I,2026-03-06 00:20:02,,343278.165930445,345681.815103582,식육포장처리업,식육포장처리업,0,000,0,,상계유지_경상북도안동시풍산읍죽전리323-2
4,식육포장처리업,07_22_06_P,3780000,378000010420260001,2026-03-03,,1,영업/정상,0,정상,,,,,,0.0,,경기도 성남시 중원구 상대원동 333-7 금강펜테리움IT타워,"경기도 성남시 중원구 갈마치로 215, 금강펜테리움IT타워 지하3층 318호 (상대원동)",13217,신선해,2026-03-03 11:29:53,I,2026-03-05 00:20:02,,215286.211412495,436830.129112491,식육포장처리업,식육포장처리업,0,000,0,,신선해_경기도성남시중원구상대원동333-7금강펜테리움IT타워
13,식육포장처리업,07_22_06_P,3360000,336000010420260001,2026-01-12,,1,영업/정상,0,정상,,,,,,0.0,,부산광역시 강서구 강동동 29-176,"부산광역시 강서구 낙동북로 125, 1층 좌측호 (강동동)",46705,마리,2026-03-03 11:33:42,U,2026-03-05 02:40:00,,376844.375237919,192518.563682933,식육포장처리업,식육포장처리업,0,000,0,,마리_부산광역시강서구강동동29-176
47,식육포장처리업,07_22_06_P,5710000,571000010420250013,2025-10-21,,1,영업/정상,0,정상,,,,,043-214-8278,0.0,,충청북도 청주시 청원구 북이면 신기리 38-1,충청북도 청주시 청원구 북이면 신기초정로 82,28140,(주)제일포크육가공,2026-03-04 13:20:08,U,2026-03-06 02:40:00,,249087.737042354,359438.222768826,식육포장처리업,식육포장처리업,0,L00,0,,(주)제일포크육가공_충청북도청주시청원구북이면신기리38-1
26,식육포장처리업,07_22_06_P,5670000,567000010420250002,2025-04-22,,3,폐업,2,폐업,2026-02-28,,,,,0.0,,경상남도 창원시 진해구 충무동 11-1,"경상남도 창원시 진해구 충장로 84, 지하1층 (충무동)",51679,가온,2026-03-03 09:40:39,U,2026-03-05 02:40:00,,351305.480451541,184938.921240064,식육포장처리업,식육포장처리업,0,000,0,,가온_경상남도창원시진해구충무동11-1
25,식육포장처리업,07_22_06_P,5540000,554000010420250006,2025-04-15,,2,휴업,1,휴업,,2026-03-01,2028-03-01,,,0.0,,경기도 광주시 태전동 271-14,"경기도 광주시 고불로78번길 9, 1호 (태전동)",12781,유한회사 초월식품,2026-03-03 10:44:15,U,2026-03-05 02:40:00,,220188.457797976,432367.877352227,식육포장처리업,식육포장처리업,0,L00,0,,유한회사초월식품_경기도광주시태전동271-14
