"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"1","동물운송업","02_03_12_P","5060000","506000005020260001","2026-03-03","","01","영업/정상","0000","정상","","","","","","0","","경상북도 김천시 지좌동 ***-*","경상북도 김천시 지좌강변길 **, ***호 (지좌동)","39652","강아지트","2026-03-03 14:09:59","I","2026-03-05 00:20:02","","301800.91374428","291415.87909297","동물운송업","동물운송업","000","0",
"2","동물운송업","02_03_12_P","3740000","374000005020260005","2026-03-03","","01","영업/정상","0000","정상","","","","","","0","","경기도 수원시 팔달구 화서동 ***-*","경기도 수원시 팔달구 화양로**번길 ** (화서동)","16443","펫친구","2026-03-03 16:06:36","I","2026-03-05 00:20:02","","199485.106336271","419701.051655483","동물운송업","동물운송업","000","0",
"3","동물운송업","02_03_12_P","3820000","382000005020260003","2026-03-03","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 신곡동 *** 신동아파밀리에아파트 ***동 ***호","경기도 의정부시 시민로***번길 **, ***동 ***호 (신곡동, 신동아파밀리에아파트)","11744","pet15가7099(아스팔트사나이)","2026-03-03 16:52:09","I","2026-03-05 00:20:02","","204900.604872274","470742.787341769","동물운송업","동물운송업","000","0",
"4","동물운송업","02_03_12_P","3520000","352000005020260001","2026-01-07","","03","폐업","0002","폐업","2026-03-03","","","","","0","","인천광역시 연수구 연수동 *** 연수풍림*차아파트","인천광역시 연수구 함박뫼로 ***, ***동 ***호 (연수동, 연수풍림*차아파트)","21934","pet184노6801","2026-03-03 15:33:10","U","2026-03-05 02:40:00","","172660.710821441","435091.819897435","동물운송업","동물운송업","000","0",
"5","동물운송업","02_03_12_P","5530000","577000005020240014","2024-05-22","","04","취소/말소/만료/정지/중지","0004","말소","2026-03-03","","","","","0","","경기도 화성시 동탄구 금곡동 ***","경기도 화성시 동탄구 금곡로***번길 **-** (금곡동)","18511","개나라 멍마을","2026-03-03 10:15:25","U","2026-03-05 02:40:00","","206456.404304311","409011.733981821","동물운송업","동물운송업","000","0",
"6","동물운송업","02_03_12_P","3180000","318000005020240002","2024-01-24","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 영등포구 문래동*가 ** 문래동 태영 데시앙","서울특별시 영등포구 문래북로 ***, *층 ***호 (문래동*가, 문래동 태영 데시앙)","07293","옐레드 문래역점","2026-03-03 18:14:24","U","2026-03-05 02:40:00","","190851.065217403","446372.941264867","동물운송업","동물운송업","000","0",
"7","동물운송업","02_03_12_P","5590000","559000005020250003","2025-02-14","","03","폐업","0002","폐업","2026-03-03","","","","","0","","경기도 양주시 옥정동 *** 양주옥정 린파밀리에","경기도 양주시 옥정서로*길 **, ***동 *층 *호 (옥정동, 양주옥정 린파밀리에)","11469","pet114저3670","2026-03-03 16:14:48","U","2026-03-05 02:40:00","","207375.47756596","481573.401028965","동물운송업","동물운송업","000","0",
"8","동물운송업","02_03_12_P","3820000","382000005020260004","2026-03-04","","01","영업/정상","0000","정상","","","","","","0","","경기도 의정부시 고산동 ***-*","경기도 의정부시 고산로**번길 ** (고산동)","11801","두멍(두리멍쉴) 애견유치원","2026-03-04 15:59:31","I","2026-03-06 00:20:02","","208979.077798815","469941.071491056","동물운송업","동물운송업","000","0",
"9","동물운송업","02_03_12_P","3940000","395000005020260004","2026-03-04","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 덕양구 화정동 **** 옥빛마을**단지아파트 ****동 ****호","경기도 고양시 덕양구 백양로 **, ****동 ****호 (화정동, 옥빛마을**단지아파트)","10503","pet34오4205","2026-03-04 17:08:06","I","2026-03-06 00:20:02","","185093.301841468","458314.02773464","동물운송업","동물운송업","000","0",
"10","동물운송업","02_03_12_P","3940000","410010005020260001","2026-03-04","","01","영업/정상","0000","정상","","","","","","0","","경기도 고양시 일산서구 가좌동 ***-*","경기도 고양시 일산서구 송산로 ***, *층 (가좌동)","10214","소담펫","2026-03-04 10:33:42","I","2026-03-06 00:20:02","","175341.335580237","464737.96267339","동물운송업","동물운송업","000","0",
