번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수,Unnamed: 33,record_key
294,식육포장처리업,07_22_06_P,3480000,348000010420260005,2026-02-26,,1,영업/정상,0,정상,,,,,,0.0,,대구광역시 달성군 다사읍 세천리 973-2,대구광역시 달성군 다사읍 세천본1길 7-21,42922.0,우와당,2026-02-26 17:33:10,I,2026-02-28 00:20:02,,333176.091228843,264978.978571343,식육포장처리업,식육포장처리업,0,L00,0,,우와당_대구광역시달성군다사읍세천리973-2
295,식육포장처리업,07_22_06_P,4211000,421100010420260001,2026-02-26,,1,영업/정상,0,정상,,,,,,491.7,,강원특별자치도 동해시 발한동 272-14,강원특별자치도 동해시 반쟁이길 2 (발한동),25723.0,은하푸드,2026-02-26 17:48:26,I,2026-02-28 00:20:02,,385770.851139855,451940.192777532,식육포장처리업,식육포장처리업,0,000,0,,은하푸드_강원특별자치도동해시발한동272-14
271,식육포장처리업,07_22_06_P,3860000,386000010420260001,2026-02-25,,1,영업/정상,0,정상,,,,,,0.0,,경기도 부천시 원미구 춘의동 121-3 1층 일부,"경기도 부천시 원미구 부천로 237, 1층 일부호 (춘의동)",14528.0,주식회사 디엔지,2026-02-25 15:49:34,I,2026-02-27 00:20:02,,181033.030820132,444804.433537592,식육포장처리업,식육포장처리업,0,L00,0,,주식회사디엔지_경기도부천시원미구춘의동121-31층일부
246,식육포장처리업,07_22_06_P,5530000,553000010420260001,2026-02-24,,1,영업/정상,0,정상,,,,,,0.0,,경기도 화성시 병점구 기산동 224-2,경기도 화성시 병점구 기산로 99 (기산동),18387.0,스카이푸드(SKY FOOD),2026-02-24 10:56:10,I,2026-02-26 00:20:08,,204138.482734736,413759.865398939,식육포장처리업,식육포장처리업,0,000,0,,스카이푸드(SKYFOOD)_경기도화성시병점구기산동224-2
218,식육포장처리업,07_22_06_P,3400000,340000010420260007,2026-02-23,,1,영업/정상,0,정상,,,,,,0.0,,부산광역시 기장군 기장읍 서부리 61-6,부산광역시 기장군 기장읍 읍내로 23,46059.0,육송식품,2026-02-23 10:08:15,I,2026-02-25 00:20:01,,401013.233272505,196501.561987181,식육포장처리업,식육포장처리업,0,000,0,,육송식품_부산광역시기장군기장읍서부리61-6
233,식육포장처리업,07_22_06_P,4181000,418100010420260002,2026-02-20,,1,영업/정상,0,정상,,,,,,0.0,,강원특별자치도 춘천시 동면 만천리 466-2,강원특별자치도 춘천시 동면 만천로 19,24213.0,(주)강원축산물유통,2026-02-23 17:13:49,U,2026-02-25 02:40:00,,267708.711465598,486360.289072469,식육포장처리업,식육포장처리업,0,L00,0,,(주)강원축산물유통_강원특별자치도춘천시동면만천리466-2
197,식육포장처리업,07_22_06_P,3480000,348000010420260004,2026-02-20,,1,영업/정상,0,정상,,,,,,0.0,,대구광역시 달성군 다사읍 죽곡리 614 1층 102호,"대구광역시 달성군 다사읍 강정길 52, 1층 102호",42917.0,대창축산,2026-02-20 11:04:29,I,2026-02-22 00:20:02,,332326.311995937,261559.286624871,식육포장처리업,식육포장처리업,0,000,0,,대창축산_대구광역시달성군다사읍죽곡리6141층102호
198,식육포장처리업,07_22_06_P,6510000,651000010420260001,2026-02-20,,1,영업/정상,0,정상,,,,,,0.0,,제주특별자치도 제주시 용담일동 264-2,제주특별자치도 제주시 남성로 53 (용담일동),63174.0,유성푸드,2026-02-20 08:58:48,I,2026-02-22 00:20:02,,154691.844692102,1064.31442315783,식육포장처리업,식육포장처리업,0,000,0,,유성푸드_제주특별자치도제주시용담일동264-2
196,식육포장처리업,07_22_06_P,3480000,348000010420260003,2026-02-20,,1,영업/정상,0,정상,,,,,,0.0,,대구광역시 달성군 다사읍 죽곡리 614 1층 101호,"대구광역시 달성군 다사읍 강정길 52, 1층 101호",42917.0,골드미트,2026-02-20 10:34:07,I,2026-02-22 00:20:02,,332326.311995937,261559.286624871,식육포장처리업,식육포장처리업,0,000,0,,골드미트_대구광역시달성군다사읍죽곡리6141층101호
158,식육포장처리업,07_22_06_P,4090000,409000010420260005,2026-02-12,,1,영업/정상,0,정상,,,,,,0.0,,경기도 김포시 북변동 152-10,"경기도 김포시 중봉로115번길 42-32, 1동 (북변동)",10100.0,올바른미트,2026-02-12 10:08:47,I,2026-02-14 00:20:02,,173404.516851912,458736.82280589,식육포장처리업,식육포장처리업,0,000,0,,올바른미트_경기도김포시북변동152-10
