"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","영화배급업","03_13_01_P","3780000","CDFF5211032021000001","2013-01-04","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 삼평동 *** 경기창조경제혁신센터","경기도 성남시 분당구 대왕판교로***번길 **, 경기창조경제혁신센터 *층 에스*, 에스*호 (삼평동)","13487","주식회사 영화사달리기","2026-02-01 15:46:21","U","2026-02-03 02:40:00","","209175.219648183","433168.261766989","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20130104","",
"2","영화배급업","03_13_01_P","3070000","CDFF5211032023000002","2023-05-22","","03","폐업","03","폐업","2026-01-30","","","","","","","서울특별시 성북구 석관동 ***-** ***호","서울특별시 성북구 화랑로**길 **-*, ***호 (석관동)","02781","준샤인 필림","2026-02-02 16:22:42","U","2026-02-04 02:40:00","","205610.148445958","456757.380305153","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230522","",
"3","영화배급업","03_13_01_P","3220000","CDFF5211032025000016","2023-12-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-*","서울특별시 강남구 강남대로***길 **, *층 (논현동)","06119","(주)스테이지원엔터","2026-02-02 14:46:25","U","2026-02-04 02:40:00","","202124.113123713","445099.605461125","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20231212","",
"4","영화배급업","03_13_01_P","3020000","CDFF5211032021000002","2021-03-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 한강로*가 **","서울특별시 용산구 서빙고로 **, **층 (한강로*가)","04387","(주)샌드박스네트워크","2026-01-30 13:54:56","U","2026-02-04 11:04:37","","197056.728931087","447077.126289262","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210302","",
"5","영화배급업","03_13_01_P","3010000","CDFF5211032026000001","2026-02-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 다동 ** 한국관광공사 서울센터","서울특별시 중구 청계천로 **, 한국관광공사 서울센터 **층 ****호 (다동)","04521","주식회사 콘텐츠새로","2026-02-04 18:12:16","I","2026-02-06 00:20:02","","198306.905839189","451808.098341971","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260204","",
"6","영화배급업","03_13_01_P","3220000","CDFF5211032026000005","2026-02-03","","01","영업/정상","13","영업중","","","","","02-517-6014","","","서울특별시 강남구 논현동 ***-**","서울특별시 강남구 학동로**길 **-* (논현동)","06101","주식회사 크리에이티브멋","2026-02-03 18:08:25","I","2026-02-06 00:20:02","","203278.440506411","445577.062610747","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260203","",
"7","영화배급업","03_13_01_P","3820000","CDFF5211032014000001","2014-09-11","","01","영업/정상","13","영업중","","","","","031-872-1301","","","경기도 의정부시 의정부동 ***-*","경기도 의정부시 범골로 *** (의정부동, 삼라빌딩 본관 ***호)","480-849","삼라(주)시네마","2026-02-03 11:34:11","U","2026-02-06 02:40:00","","203314.540152316","470186.059325971","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20140911","",
"8","영화배급업","03_13_01_P","3820000","CDFF5211032018000001","2018-05-14","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 의정부동 ***-*","경기도 의정부시 경의로 **, *층 ***호 (의정부동)","11654","주식회사 영화사일락","2026-02-03 11:34:11","U","2026-02-06 02:40:00","","203733.371996516","470033.651232914","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20180514","",
"9","영화배급업","03_13_01_P","3820000","CDFF5211032020000001","2020-06-26","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 의정부동 ***-* **층","경기도 의정부시 신흥로 ***, **층 (의정부동)","11651","주식회사 영화맞춤제작소영화공장","2026-02-03 11:34:11","U","2026-02-06 02:40:00","","203772.581350586","470509.110340771","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200626","",
"10","영화배급업","03_13_01_P","3200000","CDFF5211032026000001","2026-02-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 남현동 ***-*** 이수빌Ⅱ","서울특별시 관악구 승방*가길 **, ***호 (남현동, 이수빌Ⅱ)","08808","무비랩","2026-02-05 17:15:13","I","2026-02-07 00:20:02","","198033.399157255","441105.725737058","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260205","",
"11","영화배급업","03_13_01_P","3210000","CDFF5211032026000004","2026-02-05","","01","영업/정상","13","영업중","","","","","02-2058-1858","","","서울특별시 서초구 양재동 ***-* 희경빌딩","서울특별시 서초구 매헌로**길 **, 희경빌딩 F동 *층 ***호 (양재동)","06770","주식회사 스튜디오프리윌루전","2026-02-05 13:42:41","I","2026-02-07 00:20:02","","203108.643794048","440464.479268672","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260205","",
"12","영화배급업","03_13_01_P","3050000","CDFF5211032026000001","2026-02-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 장안동 ***-* 힐스테이트 장안 센트럴 ***동 ***호","서울특별시 동대문구 장한로 ***, 힐스테이트 장안 센트럴 ***동 *층 ***-C**호 (장안동)","02639","(주)에이프릴콘텐츠","2026-02-06 14:35:16","I","2026-02-08 00:20:01","","206199.953197537","451997.934849601","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260206","",
"13","영화배급업","03_13_01_P","3140000","CDFF5211032026000002","2026-02-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 목동 *** 현대월드타워","서울특별시 양천구 목동서로 **, 현대월드타워 ****호 (목동)","07983","주식회사 묘수","2026-02-06 10:43:02","I","2026-02-08 00:20:01","","189151.208015925","448200.067716589","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260206","",
"14","영화배급업","03_13_01_P","3030000","CDFF5211032026000001","2026-02-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동*가 ***-*","서울특별시 성동구 광나루로*길 **, *층 (성수동*가)","04799","스튜디오언볼트 주식회사","2026-02-06 11:47:22","I","2026-02-08 00:20:01","","205578.634372002","449501.444787395","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260206","",
"15","영화배급업","03_13_01_P","3940000","CDFF5211032026000001","2026-02-06","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 화정동 *** 달빛마을*단지아파트","경기도 고양시 덕양구 화중로 ***, ***동 ***호 (화정동, 달빛마을*단지아파트)","10475","댄디한 스튜디오","2026-02-06 16:45:30","I","2026-02-08 00:20:01","","185143.682444307","459931.097370585","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260206","",
"16","영화배급업","03_13_01_P","3330000","CDFF5211032026000001","2026-02-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 좌동 ****-* 까르띠움","부산광역시 해운대구 해운대로 ***, 까르띠움 ****호 (좌동)","48102","유엠아이웍스 주식회사","2026-02-09 10:34:32","I","2026-02-11 00:20:41","","398053.095798335","187700.254041993","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260209","",
"17","영화배급업","03_13_01_P","3130000","CDFF5211032026000003","2026-02-10","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 합정동 ***-** 글앤그림빌딩","서울특별시 마포구 양화로*길 **, 글앤그림빌딩 (합정동)","04022","주식회사 글앤그림미디어","2026-02-10 19:49:02","I","2026-02-12 00:20:02","","192049.919158517","449948.348040497","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260210","",
"18","영화배급업","03_13_01_P","3220000","CDFF5211032026000006","2026-02-10","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 대치동 ***-**","서울특별시 강남구 테헤란로**길 **, ***호 (대치동)","06178","주식회사 미라클에이앤이","2026-02-10 14:20:22","I","2026-02-12 00:20:02","","205079.418138107","444869.834721154","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260210","",
"19","영화배급업","03_13_01_P","3220000","CDFF5211032026000007","2026-02-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-** 펜트힐 루 논현","서울특별시 강남구 언주로 ***, 펜트힐 루 논현 *층 ***호 (논현동)","06105","주식회사 케이쇼츠","2026-02-11 15:28:56","I","2026-02-13 00:20:38","","203021.90910205","445735.022021415","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260211","",
"20","영화배급업","03_13_01_P","3120000","CDFF5211032026000001","2026-02-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서대문구 북가좌동 ***-* 우공팰리스 ***호","서울특별시 서대문구 수색로*길 **, ***호 (북가좌동, 우공팰리스)","03714","영화사 78","2026-02-11 16:14:17","I","2026-02-13 00:20:38","","191730.567257268","452661.641684021","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260211","",
"21","영화배급업","03_13_01_P","3110000","CDFF5211032024000001","2024-07-29","","03","폐업","03","폐업","2026-02-10","","","","","","","서울특별시 은평구 진관동 **-*","서울특별시 은평구 진관*로 **, *층 (진관동)","03302","한미동맹유지를위한시민연합","2026-02-11 16:17:02","U","2026-02-13 02:40:00","","","","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20240729","",
"22","영화배급업","03_13_01_P","3180000","CDFF5211032026000002","2024-02-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 여의도동 **-** 한서리버파크","서울특별시 영등포구 여의서로 **, 한서리버파크 ****호 (여의도동)","07239","다큐플러스","2026-02-11 10:37:41","I","2026-02-14 00:20:02","","193282.654266684","447611.552045596","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20240205","",
"23","영화배급업","03_13_01_P","3210000","CDFF5211032026000005","2026-02-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 ****-* 중앙로얄오피스텔","서울특별시 서초구 서운로 **, 중앙로얄오피스텔 지하*층 ***-아**호 (서초동)","06732","주식회사 바라봄픽쳐스","2026-02-12 18:14:42","I","2026-02-14 00:20:02","","202481.661169413","442563.269271521","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260212","",
"24","영화배급업","03_13_01_P","3030000","CDFF5211032023000005","2023-06-20","","03","폐업","03","폐업","2026-02-12","","","","","","","서울특별시 성동구 도선동 **","서울특별시 성동구 무학로*길 **, *층 A-***호 (도선동)","04709","주식회사 피어니스튜디오","2026-02-12 12:20:53","U","2026-02-14 02:40:00","","203014.126371125","451106.855353223","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230620","",
"25","영화배급업","03_13_01_P","3030000","CDFF5211032026000002","2018-05-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동*가 *** 성수 SK V* CENTER I","서울특별시 성동구 아차산로**길 **, 성수 SK V* CENTER I *동 ***호, ***호 (성수동*가)","04799","(주)메리크리스마스","2026-02-13 16:59:08","I","2026-02-15 00:20:02","","205773.876761108","449380.832285638","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20180508","",
"26","영화배급업","03_13_01_P","3220000","CDFF5211032016000030","2016-11-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 **-**","서울특별시 강남구 언주로 ***, *층 (논현동)","06050","주식회사 아센디오","2026-02-13 16:05:05","U","2026-02-15 02:40:00","","202952.184669216","446411.73867071","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20161114","",
"27","영화배급업","03_13_01_P","3180000","CDFF5211032026000003","2026-02-19","","01","영업/정상","13","영업중","","","","","02-552-8902","","","서울특별시 영등포구 여의도동 ** 파크원","서울특별시 영등포구 여의대로 ***, 파크원 타워* **층 (여의도동)","07335","주식회사 케이프이앤에이","2026-02-19 11:33:12","I","2026-02-21 00:20:05","","193592.000380036","447092.629432527","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260219","",
"28","영화배급업","03_13_01_P","3220000","CDFF5211032026000008","2026-02-19","","01","영업/정상","13","영업중","","","","","02-3141-6575","","","서울특별시 강남구 논현동 ***-** 제이빌딩","서울특별시 강남구 학동로**길 **, 제이빌딩 (논현동)","06113","주식회사 메이저나인","2026-02-19 11:23:37","I","2026-02-21 00:20:05","","202399.709175094","445453.03022203","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260219","",
"29","영화배급업","03_13_01_P","3940000","CDFF5211032026000002","2026-02-19","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 관산동 ***-* 관산동 한승미메이드 주상복합 아파트","경기도 고양시 덕양구 통일로***번길 **, ***호 **호실 (관산동)","10285","주식회사 마테오에이아이스튜디오","2026-02-19 17:28:00","I","2026-02-21 00:20:05","","188151.087926302","465107.001136616","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260219","",
"30","영화배급업","03_13_01_P","3350000","CDFF5211032024000002","2024-09-23","","03","폐업","03","폐업","2026-02-13","","","","","","","부산광역시 금정구 부곡동 *** 온천장역동원로얄듀크","부산광역시 금정구 부곡로**번길 **, ***동 ****호 (부곡동, 온천장역동원로얄듀크)","46307","위시 필름","2026-02-19 11:45:24","U","2026-02-21 02:40:00","","390188.705970072","193221.251708706","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20240923","",
"31","영화배급업","03_13_01_P","3080000","CDFF5211032026000001","2021-05-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 수유동 ***-** ***호","서울특별시 강북구 삼양로**길 **, ***호 (수유동)","01098","블루투맨","2026-02-19 13:08:32","U","2026-02-21 02:40:00","","201378.94739486","458991.723763107","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210507","",
