번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수,Unnamed: 36,record_key
16,가축분뇨 수집운반업,09_30_01_P,5080000,508000053202600002,2026-02-02,,1,영업/정상,3,영업,,,,,,,,경상북도 구미시 해평면 괴곡리 473,경상북도 구미시 해평면 강동로 1369,39155,경북환경,2026-02-03 16:04:54,I,2026-02-06 00:20:02,,326514.442156578,298408.180303623,분뇨등관련영업관리,,,,,0,,0,,경북환경_경상북도구미시해평면괴곡리473
15,가축분뇨 수집운반업,09_30_01_P,5080000,508000053202600001,2026-02-02,,1,영업/정상,3,영업,,,,,,,,경상북도 구미시 선산읍 이문리 136-15,경상북도 구미시 선산읍 선산중앙로6길 6,39130,그린환경,2026-02-03 16:03:50,I,2026-02-06 00:20:02,축산 분뇨 처리업,316469.022395097,305085.768678135,분뇨등관련영업관리,축산 분뇨 처리업,,,,0,,0,,그린환경_경상북도구미시선산읍이문리136-15
18,가축분뇨 수집운반업,09_30_01_P,4711000,471100053202500001,2025-09-18,,1,영업/정상,3,영업,,,,,063-547-3546,,,전북특별자치도 김제시 서암동 453-2,"전북특별자치도 김제시 벽지산로 317, 2층 (서암동)",54371,동영산업,2026-02-11 16:46:18,U,2026-02-13 02:40:00,"폐기물 수집, 운반업",188721.80590674,255955.741725415,분뇨등관련영업관리,"폐기물 수집, 운반업",,,,0,,0,,동영산업_전북특별자치도김제시서암동453-2
13,가축분뇨 수집운반업,09_30_01_P,5530000,574000053202500003,2025-04-04,,1,영업/정상,3,영업,,,,,,,,경기도 화성시 만세구 서신면 용두리 276-1,경기도 화성시 만세구 서신면 궁평항로 1442,18556,신우특수,2025-09-09 20:37:57,I,2026-02-04 01:35:23,,173378.520508106,404835.299130138,분뇨등관련영업관리,,,,,0,,0,,신우특수_경기도화성시만세구서신면용두리276-1
12,가축분뇨 수집운반업,09_30_01_P,5530000,574000053202400004,2024-11-20,,1,영업/정상,3,영업,,,,,031-356-0612,,,경기도 화성시 만세구 서신면 용두리 276-1,경기도 화성시 만세구 서신면 궁평항로 1442,18556,(주)선인로지스,2026-01-13 16:37:31,I,2026-02-04 01:35:23,,173378.520508106,404835.299130138,분뇨등관련영업관리,,,,,0,,0,,(주)선인로지스_경기도화성시만세구서신면용두리276-1
1,가축분뇨 수집운반업,09_30_01_P,4460000,446000053202200002,2022-08-02,,3,폐업,2,폐업,2026-02-09,,,,,,,충청북도 괴산군 칠성면 사평리 8-10,충청북도 괴산군 칠성면 중부로 5611,28019,(주)남한강환경,2026-02-13 10:50:35,U,2026-02-15 02:40:00,폐기물 수집운반업,278312.922468918,365109.632168342,분뇨등관련영업관리,폐기물 수집운반업,,,,0,,0,,(주)남한강환경_충청북도괴산군칠성면사평리8-10
5,가축분뇨 수집운반업,09_30_01_P,5530000,574000053202100002,2021-12-16,,1,영업/정상,3,영업,,,,,,,,경기도 화성시 만세구 향남읍 수직리 71-5,경기도 화성시 만세구 향남읍 수직2길 12,18625,논밭중기 주식회사,2022-10-12 17:24:14,I,2026-02-04 01:35:23,폐기물 수집운반업,199338.682134494,402648.069796987,분뇨등관련영업관리,폐기물 수집운반업,,,,0,,0,,논밭중기주식회사_경기도화성시만세구향남읍수직리71-5
17,가축분뇨 수집운반업,09_30_01_P,4950000,495000053202000001,2020-06-24,,1,영업/정상,3,영업,,,,,061-454-9100,,,전라남도 무안군 현경면 평산리 1113-2,전라남도 무안군 현경면 메부리길 16-20,58512,(유)주영운수,2026-02-06 12:58:49,U,2026-02-08 02:40:00,,146319.039255126,169703.458397527,분뇨등관련영업관리,,,,,0,,0,,(유)주영운수_전라남도무안군현경면평산리1113-2
10,가축분뇨 수집운반업,09_30_01_P,5530000,574000053201900006,2019-11-04,,1,영업/정상,3,영업,,,,,031-357-3485,,,경기도 화성시 만세구 남양읍 온석리 230,경기도 화성시 만세구 남양읍 온석길 75,18279,옥골영농조합법인,2022-07-20 17:41:22,I,2026-02-04 01:35:23,,186969.487629762,407583.718950668,분뇨등관련영업관리,,,,,0,,0,,옥골영농조합법인_경기도화성시만세구남양읍온석리230
9,가축분뇨 수집운반업,09_30_01_P,5530000,575000053201900004,2019-09-25,,1,영업/정상,3,영업,,,,,,,,경기도 화성시 효행구 매송면 원평리 227-18,경기도 화성시 효행구 매송면 화성로 2351,18289,논곡축산,2020-01-06 09:36:40,I,2026-02-04 01:35:23,,193064.870785511,416532.434602637,분뇨등관련영업관리,,,,,0,,0,,논곡축산_경기도화성시효행구매송면원평리227-18
2,가축분뇨 수집운반업,09_30_01_P,4301000,430100053201800002,2018-07-09,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 철원군 동송읍 대위리 401-7,강원특별자치도 철원군 동송읍 신대동길 61-25,24010,(주)참두루미농업회사법인,2026-02-12 13:01:04,U,2026-02-14 02:40:00,,221454.14094771,526146.961786861,분뇨등관련영업관리,,,,,0,,0,,(주)참두루미농업회사법인_강원특별자치도철원군동송읍대위리401-7
4,가축분뇨 수집운반업,09_30_01_P,4930000,493000053201500001,2015-03-02,,1,영업/정상,3,영업,,,,,061-536-3214,,,전라남도 해남군 해남읍 용정리 91-6 좋은농부들,"전라남도 해남군 해남읍 용머리길 21-20, 좋은농부들",59032,좋은농부들영농조합법인,2026-02-09 20:27:16,U,2026-02-11 02:40:00,분뇨 및 축산분뇨 처리업,162013.837093879,118172.573034898,분뇨등관련영업관리,분뇨 및 축산분뇨 처리업,,,,0,,0,,좋은농부들영농조합법인_전라남도해남군해남읍용정리91-6좋은농부들
7,가축분뇨 수집운반업,09_30_01_P,5530000,574000053201200002,2012-03-06,,1,영업/정상,3,영업,,,,,0313553681,,445-862,경기도 화성시 만세구 마도면 두곡리 488-3,"경기도 화성시 만세구 마도면 화성로 904, 102호",445-862,그린화성(주),2024-06-03 13:48:38,I,2026-02-04 01:35:23,,181002.764594805,411274.62149826,분뇨등관련영업관리,,,,,0,,0,,그린화성(주)_경기도화성시만세구마도면두곡리488-3
6,가축분뇨 수집운반업,09_30_01_P,5530000,574000053201200001,2012-02-07,,1,영업/정상,3,영업,,,,,351-9932,,445-944,경기도 화성시 만세구 장안면 독정리 34-6,경기도 화성시 만세구 장안면 고해길 27,,화성양돈영농조합,2021-10-01 16:07:05,I,2026-02-04 01:35:23,기타 비료 및 질소화합물 제조업,187954.212000695,396378.965229626,분뇨등관련영업관리,기타 비료 및 질소화합물 제조업,,,,0,,0,,화성양돈영농조합_경기도화성시만세구장안면독정리34-6
19,가축분뇨 수집운반업,09_30_01_P,5530000,574000053200800006,2008-06-11,,4,취소/말소/만료/정지/중지,4,폐쇄,,,,,,,,경기도 화성시 만세구 우정읍 석천리 산 52-1,경기도 화성시 만세구 우정읍 남양만로 783-36,18572,진보개발,2020-06-12 07:42:15,I,2026-02-04 01:35:23,,181581.661881987,394765.569601214,분뇨등관련영업관리,,,,,0,,0,,진보개발_경기도화성시만세구우정읍석천리산52-1
14,가축분뇨 수집운반업,09_30_01_P,4060000,406000053200000021,2000-12-15,,1,영업/정상,3,영업,,,,,031-959-2421,,,경기도 파주시 파평면 덕천리 542,경기도 파주시 파평면 장마루1길 283-50,10801,파주연천축산업협동조합,2026-02-02 09:05:14,U,2026-02-04 02:40:00,,186696.564099386,493071.008359025,분뇨등관련영업관리,,,,,0,,0,,파주연천축산업협동조합_경기도파주시파평면덕천리542
3,가축분뇨 수집운반업,09_30_01_P,4930000,493000053199300002,1993-06-04,,1,영업/정상,3,영업,,,,,061-536-5966,,536-806,전라남도 해남군 해남읍 용정리 91-6,전라남도 해남군 해남읍 용머리길 21-20,536-806,대흥미화사,2026-02-09 20:50:34,U,2026-02-11 02:40:00,,162013.837093879,118172.573034898,분뇨등관련영업관리,,,,,0,,0,,대흥미화사_전라남도해남군해남읍용정리91-6
