"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","게임물배급업","03_05_01_P","3780000","CDFF2241122026000004","2026-02-01","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 야탑동 ***-* 동아프라자","경기도 성남시 분당구 야탑로**번길 **, 동아프라자 ***호 (야탑동)","13497","주식회사 이칠오게임즈","2026-02-01 16:06:38","I","2026-02-03 00:20:01","","211152.955065533","434395.89379848","게임물배급업","유통관련업","0","","모바일 게임","46.88","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","게임물배급업","03_05_01_P","3780000","CDFF2241122017000005","2017-02-13","","01","영업/정상","13","영업중","","","","","070-7734-7740","","","경기도 성남시 분당구 서현동 ***-* 분당서현신영팰리스타워","경기도 성남시 분당구 황새울로***번길 **, 분당서현신영팰리스타워 **층 ****-**호 (서현동)","13591","주식회사 민트리","2026-02-01 16:26:46","U","2026-02-03 02:40:00","","211062.652375892","431520.433354292","게임물배급업","유통관련업","0","","게임","1.17","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"3","게임물배급업","03_05_01_P","3530000","CDFF2241122026000001","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 논현동 ***-* 에코메트로 *블록 한화 꿈에그린아파트","인천광역시 남동구 에코중앙로 ***, ***동 ****호 (논현동, 에코메트로 *블록 한화 꿈에그린아파트)","21681","라믹 스튜디오(RAMIC STUDIO)","2026-02-02 14:30:53","I","2026-02-04 00:20:02","","175611.561638325","432324.73974282","게임물배급업","유통관련업","0","","게임 소프트웨어 개발","84","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"4","게임물배급업","03_05_01_P","3220000","CDFF2241122026000005","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-* post ville(서울논현동우체국)","서울특별시 강남구 학동로 ***, post ville(서울논현동우체국) ***호 (논현동)","06104","주식회사 뮤온엑스","2026-02-02 19:25:51","I","2026-02-04 00:20:02","","202804.103132239","445759.452732939","게임물배급업","유통관련업","0","","PC, 모바일 게임","27.84","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"5","게임물배급업","03_05_01_P","5690000","CDFF2241122026000001","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 반곡동 *** 수루배마을*단지","세종특별자치시 반곡로 **, ***동 ***호 (반곡동, 수루배마을*단지)","30146","아가픽(AGAPEAK)","2026-02-02 14:22:27","I","2026-02-04 00:20:02","","227450.301095672","333043.391786316","게임물배급업","유통관련업","0","","모바일 소프트웨어 게임","10","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","일반주거지역",
"6","게임물배급업","03_05_01_P","5350000","CDFF2241122026000001","2022-10-20","","01","영업/정상","13","영업중","","","","","","","","경상남도 김해시 대청동 ***-*","경상남도 김해시 대청로***번길 **-*, ***호 (대청동)","50992","다모아 유통","2026-02-02 15:09:56","I","2026-02-04 00:20:02","","363339.048407662","189237.476821663","게임물배급업","유통관련업","1","","인형뽑기 기계","109.85","1","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"7","게임물배급업","03_05_01_P","3830000","CDFF2241122025000001","2025-09-22","","03","폐업","03","폐업","2026-02-02","","","","","","","경기도 안양시 동안구 관양동 ****-**","경기도 안양시 동안구 관악대로***번길 **-**, 한샘빌라 *동 ***호 (관양동)","13933","루나노드(Lunanod)","2026-02-02 15:13:21","U","2026-02-04 02:40:00","","195978.649916102","433851.879762691","게임물배급업","유통관련업","0","","게임배급업","32.45","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"8","게임물배급업","03_05_01_P","3530000","CDFF2241122025000001","2025-04-22","","03","폐업","03","폐업","2026-02-02","","","","","","","인천광역시 남동구 논현동 ***-* 등대마을논현주공**단지아파트 ****동 ****호","인천광역시 남동구 청능대로***번길 **, ****동 ****호 (논현동, 등대마을논현주공**단지아파트)","21663","큐브스틱","2026-02-02 16:05:54","U","2026-02-04 02:40:00","","176617.485294009","434134.469471964","게임물배급업","유통관련업","0","","모바일게임","46.81","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"9","게임물배급업","03_05_01_P","3020000","CDFF2241122021000001","2021-01-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 한강로*가 **","서울특별시 용산구 서빙고로 **, 센트럴파크타워 **,**층 (한강로*가)","04387","(주)샌드박스네트워크","2026-02-02 18:05:35","U","2026-02-04 02:40:00","","197056.728931087","447077.126289262","게임물배급업","유통관련업","0","","온라인동영상 제작, 콘텐츠 생산","5349.85","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"10","게임물배급업","03_05_01_P","3220000","CDFF2241122025000018","2025-05-16","","03","폐업","03","폐업","2026-01-30","","","","","","","서울특별시 강남구 논현동 ***-** 정글빌딩","서울특별시 강남구 봉은사로 ***, 정글빌딩 *층 ***호 (논현동)","06122","㈜씨에스알소프트","2026-01-30 17:55:30","U","2026-02-04 11:04:37","","202734.22692436","444972.060898476","게임물배급업","유통관련업","0","","게임소프트웨어 (Ps5, Ps4, 닌텐도 스위치1,                   닌텐도 스위치2, PC 스팀 게임 등)","20","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
