"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","일반테마파크업","03_07_09_P","6510000","CDFI5271002023000001","2023-06-22","","01","영업/정상","13","영업중","","","","","064-728-8900","","","제주특별자치도 제주시 오등동 10-34 별빛누리공원","제주특별자치도 제주시 선돌목동길 60, 별빛누리공원 1층 (오등동)","63242","제주별빛누리공원","2026-02-01 16:53:30","U","2026-02-03 02:40:00","","158010.660201397","-5596.36085742002","허가테마파크업","","자연녹지지역","1","기타","","","문화시설","1","0","0","0","","","0","0","","0","0","","0","235.71","4D 영상관 시뮬레이터 1종 6대","0","Y","","","Y","","","0","","","","236",
"2","일반테마파크업","03_07_09_P","4490000","CDFI5271002012000001","2012-02-13","","04","취소/말소/만료/정지/중지","35","직권말소","2026-02-02","","","","","","330-160","충청남도 천안시 동남구 신부동 460-5","충청남도 천안시 동남구 먹거리10길 15 (신부동)","","디스코팡야","2026-02-02 17:08:42","U","2026-02-04 02:40:00","","213811.665726174","368518.085084438","허가테마파크업","","일반상업지역","2","학교정화(상대)","","","유기장","130","52","0","0","","","0","0","","0","0","","0","182","타가다 디스코 1대","0","Y","","Y","Y","","","0","","","","182",
"3","일반테마파크업","03_07_09_P","3930000","CDFI5271002015000001","2015-07-10","","01","영업/정상","13","영업중","","","","","031-8085-7483","","","경기도 안산시 상록구 사동 1513","경기도 안산시 상록구 광덕대로 70 (사동)","15592","안산 호수공원 야외수영장","2026-02-02 17:58:21","U","2026-02-04 02:40:00","","184798.632006788","422047.858140214","허가테마파크업","","자연녹지지역","1","","","","","1","0","0","0","","","0","0","","0","0","","0","0","안전검사 대상 2종, 안전검사 비대상 1종","0","Y","","","Y","","","0","","","","0",
"4","일반테마파크업","03_07_09_P","5350000","CDFI5271002023000002","2023-08-07","","01","영업/정상","13","영업중","","","","","051-901-8352","","","경상남도 김해시 수가동 1333 렛츠런파크","경상남도 김해시 가락대로 929-1 (수가동)","51021","한국마사회 부산경남지역본부","2026-01-30 12:25:28","U","2026-02-04 11:04:37","","370436.062202322","185610.241546174","허가테마파크업","","자연녹지지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","Y","","Y","Y","","","0","","","","0",
"5","일반테마파크업","03_07_09_P","4510000","CDFI5271002016000001","2016-06-09","","01","영업/정상","13","영업중","","","","","931 1180,931 1422","","","충청남도 보령시 신흑동 2209-4","충청남도 보령시 해수욕장10길 75 (신흑동, 스카이바이크매표소)","33489","대천해수욕장 스카이바이크","2026-01-30 16:23:32","U","2026-02-04 11:04:37","","155628.583332384","313416.324768617","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","스카이바이크(1종 40대) ,견인바이크 1대별도","0","Y","","Y","Y","","","0","","","","0",
"6","일반테마파크업","03_07_09_P","5350000","CDFI5271002016000002","2016-04-22","","01","영업/정상","13","영업중","","","","","055-333-8358","","","경상남도 김해시 생림면 마사리 654-4","경상남도 김해시 생림면 마사로473번길 41","50800","김해낙동강레일파크","2026-01-30 12:43:06","U","2026-02-04 11:04:37","","365406.776835116","209561.914688192","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","1종","1","Y","Y","Y","Y","","","0","","","","0",
"7","일반테마파크업","03_07_09_P","5350000","CDFI5271002017000002","2017-10-27","","01","영업/정상","13","영업중","","","","","","","","경상남도 김해시 신문동 1414 롯데아울렛","경상남도 김해시 장유로 469 (신문동)","51011","한국엘에스레져","2026-01-30 12:22:35","U","2026-02-04 11:04:37","","366527.647820362","188848.193746372","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","250","보장금액 확실하지 않음","3","Y","","Y","Y","","","0","","","","250",
"8","일반테마파크업","03_07_09_P","5540000","CDFI5271002025000001","2025-06-23","","01","영업/정상","13","영업중","","","","","070-7705-0503","","","경기도 광주시 양벌동 38-1","경기도 광주시 청석로 73 (양벌동)","12794","광주시 워터파크","2026-01-30 09:22:28","U","2026-02-04 11:04:37","","","","허가테마파크업","","자연녹지지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","유수풀, 조합모험놀이대","0","Y","","","","","","0","","","","0",
"9","일반테마파크업","03_07_09_P","5190000","CDFI5271002016000001","2016-06-30","","01","영업/정상","13","영업중","","","","","054-373-2426","","","경상북도 청도군 청도읍 유호리 702","경상북도 청도군 청도읍 하지길 46-51","38349","청도레일바이크","2026-02-03 09:11:39","U","2026-02-05 02:40:00","","360244.484853526","233412.193566171","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","레일바이크,","1","Y","","","","","","0","","","","0",
"10","일반테마파크업","03_07_09_P","3860000","CDFI5271002022000001","2022-02-23","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 심곡동 175-6 해태쇼핑","경기도 부천시 원미구 부천로 11, 해태쇼핑 1층 109,110,111호 (심곡동)","14637","부천디스코팡팡","2026-02-02 11:41:59","U","2026-02-05 09:52:04","","180695.690645126","442609.650907377","허가테마파크업","","일반상업지역","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","106.65","타가다디스코 1대","0","Y","","","","","","0","","","","107",
