"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"1","축산가공업","07_22_05_P","6530000","642000000420140027","2014-10-30","","04","취소/말소/만료/정지/중지","0003","인허가취소","2026-01-15","","","","0336433628","660","","","강원특별자치도 강릉시 모산로169번길 20 (담산동)","210-190","(주)성원푸드","2026-02-01 11:05:30","U","2026-02-03 02:40:00","식육가공업","367467.159781208","471005.803310674","축산물가공업","식육가공업","0","L00","13",
"2","축산가공업","07_22_05_P","6260000","626000000420260002","2026-02-02","","01","영업/정상","0000","정상","","","","","","285.89","","부산광역시 기장군 기장읍 청강리 519번지 1호","부산광역시 기장군 기장읍 무곡길 1, 1,2층","","더블유씨피 푸드컴퍼니","2026-02-02 16:49:29","I","2026-02-04 00:20:02","식육가공업","401300.762765961","194206.007171237","축산물가공업","식육가공업","0","000","3",
"3","축산가공업","07_22_05_P","6270000","627000000420240016","2024-11-12","","02","휴업","0001","휴업","","2026-02-02","","","","141.02","","대구광역시 북구 침산동  1027번지 14호","대구광역시 북구 노원로 228-1 (침산동)","","고기랜드","2026-02-02 15:50:11","U","2026-02-04 02:40:00","식육가공업","343036.120462229","267817.205377423","축산물가공업","식육가공업","0","000","3",
"4","축산가공업","07_22_05_P","3030000","303000000420240001","2024-03-26","","03","폐업","0002","폐업","2026-02-02","","","2026-02-02","","0","","서울특별시 성동구 성수동1가 656-439 서울숲비즈포레","서울특별시 성동구 왕십리로10길 6, 서울숲비즈포레 지하201호 (성수동1가)","04778","유어네이키드치즈","2026-02-02 16:52:46","U","2026-02-04 02:40:00","유가공업","203932.128444976","449386.913261521","축산물가공업","유가공업","0","000","0",
"5","축산가공업","07_22_05_P","6540000","654000000420250011","2025-10-01","","01","영업/정상","0000","정상","","","","","0639239988","8293.83","","전북특별자치도 고창군 부안면 용산리 826번지 0호","전북특별자치도 고창군 부안면 복분자로 434-63","","(주)엄지식품","2026-02-02 17:46:32","U","2026-02-04 02:40:00","식육가공업","167643.817352567","222598.179905976","축산물가공업","식육가공업","0","L00","166",
"6","축산가공업","07_22_05_P","6500000","650000000420070004","2007-06-15","","01","영업/정상","0000","정상","","","","","0647825522","1145.27","690-838","제주특별자치도 제주시 화북일동  2130번지 13호","제주특별자치도 제주시 화남로 42 (화북일동)","690-838","영농조합법인 제주동원","2026-02-02 15:21:40","U","2026-02-04 02:40:00","식육가공업","159334.009461073","2076.73090293243","축산물가공업","식육가공업","0","L00","11",
"7","축산가공업","07_22_05_P","6410000","641000000420200193","2020-12-15","","01","영업/정상","0000","정상","","","","","0313567886","581.29","","575번지 0호","경기도 화성시 서신면 흔들길 42, 1층102호,2층201호","","이싼푸드","2026-02-02 10:52:46","U","2026-02-04 02:40:00","식육가공업","","","축산물가공업","식육가공업","0","000","0",
"8","축산가공업","07_22_05_P","6410000","641000000420210021","2021-01-29","","03","폐업","0002","폐업","2026-02-02","","","","","111.9","","경기도 하남시 풍산동  601번지 0호 로얄팰리스테크노1차 214호","경기도 하남시 하남대로 990, 로얄팰리스테크노1차 2층 214호 (풍산동)","","주식회사 에스알비","2026-02-02 17:12:48","U","2026-02-04 02:40:00","식육가공업","216714.986780037","449568.993191656","축산물가공업","식육가공업","0","L00","3",
"9","축산가공업","07_22_05_P","6410000","641000000420230108","2023-08-22","","01","영업/정상","0000","정상","","","","","0318773593","202.84","","경기도 양주시 만송동  480번지 2호","경기도 양주시 만송로 207-11 (만송동)","","(주)쏠미트","2026-01-30 13:50:23","U","2026-02-04 11:04:37","식육가공업","207195.795777362","475650.14700328","축산물가공업","식육가공업","0","L00","7",
"10","축산가공업","07_22_05_P","6300000","630000000420170021","2017-12-20","","03","폐업","0002","폐업","2026-01-30","","","","","127.3","","대전광역시 중구 안영동  672번지 13호","대전광역시 중구 안영로6번길 31 (안영동)","","주식회사 농업회사법인 천연애","2026-01-30 17:44:50","U","2026-02-04 11:04:37","식육가공업","233966.792974128","309922.965259593","축산물가공업","식육가공업","0","L00","3",
