번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,Unnamed: 47,record_key
754,유흥주점영업,07_23_02_P,5590000,5590000-102-2026-00002,2026-02-13,,1,영업/정상,1,영업,,,,,,69.85,482-130,경기도 양주시 옥정동 966-2 폴리프라자1 406호,"경기도 양주시 옥정동로7나길 15, 폴리프라자1 406호 (옥정동)",11473.0,다이아2,2026-02-13 09:41:37,I,2026-02-15 00:20:02,룸살롱,208153.549108134,479742.042872861,룸살롱,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,69.85,,,,,다이아2_경기도양주시옥정동966-2폴리프라자1406호
753,유흥주점영업,07_23_02_P,5590000,5590000-102-2026-00001,2026-02-13,,1,영업/정상,1,영업,,,,,,84.15,482-130,경기도 양주시 옥정동 966-2 폴리프라자1 405호,"경기도 양주시 옥정동로7나길 15, 폴리프라자1 405호 (옥정동)",11473.0,다이아1,2026-02-13 09:16:04,I,2026-02-15 00:20:02,룸살롱,208153.549108134,479742.042872861,룸살롱,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,84.15,,,,,다이아1_경기도양주시옥정동966-2폴리프라자1405호
752,유흥주점영업,07_23_02_P,5350000,5350000-102-2026-00002,2026-02-13,,1,영업/정상,1,영업,,,,,,91.46,621-903,경상남도 김해시 내동 1118-3 경남프라자 5층 501호,"경상남도 김해시 내외중앙로 57, 경남프라자 5층 501호 (내동)",50948.0,가지가라오케,2026-02-13 13:41:16,I,2026-02-15 00:20:02,스텐드바,369833.413257665,194479.664395134,스텐드바,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,91.46,,,,,가지가라오케_경상남도김해시내동1118-3경남프라자5층501호
700,유흥주점영업,07_23_02_P,4800000,4800000-102-2026-00001,2026-02-11,,1,영업/정상,1,영업,,,,,,94.9,530-826,전라남도 목포시 상동 1035-3,"전라남도 목포시 하당남부로 52, 지하1층 (상동)",58688.0,다이아유흥주점,2026-02-11 10:19:30,I,2026-02-13 00:20:38,룸살롱,147749.355090826,144721.792270164,룸살롱,0.0,0.0,유흥업소밀집지역,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,94.9,,,,,다이아유흥주점_전라남도목포시상동1035-3
673,유흥주점영업,07_23_02_P,4201000,4201000-102-2026-00001,2026-02-10,,1,영업/정상,1,영업,,,,,,84.2,,강원특별자치도 강릉시 교동 156-23,"강원특별자치도 강릉시 강릉대로 267, 지하층 (교동)",25491.0,줄리아나,2026-02-10 10:54:58,I,2026-02-12 00:20:02,노래클럽,367217.200245293,474914.336588966,노래클럽,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,84.2,,,,,줄리아나_강원특별자치도강릉시교동156-23
671,유흥주점영업,07_23_02_P,5670000,5670156-102-2026-00003,2026-02-10,,1,영업/정상,1,영업,,,,,,80.17,631-460,경상남도 창원시 마산합포구 동성동 260,"경상남도 창원시 마산합포구 동서북14길 24-1, 2층 (동성동)",51729.0,정가라오케,2026-02-10 14:09:36,I,2026-02-12 00:20:02,기타,343428.458579658,190799.356981332,기타,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,80.17,,,,,정가라오케_경상남도창원시마산합포구동성동260
672,유흥주점영업,07_23_02_P,4040000,4040000-102-2026-00001,2026-02-09,,1,영업/정상,1,영업,,,,,,111.54,465-150,경기도 하남시 망월동 1108-1 미타워,"경기도 하남시 미사강변중앙로 164, 미타워 507호 (망월동)",12913.0,메이드,2026-02-10 17:43:06,I,2026-02-12 00:20:02,룸살롱,216819.675863247,451043.552753769,룸살롱,0.0,0.0,유흥업소밀집지역,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,111.54,,,,,메이드_경기도하남시망월동1108-1미타워
616,유흥주점영업,07_23_02_P,3560000,3560000-102-2026-00001,2026-02-06,,1,영업/정상,1,영업,,,,,032 7194622,111.18,404-320,"인천광역시 서구 원당동 1043-13 다온프라자2 301,2호","인천광역시 서구 발산로 23, 다온프라자2 301,302호 (원당동)",22866.0,"심쿵,아라가자",2026-02-06 09:42:13,I,2026-02-08 00:20:01,노래클럽,,,노래클럽,0.0,0.0,기타,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,111.18,,,,,"심쿵,아라가자_인천광역시서구원당동1043-13다온프라자2301,2호"
615,유흥주점영업,07_23_02_P,5670000,5670140-102-2026-00001,2026-02-06,,1,영업/정상,1,영업,,,,,,354.91,642-832,경상남도 창원시 성산구 상남동 19-5 호동빌딩 3층,"경상남도 창원시 성산구 마디미동로 31, 호동빌딩 3층 (상남동)",51496.0,후크뮤직타운,2026-02-06 16:04:15,I,2026-02-08 00:20:01,기타,353374.822519211,192567.528060404,기타,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,354.91,,,,,후크뮤직타운_경상남도창원시성산구상남동19-5호동빌딩3층
591,유흥주점영업,07_23_02_P,5350000,5350000-102-2026-00001,2026-02-05,,1,영업/정상,1,영업,,,,,,304.58,621-340,경상남도 김해시 장유동 843-1 위드스타빌딩 2층 201호,"경상남도 김해시 율하숲길 22, 위드스타빌딩 2층 201호 (장유동)",51022.0,준코뮤직타운 김해장유점,2026-02-05 14:49:30,I,2026-02-07 00:20:02,노래클럽,366078.596151538,187267.076045898,노래클럽,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,304.58,,,,,준코뮤직타운김해장유점_경상남도김해시장유동843-1위드스타빌딩2층201호
