"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","일반야영장업","03_11_07_P","5480000","CDFI2262132026000002","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경상남도 합천군 가야면 사촌리 6","경상남도 합천군 가야면 가조가야로 2850-1","50203","15.3(십오점삼)","2026-04-01 14:20:50","I","2026-04-03 00:20:02","","302792.2755264","251265.239087032","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2","일반야영장업","03_11_07_P","5020000","CDFI2262132026000001","2026-04-02","","01","영업/정상","13","영업중","","","","","054-270-2443","","","경상북도 포항시 북구 흥해읍 칠포리 197-31","경상북도 포항시 북구 흥해읍 해안로 1376","37530","포항시 근로자 다목적 야영장","2026-04-01 19:18:18","I","2026-04-03 00:20:02","","415765.903979506","295203.157171619","일반야영장업","","자연녹지지역","0","","","","","0","0","0","81","","","0","0","","0","0","","0","7045","","0","","","","","","","0","","","","7045",
"3","일반야영장업","03_11_07_P","3990000","CDFI2262132021000003","2021-10-15","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 수동면 외방리 409-4","경기도 남양주시 수동면 축령산로 121-1","12025","별내린캠핑장","2026-04-01 17:14:20","U","2026-04-03 02:40:00","","226819.657078197","470777.478219114","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"4","일반야영장업","03_11_07_P","5580000","CDFI2262132025000001","2025-09-29","","01","영업/정상","13","영업중","","","","","042-841-0088","","","충청남도 계룡시 금암동 223-15","충청남도 계룡시 동금암길 130 (금암동)","32832","별마루","2026-04-01 17:32:09","U","2026-04-03 02:40:00","","223095.989515716","308410.311210109","일반야영장업","","","0","","","DB손해보험","","0","0","0","39","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"5","일반야영장업","03_11_07_P","5480000","CDFI2262132020000003","2020-12-04","","01","영업/정상","13","영업중","","","","","","","","경상남도 합천군 봉산면 김봉리 418","경상남도 합천군 봉산면 서부로 4344-11","50211","레저빌봉산","2026-04-01 09:00:11","U","2026-04-03 02:40:00","","294544.15210123","236860.378034983","일반야영장업","","","0","기타","","","","0","0","0","88","","","0","0","","0","0","","0","88.08","","0","","","","","","","0","","","","88",
"6","일반야영장업","03_11_07_P","5220000","CDFI2262132026000001","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 지천면 달서리 9-1 , 11-1","","","바베큐 런","2026-04-02 14:06:03","I","2026-04-04 00:20:02","","333763.673396161","278601.696051844","일반야영장업","","관리지역","1","","","","","1","0","0","0","","","0","0","","0","0","","0","160.8","","0","","","","","","","0","","","","161",
"7","일반야영장업","03_11_07_P","4351000","CDFI2262132023000003","2023-04-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 현남면 시변리 43","강원특별자치도 양양군 현남면 창리길 19-1","25053","템플 온더 비치","2026-04-02 13:45:14","U","2026-04-04 02:40:00","","354506.993727974","497839.842867145","일반야영장업","","일반주거지역","2","기타","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","248.56","","0","","","","","","","0","","","","249",
"8","일반야영장업","03_11_07_P","4090000","CDFI2262132020000001","2020-05-22","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 운양동 48-1","경기도 김포시 금포로 1196 (운양동)","10075","행복한 체험 캠핑장","2026-04-02 17:46:52","U","2026-04-04 02:40:00","","173547.82351937","461030.256004413","일반야영장업","","","0","","","현대해상화재보험","","0","0","0","123","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"9","일반야영장업","03_11_07_P","4840000","CDFI2262132025000002","2025-12-22","","01","영업/정상","13","영업중","","","","","061-797-3363","","","전라남도 광양시 태인동 1629-11","전라남도 광양시 명당길 86 (태인동)","57815","배알도 별빛야영장","2026-04-02 17:00:30","U","2026-04-04 02:40:00","","269260.419482345","162560.834532123","일반야영장업","","녹지지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"10","일반야영장업","03_11_07_P","5590000","CDFI2262132017000002","2017-07-13","","01","영업/정상","13","영업중","","","","","","","","경기도 양주시 백석읍 기산리 302-6","경기도 양주시 백석읍 기산로471번길 110","11518","해피캠핑장","2026-04-02 13:01:25","U","2026-04-04 02:40:00","","194988.609253364","475350.767031933","일반야영장업","","관리지역","0","","","삼성화재해상보험주식회사","기타","1","0","0","53","","","0","0","","0","0","","0","53.2","","0","","","","","","","0","","","","53",
"11","일반야영장업","03_11_07_P","4140000","CDFI2262132016000010","2016-09-27","","02","휴업","02","휴업","","2017-11-10","2018-03-31","","","","","경기도 연천군 미산면 광동리 38","경기도 연천군 미산면 청정로918번길 123","11046","다솔 관광농원","2026-04-02 09:00:15","U","2026-04-04 02:40:00","","196101.736518503","503794.20000572","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","2818","","0","","","","","","","0","","","","2818",
"12","일반야영장업","03_11_07_P","4050000","CDFI2262132015000014","2015-07-24","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 원삼면 목신리 83-61","경기도 용인시 처인구 원삼면 보개원삼로1372번길 41","17170","구봉산오토캠핑장 나인힐스","2026-04-02 13:58:23","U","2026-04-04 02:40:00","","227768.378412832","401819.364791977","일반야영장업","","","0","","","삼성화재","","0","0","0","197","","","0","0","","0","0","","0","13589","","0","","","","","","","0","","","","13589",
"13","일반야영장업","03_11_07_P","5150000","CDFI2262132026000001","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","경상북도 의성군 단밀면 주선리 400","경상북도 의성군 단밀면 도안로 1624-5","37374","농촌효테마공원","2026-04-03 13:56:42","I","2026-04-05 00:20:22","","323718.551032417","319775.665898506","일반야영장업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","902.62","","0","","","","","","","11000000","","","","903",
"14","일반야영장업","03_11_07_P","5020000","CDFI2262132026000002","2026-04-02","","01","영업/정상","13","영업중","","","","","054-270-2443","","","경상북도 포항시 북구 흥해읍 칠포리 197-31","경상북도 포항시 북구 흥해읍 해안로 1376","37530","포항시 근로자 다목적 야영장","2026-04-03 13:11:38","I","2026-04-05 00:20:22","","415765.903979506","295203.157171619","일반야영장업","","자연녹지지역","0","","","","","0","0","0","81","","","0","0","","0","0","","0","7045","","0","","","","","","","0","","","","7045",
"15","일반야영장업","03_11_07_P","4181000","CDFI2262132015000006","2015-06-04","","02","휴업","02","휴업","","2026-04-01","2026-04-17","","033-260-2875","","200-914","강원특별자치도 춘천시 남산면 백양리 산 1-2","강원특별자치도 춘천시 남산면 북한강변길 688","24464","엘리시안 강촌 캠핑파크","2026-04-03 17:30:22","U","2026-04-05 02:40:00","","252001.082871926","480160.576219091","일반야영장업","","","0","","","DB손해보험","","0","0","0","0","","","0","0","","0","0","","0","5400","","0","","","","","","","354999992000","","","","5400",
"16","일반야영장업","03_11_07_P","5600000","CDFI2262132022000006","2022-02-08","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 관인면 사정리 103","경기도 포천시 관인면 뗏마루길 128-26","11101","큰돌 캠핑장","2026-04-03 14:10:17","U","2026-04-05 02:40:00","","222032.641036056","513133.364720061","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"17","일반야영장업","03_11_07_P","5200000","CDFI2262132022000001","2022-02-23","","01","영업/정상","13","영업중","","","","","","","","경상북도 고령군 덕곡면 옥계리 227-2","경상북도 고령군 덕곡면 야로덕곡로 483-68","40129","숲에 안기다","2026-04-03 11:49:00","U","2026-04-05 02:40:00","","306350.320188332","252925.931744105","일반야영장업","","관리지역","1","기타","","DB손해보험","기타","1","0","0","81","","","0","0","","0","0","","50","81","","0","","","","","","","100000000","","","","81",
"18","일반야영장업","03_11_07_P","5190000","CDFI2262132025000007","2025-12-05","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 청도읍 평양리 368-2","경상북도 청도군 청도읍 한재로 347","38350","하늘위 리조트 글램핑","2026-04-03 15:19:07","U","2026-04-05 02:40:00","","357029.375844651","233532.33863789","일반야영장업","","관리지역","0","","","","","0","0","0","119","","","0","0","","0","0","","0","4246","","0","","","","","","","0","","","","4246",
"19","일반야영장업","03_11_07_P","4160000","CDFI2262132021000004","2021-03-31","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 가평읍 마장리 69-2","경기도 가평군 가평읍 물안산길 83","12409","브룩스 캠핑장","2026-04-03 15:13:43","U","2026-04-05 02:40:00","","246111.583874232","484047.252440426","일반야영장업","","관리지역","0","기타","","","기타","0","0","0","0","","","0","0","","0","0","","0","725","","0","","","","","","","0","","","","725",
"20","일반야영장업","03_11_07_P","5080000","CDFI2262132025000001","2025-03-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 산동읍 백현리 1191","경상북도 구미시 산동읍 송백로 674-1","39161","송백농원","2026-04-03 09:35:29","U","2026-04-05 02:40:00","","","","일반야영장업","","관리지역","1","","","메리츠화재","기타","1","0","0","0","","","0","0","","0","0","","0","7399.7","","0","","","","","","","0","","","","7400",
"21","일반야영장업","03_11_07_P","5110000","CDFI2262132015000004","2015-07-01","","01","영업/정상","13","영업중","","","","","","","","경상북도 상주시 내서면 서만리 1013","경상북도 상주시 내서면 우서로 409","37148","구마이오토캠핑장","2026-04-03 09:17:55","U","2026-04-05 02:40:00","","293184.965777925","328673.75222037","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","30.36","","0","","","","","","","0","","","","30",
"22","일반야영장업","03_11_07_P","4930000","CDFI2262132015000003","2015-06-29","","02","휴업","02","휴업","","2026-03-30","2027-03-29","","","","536-924","전라남도 해남군 송지면 송호리 1220-10","전라남도 해남군 송지면 갈산길 95","59065","땅끝바다낚시터","2026-04-03 10:54:50","U","2026-04-05 02:40:00","","155433.981076747","89788.4951540328","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","592","","0","","","","","","","0","","","","592",
