"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","대중문화예술기획업","03_08_02_P","4060000","CDFF3241092026000004","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 와동동 ****-* 힐스테이트 더 운정","경기도 파주시 와석순환로***번길 **, 힐스테이트 더 운정 ***동 *층 ***호 (와동동)","10896","윈드폴 매니지먼트","2026-03-03 15:15:36","I","2026-03-05 00:20:02","","179108.746801655","469238.71813904","대중문화예술기획업","유통관련업","0","","엔터테인먼트","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","대중문화예술기획업","03_08_02_P","3210000","CDFF3241092026000011","2022-08-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 반포동 ***-** 제이디 빌딩","서울특별시 서초구 강남대로**길 **, 제이디 빌딩 *층 (반포동)","06542","(주)티엠씨엔터","2026-03-03 10:31:28","I","2026-03-05 00:20:02","","201907.192235434","444731.440860365","대중문화예술기획업","유통관련업","0","","대중문화예술기획업","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"3","대중문화예술기획업","03_08_02_P","3210000","CDFF3241092026000012","2021-01-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 ****-* 에르메티아 서초","서울특별시 서초구 반포대로**길 **, 에르메티아 서초 ****호 (서초동)","06652","주식회사 에스타시","2026-03-03 15:13:12","I","2026-03-05 00:20:02","","201012.069921407","442777.891633909","대중문화예술기획업","유통관련업","0","","연예보조서비스업, 연예매니지먼트업","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"4","대중문화예술기획업","03_08_02_P","6440000","M04022026000003","2026-03-03","","01","영업/정상","1","영업","","","","","","","","충청남도 홍성군 구항면 내현리 ***번지 *호","충청남도 홍성군 구항면 거북로 ***-**","","스튜디오 110","2026-03-03 09:24:06","I","2026-03-05 00:20:02","","165278.175755821","341275.457571809","대중문화예술기획업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","공연 기획업","","",
"5","대중문화예술기획업","03_08_02_P","3130000","CDFF3241092026000014","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 성산동 ***-** 레이즈빌딩","서울특별시 마포구 월드컵북로 **, 레이즈빌딩 *층 (성산동)","03999","주식회사 마레","2026-03-03 16:23:04","I","2026-03-05 00:20:02","","192577.355971969","450783.492331765","대중문화예술기획업","유통관련업","0","","연예매니지먼트, 콘텐츠 기획 및 제작업","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"6","대중문화예술기획업","03_08_02_P","3180000","CDFF3241092026000008","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 당산동*가 *** 리드원센터","서울특별시 영등포구 양산로 **, 리드원센터 에프동 ****호 (당산동*가)","07261","케이아이엔터테인먼트 주식회사","2026-03-03 09:03:06","I","2026-03-05 00:20:02","","190483.297508855","446975.595771463","대중문화예술기획업","유통관련업","0","","연예엔터테인먼트","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"7","대중문화예술기획업","03_08_02_P","3130000","CDFF3241092023000040","2015-08-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 합정동 ***-**","서울특별시 마포구 성지*길 **, ***호 (합정동)","04083","(주)글로리어스","2026-03-03 14:44:43","U","2026-03-05 02:40:00","","192302.161224996","449344.211061255","대중문화예술기획업","유통관련업","0","","연예매니지먼트,영화제작업,드라마제작업,광고대행","666.6","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"8","대중문화예술기획업","03_08_02_P","3220000","CDFF3241092024000044","2024-04-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 ***-**","서울특별시 강남구 테헤란로**길 **-**, *층 ***호 (역삼동)","06222","(주)픽스유","2026-03-03 17:06:03","U","2026-03-05 02:40:00","","203595.038316179","444232.443734344","대중문화예술기획업","유통관련업","0","","매니저업","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"9","대중문화예술기획업","03_08_02_P","3220000","CDFF3241092024000069","2024-05-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-*","서울특별시 강남구 학동로**길 **-*, 지하*층-지상*층 (논현동)","06099","주식회사 쓰리와이코프레이션","2026-03-03 17:13:57","U","2026-03-05 02:40:00","","203446.980129119","445928.154606623","대중문화예술기획업","유통관련업","0","","방송프로그램 제작","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"10","대중문화예술기획업","03_08_02_P","3020000","CDFF3241092026000006","2025-11-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 한남동 ***-** 한강리 제일빌딩","서울특별시 용산구 한남대로**길 **, 한강리 제일빌딩 *층 (한남동)","04401","주식회사 바우슈텔러","2026-03-03 17:06:31","U","2026-03-05 02:40:00","","200473.381035472","447965.743065212","대중문화예술기획업","유통관련업","0","","매니저업","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
