번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,Unnamed: 47,record_key
1392,위탁급식영업,07_21_01_P,3210000,3210000-120-2026-00002,2026-02-26,,1,영업/정상,1,영업,,,,,,524.24,137-909,서울특별시 서초구 잠원동 71-10 청담고등학교,"서울특별시 서초구 신반포로23길 66, 청담고등학교 1층 (잠원동)",6510.0,(주)정오아카데미 청담고등학교점,2026-02-26 12:15:06,I,2026-02-28 00:20:02,위탁급식영업,200370.155639824,445419.009996221,위탁급식영업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,524.24,,,,,(주)정오아카데미청담고등학교점_서울특별시서초구잠원동71-10청담고등학교
1396,위탁급식영업,07_21_01_P,4460000,4460000-120-2026-00001,2026-02-26,,1,영업/정상,1,영업,,,,,043 830 8509,1154.21,367-700,충청북도 괴산군 괴산읍 동부리 5 중원대학교,"충청북도 괴산군 괴산읍 문무로 85, 중원대학교 본관 1동 1층",28024.0,도담도담,2026-02-26 14:27:37,I,2026-02-28 00:20:02,위탁급식영업,271272.010724907,368945.941173581,위탁급식영업,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,1154.21,,,,,도담도담_충청북도괴산군괴산읍동부리5중원대학교
1393,위탁급식영업,07_21_01_P,3160000,3160000-120-2026-00002,2026-02-26,,1,영업/정상,1,영업,,,,,02  996 7691,983.0,152-826,서울특별시 구로구 고척동 66-28 경인고등학교,"서울특별시 구로구 경인로46길 31, 경인고등학교 1층 (고척동)",8275.0,(주)정오아카데미 경인고등학교점,2026-02-26 13:51:01,I,2026-02-28 00:20:02,위탁급식영업,188062.14527548,443811.274959591,위탁급식영업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,983.0,,,,,(주)정오아카데미경인고등학교점_서울특별시구로구고척동66-28경인고등학교
1402,위탁급식영업,07_21_01_P,5530000,5740000-120-2026-00009,2026-02-26,,1,영업/정상,1,영업,,,,,,77.49,,경기도 화성시 만세구 향남읍 구문천리 334-3 화성플러스요양원 1동 지하1층 일부호,"경기도 화성시 만세구 향남읍 문언동길 1, 화성플러스요양원 1동 지하1층 일부호",18623.0,그린푸드(화성플러스요양원),2026-02-26 17:28:43,I,2026-02-28 00:20:02,위탁급식영업,190302.016539664,398739.085568917,위탁급식영업,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,77.49,,,,,그린푸드(화성플러스요양원)_경기도화성시만세구향남읍구문천리334-3화성플러스요양원1동지하1층일부호
1401,위탁급식영업,07_21_01_P,5530000,5740000-120-2026-00008,2026-02-26,,1,영업/정상,1,영업,,,,,,454.32,,경기도 화성시 만세구 송산면 사강리 625 송산고등학교,"경기도 화성시 만세구 송산면 송산포도로 102-21, 송산고등학교 7동 3층",18550.0,가람푸드써비스(유)송산고지점,2026-02-26 14:23:27,I,2026-02-28 00:20:02,위탁급식영업,176693.149876821,412688.57766868,위탁급식영업,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,454.32,,,,,가람푸드써비스(유)송산고지점_경기도화성시만세구송산면사강리625송산고등학교
1399,위탁급식영업,07_21_01_P,3910000,3910000-120-2026-00002,2026-02-26,,1,영업/정상,1,영업,,,,,,74.08,450-020,경기도 평택시 합정동 974-8,"경기도 평택시 평택5로34번길 43-16, 지하1층 일부호 (합정동)",17902.0,햇살드림푸드 참사랑요양원점,2026-02-26 14:16:14,I,2026-02-28 00:20:02,위탁급식영업,210174.369179227,387447.405925379,위탁급식영업,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,74.08,,,,,햇살드림푸드참사랑요양원점_경기도평택시합정동974-8
1398,위탁급식영업,07_21_01_P,3010000,3010000-120-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,,984.89,100-878,서울특별시 중구 흥인동 1-1 성동공업고등학교,"서울특별시 중구 다산로 290, 성동공업고등학교 1층 (흥인동)",4571.0,(주)정오아카데미 성동공업고등학교점,2026-02-26 16:55:59,I,2026-02-28 00:20:02,위탁급식영업,201428.149730846,451851.925540893,위탁급식영업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,984.89,,,,,(주)정오아카데미성동공업고등학교점_서울특별시중구흥인동1-1성동공업고등학교
1397,위탁급식영업,07_21_01_P,4490000,5660000-120-2026-00006,2026-02-26,,1,영업/정상,1,영업,,,,,,41.58,331-949,충청남도 천안시 서북구 쌍용동 1057,"충청남도 천안시 서북구 서부대로 410, 5층 (쌍용동)",31155.0,명품노인전문요양원,2026-02-26 15:51:05,I,2026-02-28 00:20:02,위탁급식영업,211339.070605794,366938.04973253,위탁급식영업,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,41.58,,,,,명품노인전문요양원_충청남도천안시서북구쌍용동1057
1400,위탁급식영업,07_21_01_P,4080000,4080000-120-2026-00002,2026-02-26,,1,영업/정상,1,영업,,,,,0220387739,421.2,456-891,경기도 안성시 죽산면 칠장리 10-1,경기도 안성시 죽산면 칠장로 107-9,17524.0,참푸드한겨레점,2026-02-26 17:22:31,I,2026-02-28 00:20:02,위탁급식영업,237547.604917477,392165.770883755,위탁급식영업,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,421.2,,,,,참푸드한겨레점_경기도안성시죽산면칠장리10-1
1395,위탁급식영업,07_21_01_P,3160000,3160000-120-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,02 8512065,85.0,152-842,서울특별시 구로구 구로동 105-1 구로고등학교,"서울특별시 구로구 가마산로27길 45, 구로고등학교 (구로동)",8299.0,가람푸드써비스(유) 구로고지점,2026-02-26 15:09:41,I,2026-02-28 00:20:02,위탁급식영업,190197.873287224,444041.000449912,위탁급식영업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,85.0,,,,,가람푸드써비스(유)구로고지점_서울특별시구로구구로동105-1구로고등학교
