"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","국제회의기획업","03_08_01_P","3130000","CDFI2263102026000002","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 성산동 114-3 성산동 성일 APT","서울특별시 마포구 월드컵북로 98, 201호 (성산동, 성산동 성일 APT)","03978","스튜디오이음(주)","2026-02-02 19:00:25","I","2026-02-04 00:20:02","","192403.199513268","451124.615897058","국제회의기획업","","","0","","","","","0","0","0","0","STUDIOEUUM Inc.","PROFESSIONAL CONGRESS ORGANIZER","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2","국제회의기획업","03_08_01_P","3220000","CDFI2263102020000002","2020-02-11","","03","폐업","03","폐업","2026-01-30","","","","","","","서울특별시 강남구 논현동 65-24","서울특별시 강남구 언주로147길 42, 2층 2002호 (논현동)","06049","㈜유피피코리아","2026-01-30 10:14:56","U","2026-02-04 11:04:37","","202668.065422549","446332.171860773","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"3","국제회의기획업","03_08_01_P","3130000","CDFI2263102025000022","2025-08-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 448-24 서교빌딩","서울특별시 마포구 월드컵북로5가길 12, 서교빌딩 4층 (서교동)","04001","더현대 주식회사(THE HYUNDAI Co.,Ltd)","2026-01-30 10:18:30","U","2026-02-04 11:04:37","","192722.382787372","450510.99121378","국제회의기획업","","","0","","","","","0","0","0","0","THE HYUNDAI Co.,Ltd","PROFESSIONAL CONGRESS ORGANIZER","0","0","","0","0","","0","95.86","","0","","","","","","","0","","","","96",
"4","국제회의기획업","03_08_01_P","3210000","CDFI2263102025000004","2025-02-20","","01","영업/정상","13","영업중","","","","","02-3404-9500","","","서울특별시 서초구 서초동 1658-22 미주빌딩","서울특별시 서초구 서초중앙로20길 27, 4층 403호 (서초동)","06634","인싸이트코리아 주식회사","2026-01-30 10:31:18","U","2026-02-04 11:04:37","","201313.919293611","443364.332054179","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"5","국제회의기획업","03_08_01_P","5220000","CDFI2263102026000001","2026-02-04","","01","영업/정상","13","영업중","","","","","054-920-7307","","","경상북도 칠곡군 왜관읍 왜관리 285-58 3층","경상북도 칠곡군 왜관읍 중앙로 149, 3층","39895","알배기협동조합","2026-02-04 17:29:04","I","2026-02-06 00:20:02","","326097.270530024","277350.493804588","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"6","국제회의기획업","03_08_01_P","3130000","CDFI2263102023000003","2023-01-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 476-18","서울특별시 마포구 월드컵로10길 5 (서교동)","04004","(주)메이커피앤에스","2026-02-03 13:11:42","U","2026-02-06 02:40:00","","193166.741184321","451378.371853012","국제회의기획업","","","0","","","","근린생활시설","0","0","0","0","Maker P&S Co., Ltd","PROFESSIONAL CONGRESS ORGANIZER","0","0","","0","0","","0","0","","0","","","","","","","71380256","","","","0",
"7","국제회의기획업","03_08_01_P","3310000","CDFI2263102026000001","2012-01-20","","01","영업/정상","13","영업중","","","","","0515137772","","","부산광역시 남구 문현동 1226","부산광역시 남구 남동천로 128, 1동 1321호 (문현동)","48400","주식회사 투앰","2026-02-05 16:51:17","I","2026-02-07 00:20:02","","388049.087303048","185168.723154198","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"8","국제회의기획업","03_08_01_P","3290000","CDFI2263102026000001","2026-02-06","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 양정동 399-1 한진스카이뷰","부산광역시 부산진구 거제대로 46, 한진스카이뷰 101호 (양정동)","47212","주식회사 프릭","2026-02-06 13:05:53","I","2026-02-08 00:20:01","","388323.408641445","187900.04032207","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","59","","0","","","","","","","50000000","","","","59",
"9","국제회의기획업","03_08_01_P","3030000","CDFI2263102024000002","2024-08-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동1가 22-7 서울숲 더스페이스","서울특별시 성동구 성수일로 39-34, 서울숲 더스페이스 701호 (성수동1가)","04779","주식회사 엣나우","2026-02-06 14:03:20","U","2026-02-08 02:40:00","","204197.212985577","449129.524292388","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","97.65","","0","","","","","","","50000000","","","","98",
"10","국제회의기획업","03_08_01_P","3130000","CDFI2263102025000004","2018-05-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 370-15","서울특별시 마포구 홍익로5길 59, 3층 (서교동)","04039","(주)이투어리즘","2026-02-06 11:10:39","U","2026-02-08 02:40:00","","192834.154427025","450055.458374745","국제회의기획업","","","7","","","","근린생활시설","0","0","0","0","Etourism Co., Ltd","PROFESSIONAL CONGRESS ORGANIZER","0","0","","0","0","","0","181.82","","0","","","","","","","283000000","","","","182",
