번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,Unnamed: 47,record_key
1806,식품자동판매기업,07_22_10_P,5220000,5220000-112-2026-00001,2026-02-26,,1,영업/정상,1,영업,,,,,,3.3,718-831,경상북도 칠곡군 석적읍 남율리 750 104호,경상북도 칠곡군 석적읍 강변대로 2293,39842.0,빵퍼주는집 석적점,2026-02-26 16:03:52,I,2026-02-28 00:20:02,식품자동판매기영업,325574.220271538,287107.340636307,식품자동판매기영업,0,0,,,,0,0,0,0,0,,0,0,N,0.0,,,,,빵퍼주는집석적점_경상북도칠곡군석적읍남율리750104호
1807,식품자동판매기업,07_22_10_P,3200000,3200000-112-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,,3.0,151-807,서울특별시 관악구 봉천동 1699-1 힐스테이트관악센트씨엘아파트,"서울특별시 관악구 구암5길 28 (봉천동, 힐스테이트관악센트씨엘아파트)",8724.0,힐스테이트 관악센트씨엘 아파트,2026-02-26 13:55:34,I,2026-02-28 00:20:02,식품자동판매기영업,195154.265777494,443309.08600592,식품자동판매기영업,0,0,,,상수도전용,0,0,0,0,0,,0,0,N,0.0,,,,,힐스테이트관악센트씨엘아파트_서울특별시관악구봉천동1699-1힐스테이트관악센트씨엘아파트
1825,식품자동판매기업,07_22_10_P,4080000,4080000-112-2026-00002,2026-02-26,,1,영업/정상,1,영업,,,,,,0.0,456-853,경기도 안성시 서운면 신능리 51-16 안성맞춤휴게소평택방향,"경기도 안성시 서운면 평택제천고속도로 41, 안성맞춤(평택방향)휴게소 가동 1층",17606.0,안성맞춤(평택방향)휴게소,2026-02-26 13:21:12,I,2026-02-28 00:20:02,식품자동판매기영업,224505.77936363,385323.654828683,식품자동판매기영업,0,0,,,,0,0,0,0,0,,0,0,N,0.0,,,,,안성맞춤(평택방향)휴게소_경기도안성시서운면신능리51-16안성맞춤휴게소평택방향
1824,식품자동판매기업,07_22_10_P,5110000,5110000-112-2026-00003,2026-02-26,,1,영업/정상,1,영업,,,,,,,742-050,경상북도 상주시 서성동 59-5,경상북도 상주시 상산로 302 (서성동),37189.0,씨유 상주서성점,2026-02-26 11:53:25,I,2026-02-28 00:20:02,식품자동판매기영업,303913.078811476,324722.315518512,식품자동판매기영업,0,0,,,,0,0,0,0,0,,0,0,N,0.0,,,,,씨유상주서성점_경상북도상주시서성동59-5
1823,식품자동판매기업,07_22_10_P,5380000,5380000-112-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,,3.3,626-811,경상남도 양산시 물금읍 가촌리 549-15,"경상남도 양산시 물금읍 가촌로 111, 1층 일부호",50603.0,씨유 가촌대로점,2026-02-26 14:01:33,I,2026-02-28 00:20:02,식품자동판매기영업,381186.684299151,204172.974657122,식품자동판매기영업,0,0,,,,0,0,0,0,0,,0,0,N,3.3,,,,,씨유가촌대로점_경상남도양산시물금읍가촌리549-15
1822,식품자동판매기업,07_22_10_P,3540000,3540000-112-2026-00008,2026-02-26,,1,영업/정상,1,영업,,,,,,,403-866,인천광역시 부평구 삼산동 456-8 주공삼산타운아파트 비상가동 105호,"인천광역시 부평구 체육관로 111, 비상가동 1층 105호 (삼산동, 주공삼산타운아파트)",21342.0,이마트24삼산타운점,2026-02-26 14:26:11,I,2026-02-28 00:20:02,식품자동판매기영업,177166.157429541,445479.155664019,식품자동판매기영업,0,0,,,,0,0,0,0,0,,0,0,N,0.0,,,,,이마트24삼산타운점_인천광역시부평구삼산동456-8주공삼산타운아파트비상가동105호
1821,식품자동판매기업,07_22_10_P,4430000,4430000-112-2026-00003,2026-02-26,,1,영업/정상,1,영업,,,,,,116.73,373-802,충청북도 옥천군 옥천읍 양수리 95-1,충청북도 옥천군 옥천읍 양수로 77,29035.0,양수리 무인카페,2026-02-26 16:20:14,I,2026-02-28 00:20:02,식품자동판매기영업,250035.230499111,310912.945384876,식품자동판매기영업,0,0,,,,0,0,0,0,0,,0,0,N,116.73,,,,,양수리무인카페_충청북도옥천군옥천읍양수리95-1
1820,식품자동판매기업,07_22_10_P,4430000,4430000-112-2026-00002,2026-02-26,,1,영업/정상,1,영업,,,,,,132.0,373-806,충청북도 옥천군 옥천읍 금구리 199-2 학원,충청북도 옥천군 옥천읍 가화길 21,29034.0,가화리 무인카페,2026-02-26 16:21:37,I,2026-02-28 00:20:02,식품자동판매기영업,250505.073341793,311503.722098829,식품자동판매기영업,0,0,,,,0,0,0,0,0,,0,0,N,132.0,,,,,가화리무인카페_충청북도옥천군옥천읍금구리199-2학원
1819,식품자동판매기업,07_22_10_P,5050000,5050000-112-2026-00001,2026-02-26,,1,영업/정상,1,영업,,,,,,,780-100,경상북도 경주시 보문동 3-6,경상북도 경주시 경감로 233 (보문동),38117.0,라원 놀아봄,2026-02-26 16:36:24,I,2026-02-28 00:20:02,식품자동판매기영업,404449.17691387,263242.796099813,식품자동판매기영업,0,0,,,,0,0,0,0,0,,0,0,N,0.0,,,,,라원놀아봄_경상북도경주시보문동3-6
1817,식품자동판매기업,07_22_10_P,4641000,4651000-112-2026-00004,2026-02-26,,1,영업/정상,1,영업,,,,,,,,전북특별자치도 전주시 완산구 서노송동 689-1 태양공업사,"전북특별자치도 전주시 완산구 권삼득로 65, 1층 (서노송동)",55005.0,건화,2026-02-26 16:40:37,I,2026-02-28 00:20:02,식품자동판매기영업,213150.455319254,258598.595932015,식품자동판매기영업,0,0,,,,0,0,0,0,0,,0,0,N,0.0,,,,,건화_전북특별자치도전주시완산구서노송동689-1태양공업사
