번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,Unnamed: 47,record_key
658,집단급식소식품판매업,07_22_01_P,5380000,5380000-122-2026-00003,2026-02-26,,1,영업/정상,1,영업,,,,,,1838.69,626-220,경상남도 양산시 어곡동 1070-4,"경상남도 양산시 어곡공단6길 40, 지상1, 지하1층 일부호 (어곡동)",50591.0,(주)포엠통상,2026-02-26 09:26:20,I,2026-02-28 00:20:02,집단급식소 식품판매업,382900.379289774,211380.659522544,집단급식소 식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,1838.69,,,,,(주)포엠통상_경상남도양산시어곡동1070-4
662,집단급식소식품판매업,07_22_01_P,3110000,3110000-122-2026-00002,2026-02-26,,1,영업/정상,1,영업,,,,,,71.1,122-952,서울특별시 은평구 응암동 749-55,"서울특별시 은평구 응암로12길 15, 2동 B101호 (응암동)",3479.0,(주)세진피와이엘,2026-02-26 11:31:50,I,2026-02-28 00:20:02,집단급식소 식품판매업,192735.178924337,453946.107039794,집단급식소 식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,임대,0.0,0.0,N,0.0,,,,,(주)세진피와이엘_서울특별시은평구응암동749-55
661,집단급식소식품판매업,07_22_01_P,5350000,5350000-122-2026-00007,2026-02-26,,1,영업/정상,1,영업,,,,,,1.0,621-917,경상남도 김해시 어방동 1060-12 대진빌딩 1층,"경상남도 김해시 분성로557번길 51, 대진빌딩 1층 (어방동)",50820.0,바른푸드,2026-02-26 11:23:09,I,2026-02-28 00:20:02,집단급식소 식품판매업,373430.16117431,195125.828705548,집단급식소 식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,바른푸드_경상남도김해시어방동1060-12대진빌딩1층
660,집단급식소식품판매업,07_22_01_P,3450000,3450000-122-2026-00017,2026-02-26,,1,영업/정상,1,영업,,,,,,46.21,702-300,대구광역시 북구 금호동 754,"대구광역시 북구 한강로8길 4, 1층 1호 (금호동)",41598.0,제이티유통,2026-02-26 10:35:37,I,2026-02-28 00:20:02,집단급식소 식품판매업,336987.990284699,267329.371681729,집단급식소 식품판매업,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,제이티유통_대구광역시북구금호동754
659,집단급식소식품판매업,07_22_01_P,5670000,5670206-122-2026-00003,2026-02-26,,1,영업/정상,1,영업,,,,,,41.16,645-510,경상남도 창원시 진해구 용원동 1223-6,"경상남도 창원시 진해구 용원중로25번길 6-11, 1층 일부호 (용원동)",51604.0,연우푸드,2026-02-26 13:33:34,I,2026-02-28 00:20:02,집단급식소 식품판매업,365499.427960432,179403.36072432,집단급식소 식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,7.14,,,,,연우푸드_경상남도창원시진해구용원동1223-6
642,집단급식소식품판매업,07_22_01_P,5310000,5310000-122-2026-00003,2026-02-25,,1,영업/정상,1,영업,,,,,,153.96,660-985,경상남도 진주시 초전동 260 진주시농산물도매시장,"경상남도 진주시 남강로 1689, 진주시농산물도매시장 고추마늘판매장동 1층 일부 (창고 2호) (초전동)",52733.0,80번상회,2026-02-25 16:31:26,I,2026-02-27 00:20:02,집단급식소 식품판매업,302213.552870966,190763.279708172,집단급식소 식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,80번상회_경상남도진주시초전동260진주시농산물도매시장
644,집단급식소식품판매업,07_22_01_P,3530000,3530000-122-2026-00003,2026-02-25,,1,영업/정상,1,영업,,,,,,39.95,405-100,인천광역시 남동구 남촌동 652 남촌 농산물 도매시장,"인천광역시 남동구 남촌시장로 20, 남촌 농산물 도매시장 채소1동 132호 (남촌동)",21620.0,6번상회,2026-02-25 10:52:35,I,2026-02-27 00:20:02,집단급식소 식품판매업,175123.085101016,435801.839700383,집단급식소 식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,6번상회_인천광역시남동구남촌동652남촌농산물도매시장
641,집단급식소식품판매업,07_22_01_P,5310000,5310000-122-2026-00002,2026-02-25,,1,영업/정상,1,영업,,,,,055 7631449,40.5,660-180,경상남도 진주시 수정동 22-15,"경상남도 진주시 장대로 68, 1층 일부 (수정동)",52752.0,경남식자재유통(주),2026-02-25 13:52:32,I,2026-02-27 00:20:02,집단급식소 식품판매업,298915.977104429,189217.66135108,집단급식소 식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,경남식자재유통(주)_경상남도진주시수정동22-15
646,집단급식소식품판매업,07_22_01_P,4840000,4840000-122-2026-00002,2026-02-25,,1,영업/정상,1,영업,,,,,061 792 9339,96.72,545-872,전라남도 광양시 광영동 768-11 1층중 1층일부,"전라남도 광양시 영수2길 13, 1층중 1층일부 (광영동)",57717.0,주)신화엔지니어링,2026-02-25 11:03:04,I,2026-02-27 00:20:02,집단급식소 식품판매업,265479.655220467,163144.796727508,집단급식소 식품판매업,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,주)신화엔지니어링_전라남도광양시광영동768-111층중1층일부
643,집단급식소식품판매업,07_22_01_P,5710000,5735000-122-2026-00004,2026-02-25,,1,영업/정상,1,영업,,,,,,198.0,363-887,충청북도 청주시 청원구 오창읍 여천리 335,"충청북도 청주시 청원구 오창읍 화산여천길 32-5, 주1동 1층",28127.0,영농조합법인 늘푸름,2026-02-25 09:58:20,I,2026-02-27 00:20:02,집단급식소 식품판매업,244220.485231371,362868.171213804,집단급식소 식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,영농조합법인늘푸름_충청북도청주시청원구오창읍여천리335
645,집단급식소식품판매업,07_22_01_P,5540000,5540000-122-2026-00003,2026-02-25,,1,영업/정상,1,영업,,,,,031 7959855,395.2,464-874,경기도 광주시 곤지암읍 수양리 495-2,"경기도 광주시 곤지암읍 경충대로312번길 16-18, 2동",12813.0,태강에프앤에프(주),2026-02-25 15:49:28,I,2026-02-27 00:20:02,집단급식소 식품판매업,232817.127708117,426399.111084326,집단급식소 식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,12.0,,,,,태강에프앤에프(주)_경기도광주시곤지암읍수양리495-2
