"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","청소년게임제공업","03_05_07_P","3050000","CDFF2241142026000003","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 이문동 149-8","서울특별시 동대문구 이문로 120, 1층 A115호 (이문동)","02418","픽스테이션 외대앞점","2026-03-03 17:58:05","I","2026-03-05 00:20:02","","205541.211931615","455132.605075423","청소년게임제공업","유통관련업","0","","토이즈팝 9대, CACTI GOTCHA 17대, MINI 1대, 짱 1대","51.9","0","0","","0","0","0","0","","","","","","","","","","","","28","","전체이용가","","","","준주거지역",
"2","청소년게임제공업","03_05_07_P","4000000","CDFF2241142026000001","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","경기도 오산시 궐동 687-1 석상타워","경기도 오산시 대호로 85, 석상타워 102호 (궐동)","18123","원픽 스테이션","2026-03-03 17:52:11","I","2026-03-05 00:20:02","","204723.894384577","406240.474044699","청소년게임제공업","유통관련업","0","","","76.82","0","0","","0","0","0","0","","","","","","","","","","","","31","","전체이용가","","","","전용주거지역",
"3","청소년게임제공업","03_05_07_P","3730000","CDFF2241142026000001","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","울산광역시 울주군 온산읍 덕신리 294-5","울산광역시 울주군 온산읍 덕남로 71, 2층","45006","덕신게임장","2026-03-03 13:36:34","I","2026-03-05 00:20:02","","409516.730345268","216955.061083983","청소년게임제공업","유통관련업","0","","","132","0","0","","0","0","0","0","","","","","","","","","","","","50","","전체이용가","","","","",
"4","청소년게임제공업","03_05_07_P","4490000","CDFF2241142026000004","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 동남구 목천읍 신계리 139-4","충청남도 천안시 동남구 목천읍 충절로 883, 1층 101호","31233","플레이토이즈 목천점","2026-03-03 11:27:00","I","2026-03-05 00:20:02","","218553.203168472","363515.184918444","청소년게임제공업","유통관련업","0","","레인보우 미니 10대, 미니 1대","49.11","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"5","청소년게임제공업","03_05_07_P","3830000","CDFF2241142026000007","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","경기도 안양시 동안구 평촌동 900-1 평촌트윈마트","경기도 안양시 동안구 평촌대로 142, 평촌트윈마트 107호 (평촌동)","14103","뽑아말아","2026-03-03 16:55:00","I","2026-03-05 00:20:02","","196377.88153844","431435.688645893","청소년게임제공업","유통관련업","1","","마스터킹 미니(MASTERKING MINI), CATCHING DUCK 4P, 마스터킹(MASTERKING)","26","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","12","","전체이용가","","","","근린상업지역",
"6","청소년게임제공업","03_05_07_P","5110000","CDFF2241142026000001","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","경상북도 상주시 무양동 277-14","경상북도 상주시 삼백로 99 (무양동)","37181","대왕오락실 상주점","2026-03-03 18:14:08","I","2026-03-05 00:20:02","","303465.330438877","324817.71607654","청소년게임제공업","유통관련업","0","","돌하우스2 등 10개","197.8","0","0","","0","0","0","0","","","","","","","","","","","","43","","전체이용가","","","","",
"7","청소년게임제공업","03_05_07_P","4520000","CDFF2241142026000002","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","충청남도 아산시 둔포면 석곡리 1801 아산테크노밸리이지더원2단지아파트","충청남도 아산시 둔포면 아산밸리중앙로 58-5, 215동 109호 (아산테크노밸리이지더원2단지아파트)","31406","CLAW LAND","2026-03-03 14:21:27","I","2026-03-05 00:20:02","","204861.338948284","380134.304912964","청소년게임제공업","유통관련업","0","","","25.35","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"8","청소년게임제공업","03_05_07_P","3940000","CDFF2241142026000002","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 대화동 768-1 102호","경기도 고양시 일산서구 대화로 140, 1층 102호 (대화동)","10222","TOP 인형뽑기","2026-03-03 09:05:16","I","2026-03-05 00:20:02","","176612.391110564","463207.856279296","청소년게임제공업","유통관련업","0","","","35.28","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"9","청소년게임제공업","03_05_07_P","5380000","CDFF2241142019000017","2019-12-18","","03","폐업","03","폐업","2026-02-27","","","","","","","경상남도 양산시 평산동 188","경상남도 양산시 평산남로 55, 1층 (평산동)","50552","푸쉬스토어","2026-03-03 14:09:19","U","2026-03-05 02:40:00","","395336.786487852","210888.952208679","청소년게임제공업","유통관련업","","","","59.8","","","","","","","","","","","","","","","","","","","9","","전체이용가","","","","",
"10","청소년게임제공업","03_05_07_P","3730000","CDFF2241142024000001","2017-03-22","","03","폐업","03","폐업","2026-03-03","","","","","","","울산광역시 울주군 온양읍 대안리 569-12","울산광역시 울주군 온양읍 대안1길 19, 1층","44978","뽀끼월드","2026-03-03 10:01:11","U","2026-03-05 02:40:00","","407132.692966511","214785.097619196","청소년게임제공업","유통관련업","0","","유니온 10대","50.31","0","0","","0","0","0","0","","","","","","","","","","","","15","","전체이용가","","","","",
"11","청소년게임제공업","03_05_07_P","3470000","CDFF2241142024000004","2024-05-28","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달서구 대천동 938","대구광역시 달서구 조암남로32길 22, 나동 1층 (대천동)","42759","고고오락실 대천점","2026-03-03 11:48:34","U","2026-03-05 02:40:00","","336985.815643777","258652.721127991","청소년게임제공업","유통관련업","2","","(철권태그토너먼트2)2,스트리트후프2.Catch2 5,Catch17,펌프잇업더블엑스비트온 1,BASKETBALL PRO 1,MAGICIAN 1,픽셀크래프트1,SMILE CRANE 1,PUMP IT UP PHOENIX 1,버블버블 1 등","116.6","1","0","","0","0","0","0","","","","","","","","","","","","38","","전체이용가","","","","",
"12","청소년게임제공업","03_05_07_P","4090000","CDFF2241142024000002","2024-04-03","","03","폐업","03","폐업","2026-03-03","","","","","","","경기도 김포시 운양동 1296-9 에이스프라자","경기도 김포시 김포한강11로 288-31, 에이스프라자 7층 702호 (운양동)","10073","오락랜드","2026-03-03 16:05:27","U","2026-03-05 02:40:00","","172052.968340156","461430.960117395","청소년게임제공업","유통관련업","0","","","99.19","0","0","","0","0","0","0","","","","","","","","","","","","23","","전체이용가","","","","",
"13","청소년게임제공업","03_05_07_P","3250000","CDFF2241142020000003","2020-05-29","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 남포동6가 102-2","부산광역시 중구 비프광장로 8 (남포동6가)","48981","중앙게임랜드","2026-03-03 11:21:03","U","2026-03-05 02:40:00","","384677.260401258","179557.228245877","청소년게임제공업","유통관련업","0","","2018황금나비0.2 60대","130.58","0","0","","0","0","0","0","","","","","","","","","","","","60","","전체이용가","","","","일반상업지역",
"14","청소년게임제공업","03_05_07_P","5070000","CDFF2241142025000002","2025-12-17","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 남문동 141-4","경상북도 안동시 남문로 22-16, 1층 (남문동)","36701","팡야팡야","2026-03-03 10:49:24","U","2026-03-05 02:40:00","","354862.673217883","341807.701184996","청소년게임제공업","유통관련업","0","","New Mini Boutique III","42.09","0","0","","0","0","0","0","","","","","","","","","","","","22","","전체이용가","","","","",
