"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","출판사","04_17_01_P","3220000","CDFG1251002026000155","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 도곡동 ***-* *층","서울특별시 강남구 도곡로**길 **, *층 (도곡동)","06263","주식회사 센디언트에이아이 (Sentient AI Inc.)","2026-04-01 09:09:36","I","2026-04-03 00:20:02","","203320.93991477","443137.904191677","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","출판사","04_17_01_P","3220000","CDFG1251002026000156","2022-10-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 대치동 ***-** ***호","서울특별시 강남구 테헤란로**길 **, 디아이타워 ***호 (대치동)","06178","양현재앤컴퍼니","2026-04-01 11:05:20","I","2026-04-03 00:20:02","","205079.418138107","444869.834721154","출판사","출판인쇄업","0","","","69.98","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"3","출판사","04_17_01_P","3220000","CDFG1251002026000157","2025-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 ***-** *층 ***호","서울특별시 강남구 압구정로*길 **, *층 ***호 (신사동, ---------)","06034","도서출판 예문관","2026-04-01 16:12:13","I","2026-04-03 00:20:02","","201757.494098748","446282.45446652","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"4","출판사","04_17_01_P","3100000","CDFG1251002026000027","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 상계동 *** 상계주공*단지아파트","서울특별시 노원구 노해로 ***, ***동 ***호 (상계동, 상계주공*단지아파트)","01752","우서미디어","2026-04-01 13:42:56","I","2026-04-03 00:20:02","","205644.260618089","461270.63619789","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"5","출판사","04_17_01_P","4791000","CDFG1251002026000002","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 부안군 상서면 가오리 ****","전북특별자치도 부안군 상서면 양산동림길 ***-*","56335","슈비팀","2026-04-01 10:48:21","I","2026-04-03 00:20:02","","169778.075116536","243024.767143443","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"6","출판사","04_17_01_P","3200000","CDFG1251002026000040","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 봉천동 ****-** 범산빌딩 ***-E*호","서울특별시 관악구 남부순환로 ****-*, 범산빌딩 ***-E*호 (봉천동)","08801","안수학콘텐츠연구소(Ahn Math Content Lab)","2026-04-01 14:59:33","I","2026-04-03 00:20:02","","196653.908912407","441720.428445766","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"7","출판사","04_17_01_P","3200000","CDFG1251002026000041","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 ****-** 관악정보통신빌딩 *층","서울특별시 관악구 남부순환로 ****, 관악정보통신빌딩 *층 (신림동)","08773","웅하우스","2026-04-01 15:58:07","I","2026-04-03 00:20:02","","193288.310840174","442356.271956855","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"8","출판사","04_17_01_P","3200000","CDFG1251002026000042","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 남현동 ****-** 리오빌 ***호","서울특별시 관악구 남부순환로***나길 **, ***호 (남현동, 리오빌)","08803","우리AI국어문제연구소","2026-04-01 16:05:42","I","2026-04-03 00:20:02","","197517.613862684","441120.323292527","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"9","출판사","04_17_01_P","3000000","CDFG1251002026000045","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 옥인동 *** 형주빌딩","서울특별시 종로구 옥인길 *, 형주빌딩 ***호 (옥인동)","03034","아카이브모인","2026-04-01 10:49:43","I","2026-04-03 00:20:02","","197109.363842027","453150.741874935","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"10","출판사","04_17_01_P","3660000","CDFG1251002026000021","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 둔산동 **** 하이스트빌","대전광역시 서구 갈마역로 **, ***호 (둔산동, 하이스트빌)","35230","젠틀북스","2026-04-01 10:02:34","I","2026-04-03 00:20:02","","233501.621892464","316813.843144445","출판사","출판인쇄업","0","","","20","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"11","출판사","04_17_01_P","3410000","CDFG1251002026000006","2022-11-25","","01","영업/정상","13","영업중","","","","","","","","대구광역시 중구 삼덕동*가 **-**","대구광역시 중구 공평로**길 **-**, *~*층 (삼덕동*가)","41940","주식회사 커프웍스","2026-04-01 14:56:07","I","2026-04-03 00:20:02","","344591.952887343","264193.325500268","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"12","출판사","04_17_01_P","5230000","CDFG1251002026000002","2011-03-09","","01","영업/정상","13","영업중","","","","","054-650-9075","","","경상북도 예천군 호명읍 산합리 ****","경상북도 예천군 호명읍 도청대로 ***","36849","(재)경북연구원","2026-04-01 11:30:14","I","2026-04-03 00:20:02","","333178.914328139","342611.027627791","출판사","출판인쇄업","0","","","3020.43","0","0","교육연구시설","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"13","출판사","04_17_01_P","3230000","CDFG1251002026000059","2021-12-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 방이동 **-** 성희파크빌","서울특별시 송파구 백제고분로 ***, 성희파크빌 ***호 (방이동)","05545","주식회사 워냥이","2026-04-01 09:48:18","I","2026-04-03 00:20:02","","210103.841781923","445944.50157341","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"14","출판사","04_17_01_P","3230000","CDFG1251002026000060","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 문정동 ***-** 문정역*차 SK V*","서울특별시 송파구 법원로*길 *, 문정역*차 SK V* ***호 (문정동)","05855","도서출판 창림","2026-04-01 09:51:54","I","2026-04-03 00:20:02","","","","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"15","출판사","04_17_01_P","3230000","CDFG1251002026000061","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 잠실동 ** 갤러리아팰리스","서울특별시 송파구 올림픽로 ***, A동 ***호 (잠실동, 갤러리아팰리스)","05553","듀딜리전스","2026-04-01 09:52:33","I","2026-04-03 00:20:02","","208233.926974585","445435.257647797","출판사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"16","출판사","04_17_01_P","4050000","CDFG1251002026000077","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 김량장동 ***-* *층 D***호","경기도 용인시 처인구 중부대로 ****, *층 D***호 (김량장동)","17049","TH출판","2026-04-01 13:41:36","I","2026-04-03 00:20:02","","217583.070105489","414635.136387847","출판사","출판인쇄업","0","","","3.3","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"17","출판사","04_17_01_P","3730000","CDFG1251002026000004","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","울산광역시 울주군 삼남읍 신화리 ****-* KTX월드메르디앙W오피스텔 ****호","울산광역시 울주군 삼남읍 도호*길 **, KTX월드메르디앙W오피스텔 ****호","44951","햄쩌","2026-04-01 11:56:30","I","2026-04-03 00:20:02","","394121.929877815","229598.303515107","출판사","출판인쇄업","22","기타","","14951.56","18","4","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","일반상업지역",
