"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"1","축산판매업","07_22_04_P","3470000","347000000920260007","2026-04-01","","01","영업/정상","0000","정상","","","","","","37.2","","대구광역시 달서구 대곡동 10","대구광역시 달서구 비슬로538길 5-8, 제1층 101호 (대곡동)","42769","선육유통","2026-04-01 14:12:20","I","2026-04-03 00:20:02","식육부산물전문판매업","336427.337711668","257455.521077365","축산물판매업","식육부산물전문판매업","0","000","0",
"2","축산판매업","07_22_04_P","4580000","458000000920260001","2026-04-01","","01","영업/정상","0000","정상","","","","","","70.2","","충청남도 서천군 판교면 현암리 144-27","충청남도 서천군 판교면 종판로901번길 13","33615","농업회사법인 한우마을 현암지점","2026-04-01 09:33:41","I","2026-04-03 00:20:02","식육판매업","172073.525440226","294974.704551376","축산물판매업","식육판매업","0","L00","0",
"3","축산판매업","07_22_04_P","4170000","417000000920260003","2026-04-01","","01","영업/정상","0000","정상","","","","","070-7006-4836","66","","경기도 양평군 옥천면 옥천리 3-3","경기도 양평군 옥천면 마유산로 354","12506","농업회사법인(주)네니아","2026-04-01 11:09:43","I","2026-04-03 00:20:02","축산물유통전문판매업","242589.080582829","446568.887772873","축산물판매업","축산물유통전문판매업","0","L00","0",
"4","축산판매업","07_22_04_P","5590000","559000000920260014","2026-04-01","","01","영업/정상","0000","정상","","","","","031-894-7117","2.98","","경기도 양주시 백석읍 홍죽리 953-2","경기도 양주시 백석읍 권율로1203번길 40-34","11517","동경(주)홍죽지점","2026-04-01 17:05:00","I","2026-04-03 00:20:02","식육판매업","196588.725496871","477551.775728853","축산물판매업","식육판매업","0","L00","0",
"5","축산판매업","07_22_04_P","5090000","509000000920260003","2026-04-01","","01","영업/정상","0000","정상","","","","","","70","","경상북도 영주시 가흥동 1381-73","경상북도 영주시 지천로123번길 11 (가흥동)","36122","롯데 파스퇴르우유 영주대리점","2026-04-01 14:36:54","I","2026-04-03 00:20:02","우유류판매업","344337.822933685","368973.655407033","축산물판매업","우유류판매업","0","000","0",
"6","축산판매업","07_22_04_P","3480000","348000000920260018","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 달성군 하빈면 기곡리 1128","대구광역시 달성군 하빈면 기곡3길 73-1","42900","농업회사법인(주)아름팜","2026-04-01 09:57:36","I","2026-04-03 00:20:02","식육판매업","328788.241741793","270629.955857011","축산물판매업","식육판매업","0","L00","0",
"7","축산판매업","07_22_04_P","3480000","348000000920260019","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 달성군 논공읍 북리 824-33 3동 116호","대구광역시 달성군 논공읍 용호로2길 12, 3동 116호","42986","네팔정육점(Nepal Meat)","2026-04-01 15:33:14","I","2026-04-03 00:20:02","식육판매업","330732.118946999","248557.613205409","축산물판매업","식육판매업","0","F00","0",
"8","축산판매업","07_22_04_P","3300000","330000000920260004","2026-04-01","","01","영업/정상","0000","정상","","","","","","117.74","","부산광역시 동래구 명륜동 485-9","부산광역시 동래구 명륜로 128, 1층 (명륜동)","47808","더에이치원 주식회사","2026-04-01 09:31:24","I","2026-04-03 00:20:02","축산물유통전문판매업","389568.660595972","191535.100425682","축산물판매업","축산물유통전문판매업","0","L00","0",
"9","축산판매업","07_22_04_P","4430000","443000000920260003","2026-04-01","","01","영업/정상","0000","정상","","","","","043-733-3575","60","","충청북도 옥천군 군북면 이백리 436 옥천농협 군북지점","충청북도 옥천군 군북면 이백2길 7, 옥천농협 군북지점","29000","옥천농협 군북지점","2026-04-01 14:31:53","I","2026-04-03 00:20:02","식육판매업","","","축산물판매업","식육판매업","0","L00","0",
"10","축산판매업","07_22_04_P","4540000","454000000920260002","2026-04-01","","01","영업/정상","0000","정상","","","","","","10","","충청남도 논산시 반월동 164-3","충청남도 논산시 해월로143번길 12, 4층 (반월동)","32951","알부자 계란","2026-04-01 09:12:44","I","2026-04-03 00:20:02","식용란수집판매업","207418.658965201","300465.585503304","축산물판매업","식용란수집판매업","0","000","0",
