번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,Unnamed: 59,record_key
184,영화제작업,03_13_05_P,4020000,CDFF5211012026000001,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,경기도 군포시 당정동 ****-* 청천마을대우아파트,"경기도 군포시 당정역로 *, ***동 ***호 (당정동, 청천마을대우아파트)",15851,도모필름,2026-02-26 10:09:01,I,2026-02-28 00:20:02,,195599.39156337,426754.223078115,영화제작업,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,20260226,,,도모필름_경기도군포시당정동****-*청천마을대우아파트
197,영화제작업,03_13_05_P,3220000,CDFF5211012026000021,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 자곡동 *** 강남자곡 힐스테이트,"서울특별시 강남구 자곡로*길 **, ***층 ****호 (자곡동, 강남자곡 힐스테이트)",06374,바람 좋은 날,2026-02-26 14:21:19,I,2026-02-28 00:20:02,,207775.531550148,441014.810920055,영화제작업,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,20260226,,,바람좋은날_서울특별시강남구자곡동***강남자곡힐스테이트
187,영화제작업,03_13_05_P,3180000,CDFF5211012026000011,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 양평동*가 ** 선유도 투웨니퍼스트밸리,"서울특별시 영등포구 양평로 ***, 선유도 투웨니퍼스트밸리 ****호 (양평동*가)",07207,주식회사 에이아이레볼루션,2026-02-26 14:04:32,I,2026-02-28 00:20:02,,190237.437423451,448554.360195644,영화제작업,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,20260226,,,주식회사에이아이레볼루션_서울특별시영등포구양평동*가**선유도투웨니퍼스트밸리
188,영화제작업,03_13_05_P,3380000,CDFF5211012026000001,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 광안동 **-**,"부산광역시 수영구 수영로***번길 **, *층 (광안동)",48268,엠에이에프 이미지웍스,2026-02-26 18:02:49,I,2026-02-28 00:20:02,,392874.822341454,187059.158421627,영화제작업,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,20260226,,,엠에이에프이미지웍스_부산광역시수영구광안동**-**
190,영화제작업,03_13_05_P,3590000,CDFF5211012026000001,2026-02-26,,1,영업/정상,13,영업중,,,,,050-5008-5252,,,광주광역시 동구 금동 ***,"광주광역시 동구 백서로***번길 **, *층 *호 (금동)",61488,콘텐츠팜 호미,2026-02-26 13:19:21,I,2026-02-28 00:20:02,,192456.589961139,182672.012566041,영화제작업,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,20260226,,,콘텐츠팜호미_광주광역시동구금동***
191,영화제작업,03_13_05_P,3230000,CDFF5211012026000003,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 송파구 문정동 ** 현대*차아파트,"서울특별시 송파구 송파대로**길 **, ***동 ****호 (문정동, 현대*차아파트)",05807,스튜디오롤렌,2026-02-26 14:47:52,I,2026-02-28 00:20:02,,210950.91813843,442446.432266644,영화제작업,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,20260226,,,스튜디오롤렌_서울특별시송파구문정동**현대*차아파트
192,영화제작업,03_13_05_P,3110000,CDFF5211012026000004,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 은평구 신사동 *** 씨티아파트,"서울특별시 은평구 가좌로 ***, ***동 ****호 (신사동, 씨티아파트)",03434,아트랩(ArtLab),2026-02-26 15:44:08,I,2026-02-28 00:20:02,,191462.335536295,455341.61526191,영화제작업,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,20260226,,,아트랩(ArtLab)_서울특별시은평구신사동***씨티아파트
193,영화제작업,03_13_05_P,3150000,CDFF5211012026000004,2026-02-26,,1,영업/정상,13,영업중,,,,,070-4189-1491,,,서울특별시 강서구 마곡동 ***-* 퀸즈파크나인 ***호,"서울특별시 강서구 공항대로 ***, 퀸즈파크나인 ***호 (마곡동)",07803,주식회사 더블유에이지,2026-02-26 13:45:39,I,2026-02-28 00:20:02,,185371.298773738,450793.771245265,영화제작업,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,20260226,,,주식회사더블유에이지_서울특별시강서구마곡동***-*퀸즈파크나인***호
185,영화제작업,03_13_05_P,4641000,CDFF5211012026000001,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 서신동 ***-* 제일비사벌새터마을아파트,"전북특별자치도 전주시 완산구 당산로 **, ***동 ***호 (서신동, 제일비사벌새터마을아파트)",54948,에이아이도나,2026-02-26 09:40:19,I,2026-02-28 00:20:02,,210150.24872725,259210.346393723,영화제작업,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,20260226,,,에이아이도나_전북특별자치도전주시완산구서신동***-*제일비사벌새터마을아파트
195,영화제작업,03_13_05_P,3590000,CDFF5211012026000002,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,광주광역시 동구 금남로*가 *-* 전일빌딩,"광주광역시 동구 금남로 ***, 전일빌딩 *층 (금남로*가)",61475,버츄얼 미디어,2026-02-26 13:20:36,I,2026-02-28 00:20:02,,192528.570699949,183247.548977442,영화제작업,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,20260226,,,버츄얼미디어_광주광역시동구금남로*가*-*전일빌딩
