"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"1","동물미용업","02_03_11_P","3470000","347000004920260003","2026-03-02","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 달서구 죽전동 *** 죽전역 에일린의뜰","대구광역시 달서구 와룡로 ***, ***동 ***호 (죽전동, 죽전역 에일린의뜰)","42638","유니몽","2026-03-02 12:26:55","I","2026-03-04 00:20:37","","","","동물미용업","동물미용업(일반)","000","0",
"2","동물미용업","02_03_11_P","5060000","506000004920260002","2026-03-03","","01","영업/정상","0000","정상","","","","","","0","","경상북도 김천시 지좌동 ***-*","경상북도 김천시 지좌강변길 **, ***호 (지좌동)","39652","강아지트","2026-03-03 14:36:36","I","2026-03-05 00:20:02","","301800.91374428","291415.87909297","동물미용업","동물미용업(일반)","000","0",
"3","동물미용업","02_03_11_P","5530000","575000004920260005","2026-03-03","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 효행구 봉담읍 와우리 **-* ***호","경기도 화성시 효행구 봉담읍 와우로 **-*, ***호","18322","멍블리","2026-03-03 12:39:48","I","2026-03-05 00:20:02","","197598.678908318","412388.608510639","동물미용업","동물미용업(일반)","000","0",
"4","동물미용업","02_03_11_P","4490000","565000004920260002","2026-03-03","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 원성동 ***-* ***호","충청남도 천안시 동남구 천중*길 **-*, ***호 (원성동)","31127","메리몽","2026-03-03 15:01:36","I","2026-03-05 00:20:02","","213853.328159136","367659.656531456","동물미용업","동물미용업(일반)","000","0",
"5","동물미용업","02_03_11_P","3640000","364000004920260001","2026-03-03","","01","영업/정상","0000","정상","","","","","","0","","대전광역시 동구 가오동 *** ***호","대전광역시 동구 대전로***번길 **-**, ***호 (가오동)","34680","러블리 독","2026-03-03 17:29:56","I","2026-03-05 00:20:02","","240933.063970075","311985.129611884","동물미용업","동물미용업(일반)","000","0",
"6","동물미용업","02_03_11_P","3230000","323000004920260001","2026-03-03","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 송파구 잠실동 ***-*","서울특별시 송파구 백제고분로*길 **-**, *층 ***호 (잠실동)","05561","멍플래닛","2026-03-03 09:49:14","I","2026-03-05 00:20:02","","207066.281541218","445288.105396052","동물미용업","동물미용업(일반)","000","0",
"7","동물미용업","02_03_11_P","5670000","567000004920260004","2026-03-03","","01","영업/정상","0000","정상","","","","","","0","","경상남도 창원시 진해구 석동 ***-*","경상남도 창원시 진해구 석동로**번길 **-* (석동)","51660","그루밍데이","2026-03-03 15:36:27","I","2026-03-05 00:20:02","","354993.642920868","185080.084213021","동물미용업","동물미용업(일반)","000","0",
"8","동물미용업","02_03_11_P","5690000","569000004920230003","2023-08-17","","01","영업/정상","0000","정상","","","","","","0","","세종특별자치시 장군면 봉안리 ***-* *동 *호","세종특별자치시 장군면 장기로 ***-**, *동 *층","30055","야옹아 멍멍해봐 미용실","2026-03-03 09:02:24","U","2026-03-05 02:40:00","","220481.613952259","333109.379322042","동물미용업","동물미용업(일반)","000","0",
"9","동물미용업","02_03_11_P","3660000","366000004920260001","2026-02-13","","01","영업/정상","0000","정상","","","","","","0","","대전광역시 서구 갈마동 ***-**","대전광역시 서구 신갈마로 ***-*, *층 (갈마동)","35275","소소펫그루밍","2026-03-03 16:36:00","U","2026-03-05 02:40:00","","232991.310964213","316913.908422966","동물미용업","동물미용업(일반)","000","0",
"10","동물미용업","02_03_11_P","3180000","318000004920240005","2024-06-28","","03","폐업","0002","폐업","2026-03-01","","","","","0","","서울특별시 영등포구 문래동*가 ** 문래동 태영 데시앙","서울특별시 영등포구 문래북로 ***, *층 ***호 (문래동*가, 문래동 태영 데시앙)","07293","마이뷰티독 문래역점","2026-03-03 17:08:27","U","2026-03-05 02:40:00","","190851.065217403","446372.941264867","동물미용업","동물미용업(일반)","L00","0",
"11","동물미용업","02_03_11_P","3380000","338000004920240006","2024-07-05","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 수영구 남천동 *** 우성보라 상가동 *호","부산광역시 수영구 수영로***번길 **, 상가동 *층 *호 (남천동, 우성보라)","48309","러브 모어 댄","2026-03-03 14:08:59","U","2026-03-05 02:40:00","","392365.879375091","184460.996923595","동물미용업","동물미용업(일반)","000","0",
"12","동물미용업","02_03_11_P","3380000","338000004920230002","2023-04-24","","03","폐업","0002","폐업","2026-02-28","","","","","0","","부산광역시 수영구 남천동 **-**","부산광역시 수영구 남천동로**번길 *, *층 (남천동)","48308","러브 모어 댄(LOVE MORE THAN)","2026-03-03 15:16:20","U","2026-03-05 02:40:00","","392286.323504313","184588.331799695","동물미용업","동물미용업(일반)","000","0",
"13","동물미용업","02_03_11_P","3320000","332000004920230001","2023-04-06","","03","폐업","0002","폐업","2026-03-03","","","","","0","","부산광역시 북구 만덕동 ***-*","부산광역시 북구 덕천로***번길 *, *층 (만덕동)","46613","댕댕이쁘띠샵","2026-03-03 13:09:58","U","2026-03-05 02:40:00","","385716.093176173","191856.574983082","동물미용업","동물미용업(일반)","000","0",
"14","동물미용업","02_03_11_P","5530000","577000004920210027","2021-03-29","","04","취소/말소/만료/정지/중지","0004","말소","2026-03-03","","","","031-8043-2646","0","","경기도 화성시 동탄구 산척동 ***-*","경기도 화성시 동탄구 동탄순환대로 ***, 성민리치타워(SMP타워) *층 (산척동)","18501","베테랑P&K","2026-03-03 10:19:15","U","2026-03-05 02:40:00","","210426.980564975","407536.8534743","동물미용업","동물미용업(일반)","L00","0",
"15","동물미용업","02_03_11_P","5530000","577000004920240022","2024-05-08","","04","취소/말소/만료/정지/중지","0004","말소","2026-03-03","","","","","0","","경기도 화성시 동탄구 금곡동 ***","경기도 화성시 동탄구 금곡로***번길 **-**, *층 (금곡동)","18511","개나라 멍마을","2026-03-03 10:15:05","U","2026-03-05 02:40:00","","206456.404304311","409011.733981821","동물미용업","동물미용업(일반)","000","0",
"16","동물미용업","02_03_11_P","5530000","577000004920200058","2020-08-12","","04","취소/말소/만료/정지/중지","0004","말소","2026-03-03","","","","","0","","경기도 화성시 동탄구 방교동 ***-*","경기도 화성시 동탄구 동탄기흥로***번가길 **-*, ***호 (방교동)","18487","티나네강아지미용실","2026-03-03 10:21:34","U","2026-03-05 02:40:00","","208029.518164268","408701.924408473","동물미용업","동물미용업(일반)","000","0",
