번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수,Unnamed: 33,record_key
171,사료제조업,02_04_05_P,6290000,629000050220260001,2026-02-13,,1,영업/정상,0,정상,,,,,,,,광주광역시 서구 내방동  842번지 30호,광주광역시 서구 월드컵4강로 188 (내방동),61976,가나디 조아,2026-02-13 17:11:44,I,2026-02-15 00:20:02,사료제조업(단미),188051.987522281,183758.797243738,사료제조업,,0,000,0,,가나디조아_광주광역시서구내방동842번지30호
167,사료제조업,02_04_05_P,6440000,644000050220260023,2026-02-12,,1,영업/정상,0,정상,,,,,,,,충청남도 금산군 금성면 하신리 72번지 1호,충청남도 금산군 금성면 어필각로 343,32716,주식회사 비센,2026-02-12 16:16:13,I,2026-02-14 00:20:02,사료제조업(배합),243959.916472935,295001.656868336,사료제조업,,0,000,0,,주식회사비센_충청남도금산군금성면하신리72번지1호
166,사료제조업,02_04_05_P,3190000,319000003420260001,2026-02-12,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 동작구 흑석동 336 흑석한강푸르지오,"서울특별시 동작구 흑석한강로 27, 제상가씨동 302호 (흑석동, 흑석한강푸르지오)",06981,오마이리틀베이비,2026-02-12 18:35:21,I,2026-02-14 00:20:02,단미,196874.591319262,444555.900566914,사료제조업,단미,0,000,0,,오마이리틀베이비_서울특별시동작구흑석동336흑석한강푸르지오
165,사료제조업,02_04_05_P,5600000,560000003420260001,2026-02-12,,1,영업/정상,0,정상,,,,,,,,경기도 포천시 가산면 금현리 16-3,경기도 포천시 가산면 정금로392번길 92-44,11167,주식회사 가온물산,2026-02-12 11:07:03,I,2026-02-14 00:20:02,수입,218175.918188594,479295.041777568,사료제조업,수입,0,000,0,,주식회사가온물산_경기도포천시가산면금현리16-3
152,사료제조업,02_04_05_P,3910000,391000003420260001,2026-02-11,,1,영업/정상,0,정상,,,,,070-4352-6892,0.0,,경기도 평택시 청북읍 후사리 337-1,경기도 평택시 청북읍 서해로 1491-19,17799,(주)오엠씨해외통상,2026-02-11 17:17:49,I,2026-02-13 00:20:38,보조,194609.918793826,391728.319942657,사료제조업,보조,0,L00,0,,(주)오엠씨해외통상_경기도평택시청북읍후사리337-1
154,사료제조업,02_04_05_P,6270000,627000050220260002,2026-02-11,,1,영업/정상,0,정상,,,,,,,,대구광역시 북구 동천동  913번지 0호 영남네오빌아트 105동 1702호,"대구광역시 북구 동천로 97, 1054동 1702호 (동천동, 영남네오빌 아트)",41426,소꼴,2026-02-11 08:06:22,I,2026-02-13 00:20:38,사료제조업(수입),340630.056274461,272309.461235988,사료제조업,,0,000,0,,소꼴_대구광역시북구동천동913번지0호영남네오빌아트105동1702호
153,사료제조업,02_04_05_P,3940000,394000003420260004,2026-02-11,,1,영업/정상,0,정상,,,,,,0.0,,경기도 고양시 일산동구 백석동 1301-2 넥스빌 103호,"경기도 고양시 일산동구 장백로 8, 넥스빌 103호 (백석동)",10449,망고미(MANGOMEE),2026-02-11 08:24:51,I,2026-02-13 00:20:38,단미,181460.434257621,459755.089733195,사료제조업,단미,0,000,0,,망고미(MANGOMEE)_경기도고양시일산동구백석동1301-2넥스빌103호
110,사료제조업,02_04_05_P,6480000,648000050220260004,2026-02-10,,1,영업/정상,0,정상,,,,,,,,경상남도 양산시 물금읍 가촌리 1269번지 11호 센텀시티프라자 116호,"경상남도 양산시 물금읍 백호로 64, 센텀시티프라자 116호",50613,깨비네밥상,2026-02-10 16:47:25,I,2026-02-12 00:20:02,사료제조업(단미),381952.405319343,203932.714975207,사료제조업,,0,000,0,,깨비네밥상_경상남도양산시물금읍가촌리1269번지11호센텀시티프라자116호
107,사료제조업,02_04_05_P,3930000,393000003420260001,2026-02-10,,1,영업/정상,0,정상,,,,,02-852-7779,0.0,,경기도 안산시 단원구 원시동 770-3 신안산비즈스타복합지식산업센터,"경기도 안산시 단원구 산단로 232, 신안산비즈스타복합지식산업센터 401, 414호 (원시동)",15433,주식회사 메디에코텍,2026-02-10 16:28:49,I,2026-02-12 00:20:02,보조,181355.692340689,423815.131111617,사료제조업,보조,0,L00,0,,주식회사메디에코텍_경기도안산시단원구원시동770-3신안산비즈스타복합지식산업센터
108,사료제조업,02_04_05_P,6110000,611000050220260007,2026-02-10,,1,영업/정상,0,정상,,,,,,,,서울특별시 강남구 삼성동  130번지 8호,"서울특별시 강남구 봉은사로68길 75, 5층 (삼성동)",06157,(주)리본에이전시,2026-02-10 14:21:45,I,2026-02-12 00:20:02,사료제조업(수입),204679.559296252,445073.952962924,사료제조업,,0,000,0,,(주)리본에이전시_서울특별시강남구삼성동130번지8호
109,사료제조업,02_04_05_P,6110000,611000050220260008,2026-02-10,,1,영업/정상,0,정상,,,,,,,,서울특별시 성동구 성수동1가  13번지 207호 서울숲AK밸리지식산업센터 401호,"서울특별시 성동구 성수일로 99, 서울숲AK밸리지식산업센터 401호 (성수동1가)",04790,주식회사 유와이홀딩스,2026-02-10 14:24:36,I,2026-02-12 00:20:02,사료제조업(수입),204455.375283853,449681.958957821,사료제조업,,0,000,0,,주식회사유와이홀딩스_서울특별시성동구성수동1가13번지207호서울숲AK밸리지식산업센터401호
