"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","사업자등록번호",
"1","국내외여행업","03_12_02_P","3230000","CDFI2260022014000006","2014-03-19","","01","영업/정상","13","영업중","","","","","","","138-747","서울특별시 송파구 가락동 140 26동 137호","서울특별시 송파구 동남로 189, 26동 137호 (가락동)","05823","(주)투어사랑","2026-04-01 16:58:53","U","2026-04-03 02:40:00","","211259.909777857","443711.702922024","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","6.1","","0","","","","","","","100000000","20260402","20270401","","6","",
"2","국내외여행업","03_12_02_P","3000000","CDFI2260022011000078","2011-11-11","","01","영업/정상","13","영업중","","","","","730-0047","","110-858","서울특별시 종로구 수송동 58 두산위브파빌리온 622호","서울특별시 종로구 삼봉로 81, 622호 (수송동, 두산위브파빌리온)","03150","크리스토폴여행사","2026-04-01 17:41:21","U","2026-04-03 02:40:00","","198324.653631679","452252.812389497","국내외여행업","","","0","","","서울보증보험(30,000,000)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20260428","20270427","","0","",
"3","국내외여행업","03_12_02_P","3440000","CDFI2260022006000005","2006-01-24","","01","영업/정상","13","영업중","","","","","","","","대구광역시 남구 봉덕동 982-5","대구광역시 남구 봉덕로 21, 3층 (봉덕동)","42430","(주)제일항공여행사","2026-04-01 16:11:57","U","2026-04-03 02:40:00","","343834.814355248","261753.985008844","국내외여행업","관광사업","","0","","","관광공제회","","0","0","0","0","","","0","0","","0","0","","0","99","","0","","","","","","","150000000","20260313","20270313","","99","",
"4","국내외여행업","03_12_02_P","3000000","CDFI2260022016000044","2016-07-12","","01","영업/정상","13","영업중","","","","","02-365-8335","","","서울특별시 종로구 당주동 145","서울특별시 종로구 세종대로23길 47, 6층 601-06호 (당주동)","03182","(주)드림월드투어","2026-04-01 11:10:35","U","2026-04-03 02:40:00","","197607.398336321","452120.026024435","국내외여행업","","","0","","","한국관광협회(30,000,000)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20260401","20270401","","0","",
"5","국내외여행업","03_12_02_P","3590000","CDFI2260022009000001","2009-02-03","","01","영업/정상","13","영업중","","","","","","","","광주광역시 동구 산수동 513-12","광주광역시 동구 필문대로191번길 41 (산수동)","61437","(유)예스항공여행사","2026-04-01 17:54:42","U","2026-04-03 02:40:00","","194102.83022934","183835.133923009","국내외여행업","관광사업","중심상업지역","0","유흥업소밀집지역","","서울보증보험","사무실","0","0","0","0","","","0","0","","0","0","","0","33.27","","0","","","","","","","150000000","20260409","20270408","","33","",
"6","국내외여행업","03_12_02_P","6510000","CDFI2260022016000006","2016-04-05","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 노형동 671-15","제주특별자치도 제주시 진군남4길 2-5, 1층 (노형동)","63092","주식회사 티앤토투어","2026-04-01 14:02:39","U","2026-04-03 02:40:00","","151532.970369116","-2200.04076289223","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20260405","20270404","","0","",
"7","국내외여행업","03_12_02_P","3300000","CDFI2260022026000002","2000-01-19","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 온천동 435-1 온천프라자 207호","부산광역시 동래구 금강로 69, 207호 (온천동, 온천프라자)","47706","(주)조은허니문여행","2026-04-01 10:00:34","U","2026-04-03 02:40:00","","389072.954085227","192669.658512569","국내외여행업","관광사업","","0","","","서울보증보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20260120","20270119","","0","",
"8","국내외여행업","03_12_02_P","4830000","CDFI2260022026000001","2026-03-19","","01","영업/정상","13","영업중","","","","","","","","전라남도 나주시 남내동 95-2 신유일타운","전라남도 나주시 금성길 18, 신유일타운 2층 (남내동)","58258","나주관광여행사","2026-04-01 21:22:05","U","2026-04-03 02:40:00","","174266.641547494","170220.678286212","국내외여행업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30891556","","","","0","8752302283",
"9","국내외여행업","03_12_02_P","3440000","CDFI2260022021000005","2019-01-23","","01","영업/정상","13","영업중","","","","","053-623-1199","","","대구광역시 남구 대명동 3042-13","대구광역시 남구 성당로 156, 3층 (대명동)","42460","(주)참조은고속관광","2026-04-01 11:06:35","U","2026-04-03 02:40:00","","341713.074463188","262032.277230556","국내외여행업","","","0","","","서울보증보험주식회사","","0","0","0","0","CHAMJOEUN TRAVEL AGENCY CO., LTD","","0","0","","0","0","","0","0","","0","","","","","","","0","20260201","20270131","","0","",
"10","국내외여행업","03_12_02_P","3040000","CDFI2260022023000003","2001-09-04","","03","폐업","03","폐업","2026-03-31","","","","02-3446-4251","","","서울특별시 광진구 구의동 671 구의자이르네","서울특별시 광진구 광나루로39길 11, 128호 (구의동, 구의자이르네)","04977","(주)그린피스E&T","2026-04-01 16:09:32","U","2026-04-03 02:40:00","","207775.86513205","449252.386906411","국내외여행업","관광사업","","0","","","관광공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20251124","20261124","","0","",
"11","국내외여행업","03_12_02_P","3130000","CDFI2260022015000015","2015-04-07","","01","영업/정상","13","영업중","","","","","070-4257-7700","","","서울특별시 마포구 용강동 67-1 인우빌딩 5층 113호","서울특별시 마포구 토정로35길 11, 5층 113호 (용강동, 인우빌딩)","04166","주식회사 블루칩투어앤컬쳐","2026-04-01 09:42:45","U","2026-04-03 02:40:00","","194974.11755909","448698.169166329","국내외여행업","","","0","","","서울보증(2023 0102 8504호)","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","60000000","20230308","20240307","","0","",
"12","국내외여행업","03_12_02_P","3000000","CDFI2260022021000029","2014-02-21","","01","영업/정상","13","영업중","","","","","02-883-7039","","","서울특별시 종로구 당주동 145","서울특별시 종로구 세종대로23길 47, 603-491호 (당주동)","03182","호투어","2026-04-01 13:39:43","U","2026-04-03 02:40:00","","197607.398336321","452120.026024435","국내외여행업","","","0","","","서울보증보험(30,000,000)","","0","0","0","0","HO TOUR","OVERSEAS TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","90000000","20260401","20270331","","0","",
"13","국내외여행업","03_12_02_P","3440000","CDFI2260022023000001","2008-08-14","","01","영업/정상","13","영업중","","","","","053-525-8028","","","대구광역시 남구 대명동 959-1 홈플러스 남대구점","대구광역시 남구 대명로 116, 홈플러스 남대구점 1층 (대명동)","42485","주식회사 패밀리여행사","2026-04-01 16:15:21","U","2026-04-03 02:40:00","","341799.016824881","261012.250978533","국내외여행업","관광사업","","0","","","서울보증보험","","0","0","0","0","Family tour Co. , Ltd","Overseas Travel Agency","0","0","","0","0","","0","0","","0","","","","","","","150000000","20260401","20270331","","0","",
"14","국내외여행업","03_12_02_P","3040000","CDFI2260022025000006","2025-04-01","","01","영업/정상","13","영업중","","","","","070-8095-3510","","","서울특별시 광진구 중곡동 645-7","서울특별시 광진구 긴고랑로14길 64, 지층 (중곡동)","04918","티투어","2026-04-01 15:02:33","U","2026-04-03 02:40:00","","207002.785697952","450846.436421639","국내외여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","30000000","20260401","20270331","","0","",
