"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","집단급식소","07_21_02_P","4070000","4070000-105-2017-00020","2017-11-09","","01","영업/정상","01","영업","","","","","031 633 3685","53.00","467-851","경기도 이천시 대월면 군량리 59","경기도 이천시 대월면 양녕로169번길 5-24, 3층","17402","씨알살림축산(주)","2026-03-02 17:06:54","U","2026-03-04 02:40:00","산업체","245086.905941403","408865.265383809","산업체","0","0","","","지하수전용","0","1","0","0","0","","0","0","N","14.25","","","",
"2","집단급식소","07_21_02_P","4810000","4810000-105-2006-00020","2006-09-11","","01","영업/정상","01","영업","","","","","061 6860008","18.15","555-050","전라남도 여수시 안산동 28-63","전라남도 여수시 장성마을길 18-9 (안산동)","59662","미주유치원","2026-03-02 09:51:47","U","2026-03-04 02:40:00","어린이집","259696.381377102","140201.588020352","어린이집","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","18.15","","","",
"3","집단급식소","07_21_02_P","4201000","4201000-105-2026-00002","2026-03-03","","01","영업/정상","01","영업","","","","","","0.00","","강원특별자치도 강릉시 교동 2000 강릉롯데캐슬 시그니처 어린이집","강원특별자치도 강릉시 원대로 76 (교동, 강릉롯데캐슬 시그니처)","25501","롯데캐슬시그니처 어린이집","2026-03-03 15:17:06","I","2026-03-05 00:20:02","어린이집","","","어린이집","0","0","","","","0","16","0","0","0","","0","0","N","0","","","",
"4","집단급식소","07_21_02_P","5590000","5590000-105-2026-00005","2026-03-03","","01","영업/정상","01","영업","","","","","","9.85","482-050","경기도 양주시 덕계동 903 회천 대광로제비앙 더센트럴아파트","경기도 양주시 회천중앙로 220 (덕계동, 회천 대광로제비앙 더센트럴아파트)","11444","공립빛들어린이집","2026-03-03 14:37:56","I","2026-03-05 00:20:02","어린이집","204576.92953763","479396.078683491","어린이집","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","9.85","","","",
"5","집단급식소","07_21_02_P","5710000","5710000-105-2026-00005","2026-03-03","","01","영업/정상","01","영업","","","","","","0.00","360-030","충청북도 청주시 상당구 문화동 4 충청북도의회","충청북도 청주시 상당구 대성로 116, 충청북도 제2청사 2층 (문화동)","28517","충북도청직장어린이집","2026-03-03 14:10:49","I","2026-03-05 00:20:02","어린이집","244020.081444948","348369.548931237","어린이집","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"6","집단급식소","07_21_02_P","3220000","3220000-105-2026-00003","2026-03-03","","01","영업/정상","01","영업","","","","","","33.63","135-958","서울특별시 강남구 청담동 134-18 청담르엘","서울특별시 강남구 학동로 607, 청담르엘어린이집 1층 (청담동, 청담르엘)","06077","청담르엘어린이집","2026-03-03 16:02:53","I","2026-03-05 00:20:02","어린이집","205237.07280141","446662.13799782","어린이집","0","0","","","","0","0","0","0","0","","0","0","N","33.63","","","",
"7","집단급식소","07_21_02_P","3620000","3620000-105-2026-00003","2026-03-03","","01","영업/정상","01","영업","","","","","","700.00","500-220","광주광역시 북구 용두동 460-1 참미르초등학교 2층","광주광역시 북구 거진길41번길 41-6, 참미르초등학교 2층 (용두동)","61017","참미르초등학교","2026-03-03 17:36:39","I","2026-03-05 00:20:02","학교","188080.375047484","191008.600364425","학교","0","0","","","","0","0","0","0","0","","0","0","N","700","","","",
"8","집단급식소","07_21_02_P","5530000","5740000-105-2026-00005","2026-03-03","","01","영업/정상","01","영업","","","","","","985.60","","경기도 화성시 만세구 남양읍 남양리 2217","경기도 화성시 만세구 남양읍 남양중앙로 346, 새동초등학교 1층 일부호","18265","새동초등학교","2026-03-03 10:15:35","I","2026-03-05 00:20:02","학교","185383.012691807","411764.355405887","학교","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","330.24","","","",
"9","집단급식소","07_21_02_P","4520000","4520000-105-1996-00022","1996-09-11","","01","영업/정상","01","영업","","","","","041 5489428","283.14","336-813","충청남도 아산시 염치읍 송곡리 51-2","충청남도 아산시 염치읍 송곡길 112","31450","송곡초등학교","2026-03-03 14:29:31","U","2026-03-05 02:40:00","학교","201549.422073923","367259.227574021","학교","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","140.95","","","",
"10","집단급식소","07_21_02_P","3910000","3910029-105-2012-00018","2012-09-28","","01","영업/정상","01","영업","","","","","031 611 3206","120.90","451-852","경기도 평택시 서탄면 수월암리 649-2","경기도 평택시 서탄면 수월암2길 76","17704","(주)상지","2026-03-03 14:34:17","U","2026-03-05 02:40:00","산업체","202764.713398244","402154.88759504","산업체","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","20.2","","","",
