번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수,Unnamed: 33,record_key
213,사료제조업,02_04_05_P,6480000,648000050220260006,2026-02-26,,1,영업/정상,0,정상,,,,,,,,경상남도 김해시 삼계동  1497번지 8호,경상남도 김해시 삼계중앙로6번길 30 (삼계동),50903,이음Lab,2026-02-26 07:41:27,I,2026-02-28 00:20:02,사료제조업(배합),369785.780366281,196957.639584684,사료제조업,,0,000,0,,이음Lab_경상남도김해시삼계동1497번지8호
215,사료제조업,02_04_05_P,6500000,650000050220260002,2026-02-26,,1,영업/정상,0,정상,,,,,0647125802,,,제주특별자치도 제주시 이호이동  1401번지 0호,제주특별자치도 제주시 오광로 36 (이호이동),,탐모라바이오농업회사법인(주),2026-02-26 16:54:59,I,2026-02-28 00:20:02,사료제조업(보조),149411.385438082,-325.166967158226,사료제조업,,0,000,0,,탐모라바이오농업회사법인(주)_제주특별자치도제주시이호이동1401번지0호
214,사료제조업,02_04_05_P,6480000,648000050220260007,2026-02-26,,1,영업/정상,0,정상,,,,,0555218051,,,경상남도 창녕군 계성면 봉산리 401번지 1호,경상남도 창녕군 계성면 새못길 12,50341,오에스농산 주식회사,2026-02-26 07:58:17,I,2026-02-28 00:20:02,사료제조업(수입),336063.179726756,217773.161549908,사료제조업,,0,000,0,,오에스농산주식회사_경상남도창녕군계성면봉산리401번지1호
212,사료제조업,02_04_05_P,4090000,409000003420260003,2026-02-26,,1,영업/정상,0,정상,,,,,,0.0,,경기도 김포시 대곶면 율생리 99-4,경기도 김포시 대곶면 종생로 99-4,10044,(주)히즈윌,2026-02-26 17:05:08,I,2026-02-28 00:20:02,수입,164488.849017582,460709.237226705,사료제조업,수입,0,000,0,,(주)히즈윌_경기도김포시대곶면율생리99-4
207,사료제조업,02_04_05_P,6440000,644000050220260024,2026-02-25,,1,영업/정상,0,정상,,,,,07046471816,,,충청남도 아산시 염치읍 염성리 269번지 83호,충청남도 아산시 염치읍 염성길 124,31445,충남아산 지역자활센터,2026-02-25 09:03:57,I,2026-02-27 00:20:02,사료제조업(단미),197402.575810457,368414.207069133,사료제조업,,0,000,0,,충남아산지역자활센터_충청남도아산시염치읍염성리269번지83호
208,사료제조업,02_04_05_P,6440000,644000050220260025,2026-02-25,,1,영업/정상,0,정상,,,,,07088441104,,,충청남도 청양군 청양읍 읍내리 178번지 15호,"충청남도 청양군 청양읍 중앙로5길 10, 청양시장B 아동 164호",33331,협동조합 스파티오르,2026-02-25 18:47:19,I,2026-02-27 00:20:02,사료제조업(단미),182149.871483668,327701.548075258,사료제조업,,0,000,0,,협동조합스파티오르_충청남도청양군청양읍읍내리178번지15호
188,사료제조업,02_04_05_P,3200000,320000003420260001,2026-02-23,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 관악구 봉천동 932-17,"서울특별시 관악구 봉천로 373-9, 1층 (봉천동)",08750,우다다,2026-02-23 15:20:46,I,2026-02-25 00:20:01,단미,194775.312149111,442424.680328762,사료제조업,단미,0,000,0,,우다다_서울특별시관악구봉천동932-17
187,사료제조업,02_04_05_P,6540000,654000050220260004,2026-02-23,,1,영업/정상,0,정상,,,,,,,,전북특별자치도 군산시 중앙로2가  110번지 3호,전북특별자치도 군산시 약전안길 5 (중앙로2가),,yeet,2026-02-23 18:40:04,I,2026-02-25 00:20:01,사료제조업(단미),174445.189656875,275938.262704185,사료제조업,,0,000,0,,yeet_전북특별자치도군산시중앙로2가110번지3호
189,사료제조업,02_04_05_P,6430000,643000050220260011,2026-02-23,,1,영업/정상,0,정상,,,,,,,,충청북도 청주시 서원구 분평동  1356번지 0호,충청북도 청주시 서원구 원마루로8번길 2 (분평동),,맘마 먹으러 오시개,2026-02-23 10:24:22,I,2026-02-25 00:20:01,사료제조업(단미),244238.505289617,345414.121419221,사료제조업,,0,000,0,,맘마먹으러오시개_충청북도청주시서원구분평동1356번지0호
190,사료제조업,02_04_05_P,6430000,643000050220260012,2026-02-23,,1,영업/정상,0,정상,,,,,,,,충청북도 충주시 대소원면 본리 645번지 0호 충주코아루퍼스트아파트 107동 1104호,"충청북도 충주시 대소원면 첨단산업4로 24, 107동 1104호 (충주코아루퍼스트아파트)",27466,대풍상사,2026-02-23 22:34:24,I,2026-02-25 00:20:01,사료제조업(수입),273787.672904085,387567.88224242,사료제조업,,0,000,0,,대풍상사_충청북도충주시대소원면본리645번지0호충주코아루퍼스트아파트107동1104호
