"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","영화수입업","03_13_04_P","3820000","CDFF5211022014000001","2014-09-11","","01","영업/정상","13","영업중","","","","","031-872-1301","","","경기도 의정부시 의정부동 ***-*","경기도 의정부시 범골로 *** (의정부동, 삼라빌딩 본관 ***호)","480-849","삼라(주)시네마","2026-02-03 11:34:11","U","2026-02-06 02:40:00","","203314.540152316","470186.059325971","영화수입업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20140911","",
"2","영화수입업","03_13_04_P","3030000","CDFF5211022026000001","2026-02-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동*가 ***-*","서울특별시 성동구 광나루로*길 **, *층 (성수동*가)","04799","스튜디오언볼트 주식회사","2026-02-06 11:46:55","I","2026-02-08 00:20:01","","205578.634372002","449501.444787395","영화수입업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260206","",
"3","영화수입업","03_13_04_P","3050000","CDFF5211022026000001","2026-02-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 장안동 ***-* 힐스테이트 장안 센트럴 ***동 ***호","서울특별시 동대문구 장한로 ***, 힐스테이트 장안 센트럴 ***동 *층 ***-C**호 (장안동)","02639","(주)에이프릴콘텐츠","2026-02-06 14:37:03","I","2026-02-08 00:20:01","","206199.953197537","451997.934849601","영화수입업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260206","",
"4","영화수입업","03_13_04_P","3140000","CDFF5211022026000002","2026-02-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 목동 *** 현대월드타워","서울특별시 양천구 목동서로 **, 현대월드타워 ****호 (목동)","07983","주식회사 묘수","2026-02-06 10:43:22","I","2026-02-08 00:20:01","","189151.208015925","448200.067716589","영화수입업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260206","",
"5","영화수입업","03_13_04_P","3030000","CDFF5211022023000002","2023-06-20","","03","폐업","03","폐업","2026-02-12","","","","","","","서울특별시 성동구 도선동 **","서울특별시 성동구 무학로*길 **, A-***층 (도선동)","04709","주식회사 피어니스튜디오","2026-02-12 12:20:42","U","2026-02-14 02:40:00","","203014.126371125","451106.855353223","영화수입업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230620","",
"6","영화수입업","03_13_04_P","3220000","CDFF5211022016000026","2016-11-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 **-**","서울특별시 강남구 언주로 ***, *층 (논현동)","06050","(주)아센디오","2026-02-13 16:08:43","U","2026-02-15 02:40:00","","202952.184669216","446411.73867071","영화수입업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20161114","",
"7","영화수입업","03_13_04_P","3220000","CDFF5211022026000005","2026-02-19","","01","영업/정상","13","영업중","","","","","02-3141-6575","","","서울특별시 강남구 논현동 ***-** 제이빌딩","서울특별시 강남구 학동로**길 **, 제이빌딩 (논현동)","06113","주식회사 메이저나인","2026-02-19 11:26:09","I","2026-02-21 00:20:05","","202399.709175094","445453.03022203","영화수입업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260219","",
"8","영화수입업","03_13_04_P","3180000","CDFF5211022026000001","2026-02-19","","01","영업/정상","13","영업중","","","","","02-552-8902","","","서울특별시 영등포구 여의도동 ** 파크원","서울특별시 영등포구 여의대로 ***, 파크원 타워* **층 (여의도동)","07335","주식회사 케이프이앤에이","2026-02-19 11:32:33","I","2026-02-21 00:20:05","","193592.000380036","447092.629432527","영화수입업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260219","",
"9","영화수입업","03_13_04_P","3080000","CDFF5211022026000001","2021-05-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 수유동 ***-** ***호","서울특별시 강북구 삼양로**길 **, ***호 (수유동)","01098","블루투맨","2026-02-19 13:08:43","U","2026-02-21 02:40:00","","201378.94739486","458991.723763107","영화수입업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210507","",
"10","영화수입업","03_13_04_P","3780000","CDFF5211022026000001","2026-02-22","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 야탑동 ***-*","경기도 성남시 분당구 야탑로***번길 *-*, *층 (야탑동)","13504","파라메트릭(유)","2026-02-22 19:11:53","I","2026-02-24 00:20:11","","212003.748325232","434256.203814588","영화수입업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260222","",
