"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","일반테마파크업","03_07_09_P","5350000","CDFI5271002023000002","2023-08-07","","01","영업/정상","13","영업중","","","","","051-901-8352","","","경상남도 김해시 수가동 1333 렛츠런파크","경상남도 김해시 가락대로 929-1 (수가동)","51021","한국마사회 부산경남지역본부","2026-04-01 13:17:52","U","2026-04-03 02:40:00","","370436.062202322","185610.241546174","허가테마파크업","","자연녹지지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","Y","","Y","Y","","","0","","","","0",
"2","일반테마파크업","03_07_09_P","4390000","CDFI5271002023000001","2023-07-28","","01","영업/정상","13","영업중","","","","","043-870-7831","","","충청북도 충주시 중앙탑면 루암리 95-3","충청북도 충주시 중앙탑면 중앙탑길 42","27449","탄금호 물놀이장","2026-04-01 09:20:33","U","2026-04-03 02:40:00","","277136.525125905","390531.619923917","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","3182","검사대상 1종(유수풀) 1대, 비검사대상 1종(유아놀이대) 1대","0","Y","Y","Y","Y","","","0","","","","3182",
"3","일반테마파크업","03_07_09_P","4211000","CDFI5271002021000001","2021-11-19","","01","영업/정상","13","영업중","","","","","033-533-0101","","","강원특별자치도 동해시 삼화동 719","강원특별자치도 동해시 삼화로 380 (삼화동)","25746","무릉별유천지","2026-04-01 15:24:38","U","2026-04-03 02:40:00","","379860.908735931","442671.292722788","허가테마파크업","","자연녹지지역","0","기타","","","기타","0","0","0","0","","","0","0","","0","0","","0","11098.12","안전검사 대상 유기시설 2종(알파인코스터, 무릉별열차)","0","Y","Y","Y","Y","","","0","","","","11098",
"4","일반테마파크업","03_07_09_P","4241000","CDFI5271002016000001","2016-06-20","","01","영업/정상","13","영업중","","","","","033-803-7945","","","강원특별자치도 삼척시 갈천동 16-4","강원특별자치도 삼척시 수로부인길 453 (갈천동, (주)대명레저산업삼척지점)","25909","오션플레이","2026-04-02 08:55:32","U","2026-04-04 02:40:00","","391420.652116354","443183.726638104","허가테마파크업","","녹지지역","14","기타","","","유기장","10","4","0","0","","","0","0","","0","0","","0","3383.56","익스트림버, 수중모험놀이시설,보딩슬라이드,바디슬라이드,튜브슬라이드","0","Y","Y","Y","Y","","","0","","","","3384",
"5","일반테마파크업","03_07_09_P","3670000","CDFI5271002024000001","2024-04-30","","01","영업/정상","13","영업중","","","","","041-601-7979","","","대전광역시 유성구 구성동 32-2 국립중앙과학관","대전광역시 유성구 대덕대로 481, 국립중앙과학관 (구성동)","34143","국립중앙과학관","2026-04-02 15:59:04","U","2026-04-04 02:40:00","","233841.669066471","319324.920168692","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","가상현실라이더(1)붕붕뜀틀(1)미니기차(1)VR Slide(1)","0","Y","Y","","","","","0","","","","0",
"6","일반테마파크업","03_07_09_P","3910000","CDFI5271002026000001","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 용이동 605 평택대학교","경기도 평택시 서동대로 3825, 평택대학교 (용이동)","17869","고구려기획","2026-04-03 14:00:19","I","2026-04-05 00:20:22","","211764.820850183","388144.861681641","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","Y","","","Y","","","0","","","","0",
"7","일반테마파크업","03_07_09_P","4691000","CDFI5271002026000001","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 정읍시 시기동 406-3","전북특별자치도 정읍시 천변로 233 (시기동)","56203","(주)전주방송","2026-04-03 15:38:40","I","2026-04-05 00:20:22","","187008.830067743","228938.384597322","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","회전그네, 범퍼카, 고스트모터, 배틀킹, 해피카, 에어바운스","0","","","","","","","0","","","","0",
"8","일반테마파크업","03_07_09_P","4420000","CDFI5271002026000001","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","충청북도 보은군 보은읍 죽전리 93","충청북도 보은군 보은읍 남부로 4412-13","28954","보은 벚꽃길 축제(주식회사 와이솔루션)","2026-04-03 13:49:44","I","2026-04-05 00:20:22","","264793.671143021","331003.498314082","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","미니기차 1대, 회전라이더 1대, 에어바운스 2대","0","","","","","","","0","","","","0",
"9","일반테마파크업","03_07_09_P","4711000","CDFI5271002026000001","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 김제시 검산동 397","전북특별자치도 김제시 화동골길 78, 2동 201호 (검산동)","54368","리즈_데이","2026-04-03 15:37:01","I","2026-04-05 00:20:22","","191672.627592617","256646.42216944","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","Y","","Y","Y","","","0","","","","0",
"10","일반테마파크업","03_07_09_P","3410000","CDFI5271002023000001","2023-01-10","","03","폐업","03","폐업","2026-03-03","","","","053-285-8080","","","대구광역시 중구 남일동 135-3","대구광역시 중구 진골목길 32 (남일동)","41935","크레이지팡팡","2026-04-03 16:14:14","U","2026-04-05 02:40:00","","343800.630256577","264352.552626946","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","1376.3","2개","0","Y","Y","Y","Y","","","0","","","","1376",
