"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","외국인관광도시민박업","03_11_04_P","5070000","CDFI2262212026000002","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 태화동 187-1","경상북도 안동시 서경지7길 27-29, 2층 (태화동)","36676","결안동","2026-04-01 08:52:42","I","2026-04-03 00:20:02","","353411.02544886","341309.765158619","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2","외국인관광도시민박업","03_11_04_P","3680000","CDFI2262212026000001","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","대전광역시 대덕구 송촌동 492-3","대전광역시 대덕구 계족산로52번길 55-12, 3층 301호 (송촌동)","34423","에클레시아 대전","2026-04-01 16:00:10","I","2026-04-03 00:20:02","","239405.193991265","317839.59876521","외국인관광 도시민박업","","일반주거지역","3","","","","다가구용 주택(공동주택적용)","3","0","0","0","","","0","0","","0","0","","0","121.02","","0","","","","","","","0","","","","121",
"3","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000181","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 망원동 478-19","서울특별시 마포구 망원로11길 44-3, 지층 101호 (망원동)","03963","작은 언니네","2026-04-01 17:54:07","I","2026-04-03 00:20:02","","191635.331760747","450839.025617781","외국인관광 도시민박업","","","0","","","6","다가구용 주택(공동주택적용)","0","0","1","0","Little Unni's Stay","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","40","","0","","","","","","","0","","","","40",
"4","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000182","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 합정동 357-22","서울특별시 마포구 토정로5길 18, 지층 B02호 (합정동)","04073","비숑스테이","2026-04-01 17:55:51","I","2026-04-03 00:20:02","","192723.907703311","449327.091447105","외국인관광 도시민박업","","","0","","","4","다가구용 주택(공동주택적용)","0","0","1","0","bichon-stay","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","43.8","","0","","","","","","","0","","","","44",
"5","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000183","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 합정동 357-22","서울특별시 마포구 토정로5길 18, 1층 103호 (합정동)","04073","루나스테이 인 합정","2026-04-01 17:57:08","I","2026-04-03 00:20:02","","192723.907703311","449327.091447105","외국인관광 도시민박업","","","0","","","4","다가구용 주택(공동주택적용)","0","0","1","0","LUNA STAY in hapjeong","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","43.8","","0","","","","","","","0","","","","44",
"6","외국인관광도시민박업","03_11_04_P","3650000","CDFI2262212026000022","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 유천동 268-35","대전광역시 중구 유천로17번길 10, 302호 (유천동)","34985","스테이 윤슬","2026-04-01 11:29:14","I","2026-04-03 00:20:02","","235700.669926084","312680.751980404","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","0","0","0","0","","","0","0","","0","0","","0","54.75","","0","","","","","","","20000000","","","","55",
"7","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212026000028","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 송죽동 378-9","경기도 수원시 장안구 정조로1041번길 18-4, B02호 (송죽동)","16306","온하루 스테이","2026-04-01 09:13:13","I","2026-04-03 00:20:02","","200416.416","421843.888","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","0","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"8","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212026000029","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 신풍동 116-23","경기도 수원시 팔달구 화서문로22번길 6, 101호 (신풍동)","16258","사계","2026-04-01 09:13:29","I","2026-04-03 00:20:02","","200827.72172238","420323.220093466","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"9","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212026000030","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 장안구 조원동 754-13 일양빌라","경기도 수원시 장안구 송원로86번길 36, B동 지층 B02호 (조원동, 일양빌라)","16284","채움","2026-04-01 09:13:38","I","2026-04-03 00:20:02","","200941.726097476","422132.93169348","외국인관광 도시민박업","","일반주거지역","0","","","","다세대주택","0","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"10","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212026000031","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 우만동 587-7","경기도 수원시 팔달구 경수대로718번길 32, 302호 (우만동)","16233","안온재 스테이","2026-04-01 09:56:26","I","2026-04-03 00:20:02","","202304.119153546","420926.339460484","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
