번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수,Unnamed: 33,record_key
155,축산판매업,07_22_04_P,5670000,567000000920260016,2026-03-05,,1,영업/정상,0,정상,,,,,,0.0,,경상남도 창원시 마산회원구 합성동 168-50,"경상남도 창원시 마산회원구 합성동13길 53, 1층 (합성동)",51355.0,형제축산,2026-03-05 17:13:50,I,2026-03-07 00:20:02,식육판매업,344631.202613211,194821.228374721,축산물판매업,식육판매업,0,000,0,,형제축산_경상남도창원시마산회원구합성동168-50
154,축산판매업,07_22_04_P,5670000,567000000920260015,2026-03-05,,1,영업/정상,0,정상,,,,,,0.0,,경상남도 창원시 진해구 충무동 11-1,"경상남도 창원시 진해구 충장로 84, 지하1층 (충무동)",51679.0,가온,2026-03-05 10:29:27,I,2026-03-07 00:20:02,식육판매업,351305.480451541,184938.921240064,축산물판매업,식육판매업,0,000,0,,가온_경상남도창원시진해구충무동11-1
153,축산판매업,07_22_04_P,3510500,351050000920260004,2026-03-05,,1,영업/정상,0,정상,,,,,,0.0,,인천광역시 미추홀구 주안동 203-12,"인천광역시 미추홀구 석바위로 48, 303호 (주안동)",22139.0,주식회사 스웸프,2026-03-05 13:55:06,I,2026-03-07 00:20:02,식육판매업,171479.667362085,439867.780912122,축산물판매업,식육판매업,0,L00,0,,주식회사스웸프_인천광역시미추홀구주안동203-12
150,축산판매업,07_22_04_P,3660000,366000000920260005,2026-03-05,,1,영업/정상,0,정상,,,,,,33.88,,대전광역시 서구 정림동 124-11,대전광역시 서구 계백로1286번길 45 (정림동),35396.0,고기먹세,2026-03-05 16:21:43,I,2026-03-07 00:20:02,식육판매업,232856.214129858,311764.368784301,축산물판매업,식육판매업,0,L00,0,,고기먹세_대전광역시서구정림동124-11
149,축산판매업,07_22_04_P,5700000,570000000920260002,2026-03-05,,1,영업/정상,0,정상,,,,,,107.25,,경기도 여주시 매룡동 217-1,경기도 여주시 명성로 318 (매룡동),12654.0,(주)이서푸드,2026-03-05 20:23:13,I,2026-03-07 00:20:02,축산물유통전문판매업,258253.911236398,419563.639453285,축산물판매업,축산물유통전문판매업,0,000,0,,(주)이서푸드_경기도여주시매룡동217-1
148,축산판매업,07_22_04_P,3390000,339000000920260003,2026-03-05,,1,영업/정상,0,정상,,,,,,0.0,,부산광역시 사상구 감전동 502-1 마트월드 352호,"부산광역시 사상구 낙동대로 910, 마트월드 352호 (감전동)",47029.0,(주)푸드찬스,2026-03-05 09:05:13,I,2026-03-07 00:20:02,식육판매업,379554.826788489,184301.128962727,축산물판매업,식육판매업,0,L00,0,,(주)푸드찬스_부산광역시사상구감전동502-1마트월드352호
146,축산판매업,07_22_04_P,4800000,480000000920260001,2026-03-05,,1,영업/정상,0,정상,,,,,,16.8,,전라남도 목포시 옥암동 961 하당금호아파트,"전라남도 목포시 백년대로375번길 30, 하당금호아파트 상가동 지하층 제4호 B실 (옥암동)",58663.0,육고기컴퍼니,2026-03-05 10:53:46,I,2026-03-07 00:20:02,축산물유통전문판매업,147454.941377937,145882.107018969,축산물판매업,축산물유통전문판매업,0,000,0,,육고기컴퍼니_전라남도목포시옥암동961하당금호아파트
102,축산판매업,07_22_04_P,3400000,340000000920260010,2026-03-04,,1,영업/정상,0,정상,,,,,0517285379,149.26,,부산광역시 기장군 정관읍 예림리 508-1,부산광역시 기장군 정관읍 정관로 859,46020.0,와이에스푸드,2026-03-04 17:36:31,I,2026-03-06 00:20:02,축산물유통전문판매업,400522.231452651,205100.729847617,축산물판매업,축산물유통전문판매업,0,000,0,,와이에스푸드_부산광역시기장군정관읍예림리508-1
100,축산판매업,07_22_04_P,3400000,340000000920260008,2026-03-04,,1,영업/정상,0,정상,,,,,,52.5,,부산광역시 기장군 정관읍 모전리 738-4,부산광역시 기장군 정관읍 정관로 389,46008.0,더착한고기정육점,2026-03-04 17:35:07,I,2026-03-06 00:20:02,축산물유통전문판매업,396839.499808942,206070.223360046,축산물판매업,축산물유통전문판매업,0,000,0,,더착한고기정육점_부산광역시기장군정관읍모전리738-4
104,축산판매업,07_22_04_P,5220000,522000000920260006,2026-03-04,,1,영업/정상,0,정상,,,,,,80.0,,경상북도 칠곡군 왜관읍 삼청리 252-13 1층,"경상북도 칠곡군 왜관읍 현대로 97, 1층",39871.0,주식회사 산애들애,2026-03-04 13:25:42,I,2026-03-06 00:20:02,축산물유통전문판매업,329071.828973318,277168.39352133,축산물판매업,축산물유통전문판매업,0,L00,0,,주식회사산애들애_경상북도칠곡군왜관읍삼청리252-131층
