"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","영화제작업","03_13_05_P","3070000","CDFF5211012026000004","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 성북동 *-**","서울특별시 성북구 선잠로*가길 **, ***호 (성북동)","02836","주식회사 스튜디오사부작","2026-04-01 19:45:17","I","2026-04-03 00:20:02","","200022.226627579","454875.306670781","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260401","",
"2","영화제작업","03_13_05_P","3330000","CDFF5211012026000006","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 반여동 ****-* ***호","부산광역시 해운대구 재반로***번길 **, *층 ***호 (반여동)","48024","스페이스크레프트","2026-04-01 15:13:24","I","2026-04-03 00:20:02","","393925.128364317","191067.426705395","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260401","",
"3","영화제작업","03_13_05_P","3940000","CDFF5211012026000026","2009-05-29","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 덕은동 ***","경기도 고양시 덕양구 청초로 **, 지엘메트로시티한강 A동 AA**-****호 (덕은동)","10542","미씽링크","2026-04-01 08:55:35","U","2026-04-03 02:40:00","","","","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20090529","",
"4","영화제작업","03_13_05_P","5690000","CDFF5211012026000001","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 장군면 금암리 ***-* 한국영상대학교","세종특별자치시 장군면 대학길 ***, 한국영상대학교 진리관 *층 ****호","30056","주식회사 이오엔","2026-04-02 13:18:32","I","2026-04-04 00:20:02","","218831.655442047","329117.997348047","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260402","",
"5","영화제작업","03_13_05_P","4930000","CDFF5211012023000001","2023-04-06","","01","영업/정상","13","영업중","","","","","","","","전라남도 해남군 해남읍 평동리 ***","전라남도 해남군 해남읍 홍교로 **","59040","주식회사 해남방송","2026-04-02 16:29:06","U","2026-04-04 02:40:00","","163238.732314017","119017.20588233","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230406","",
"6","영화제작업","03_13_05_P","3590000","CDFF5211012026000001","2026-02-26","","01","영업/정상","13","영업중","","","","","050-5008-5252","","","광주광역시 동구 금동 ***","광주광역시 동구 백서로***번길 **, *층 *호 (금동)","61488","주식회사 콘텐츠팜 호미","2026-04-02 10:30:01","U","2026-04-04 02:40:00","","192456.589961139","182672.012566041","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260226","",
"7","영화제작업","03_13_05_P","4090000","CDFF5211012026000006","2011-05-06","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 운양동 ****-*","경기도 김포시 김포한강*로 ***, *층 ***-에이**호 (운양동)","10078","(주)엠픽처스","2026-04-03 17:15:31","I","2026-04-05 00:20:22","","172128.333251763","461262.941306652","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20110506","",
"8","영화제작업","03_13_05_P","5020000","CDFF5211012026000001","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 송도동 ***-**","경상북도 포항시 남구 송림로**번길 **-* (송도동)","37732","올벼플러스","2026-04-03 11:17:47","I","2026-04-05 00:20:22","","413796.120618332","284530.418618856","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260403","",
"9","영화제작업","03_13_05_P","3590000","CDFF5211012026000004","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","광주광역시 동구 학동 ***-* 아남아파트","광주광역시 동구 의재로 **-*, ***동 *층 *호 (학동, 아남아파트)","61459","이미지발견","2026-04-03 08:53:19","I","2026-04-05 00:20:22","","193611.121031885","181651.995188669","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260403","",
"10","영화제작업","03_13_05_P","3220000","CDFF5211012026000034","2026-04-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-** 아모제논현빌딩","서울특별시 강남구 봉은사로 ***, 아모제논현빌딩 *층 ****호 (논현동)","06103","주식회사 몬스타브라더스","2026-04-03 11:10:20","I","2026-04-05 00:20:22","","203607.068430001","445315.578728921","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260403","",
