"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"1","동물전시업","02_03_09_P","3200000","320000004720260001","2026-02-09","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 관악구 봉천동 ***-* 올레바움","서울특별시 관악구 은천로 **, 지하*층 (봉천동)","08750","냥이주택","2026-02-09 13:56:33","I","2026-02-11 00:20:41","","194904.338184339","442672.257735668","동물전시업","동물전시업","000","0",
"2","동물전시업","02_03_09_P","3590000","359000004720260001","2026-02-12","","01","영업/정상","0000","정상","","","","","062-232-7979","0","","광주광역시 동구 충장로*가 **","광주광역시 동구 충장로 **-*, *,*층 (충장로*가)","61483","해피몽","2026-02-12 15:26:13","I","2026-02-14 00:20:02","","192253.778683656","183252.652573048","동물전시업","동물전시업","000","0",
"3","동물전시업","02_03_09_P","3940000","396010004720230001","2023-04-17","","01","영업/정상","0000","정상","","","","","031-922-2440","0","","경기도 고양시 일산동구 장항동 *** 라페스타C ***호","경기도 고양시 일산동구 무궁화로 **-**, 라페스타C *층 ***호 (장항동)","10401","피터펫카페 일산점","2026-02-09 14:35:35","U","2026-02-11 02:40:00","","179511.696299969","462156.749119648","동물전시업","동물전시업","000","0",
"4","동물전시업","02_03_09_P","5530000","574000004720210061","2021-07-07","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 만세구 서신면 사곶리 *-*","경기도 화성시 만세구 서신면 안벼슬길***번길 ***","18556","휴먼앤독","2022-04-28 18:09:32","I","2026-02-03 01:35:10","","177075.347241153","406084.337832507","동물전시업","동물전시업","000","0",
"5","동물전시업","02_03_09_P","5530000","577000004720180061","2018-08-06","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 동탄구 반송동  ***-*","경기도 화성시 동탄구 노작로*길 **-*, *층 (반송동)","18459","플레이어스","2022-04-28 18:09:27","I","2026-02-04 01:35:23","","206933.803068273","410517.468179562","동물전시업","동물전시업","000","0",
"6","동물전시업","02_03_09_P","5530000","577000004720200030","2020-04-14","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 동탄구 방교동  ***-*","경기도 화성시 동탄구 동탄기흥로***번가길 **, C동 **호 (방교동)","18487","주식회사 쥬라리움 동탄","2023-04-17 09:52:33","I","2026-02-04 01:35:23","","208093.243413282","408754.639871921","동물전시업","동물전시업","L00","0",
"7","동물전시업","02_03_09_P","5530000","577000004720230003","2023-07-25","","01","영업/정상","0000","정상","","","","","031-372-7133","0","","경기도 화성시 동탄구 영천동  ***-*","경기도 화성시 동탄구 동탄치동천로*길 *-**, *층 (영천동)","18474","타샤의 그림정원","2024-03-26 10:49:28","I","2026-02-04 01:35:23","","210893.825600614","411244.873953917","동물전시업","동물전시업","000","0",
"8","동물전시업","02_03_09_P","5530000","577000004720240001","2024-05-01","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 동탄구 송동  ***-*","경기도 화성시 동탄구 동탄대로*길 **, 라크몽 *층 E***~E***호 (송동)","18497","캣플 동탄점","2025-07-10 09:53:41","I","2026-02-04 01:35:23","","209267.831935403","407233.52541514","동물전시업","동물전시업","000","0",
"9","동물전시업","02_03_09_P","5530000","576000004720190020","2019-03-08","","01","영업/정상","0000","정상","","","","","031-308-0280","0","","경기도 화성시 병점구 병점동  ***-* 미라클 프라자","경기도 화성시 병점구 떡전골로 **-*, 미라클 프라자 *층 (병점동)","18412","카페 커피캣","2024-05-22 10:38:23","I","2026-02-04 01:35:23","","202975.729734666","411680.382141823","동물전시업","동물전시업","000","0",
"10","동물전시업","02_03_09_P","5530000","575000004720220022","2022-03-18","","01","영업/정상","0000","정상","","","","","070-8228-0222","0","","경기도 화성시 효행구 봉담읍 상리 ***-*","경기도 화성시 효행구 봉담읍 상리*길 **, 토마토메디컬 *층 ***호","18309","이웃집고양이&루나펠트","2024-03-28 09:22:47","I","2026-02-04 01:35:23","","195238.534634398","413630.318703919","동물전시업","동물전시업","000","0",
