"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","관광펜션업","03_11_02_P","5430000","CDFI3261092026000004","2026-02-09","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 남면 평산리 2160-2","경상남도 남해군 남면 남면로1593번길 24-67","52434","사우스코스트","2026-02-09 17:29:42","I","2026-02-11 00:20:41","","276947.618281264","140436.596490412","관광펜션업","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","202.89","","0","","","","","","","0","","","","203",
"2","관광펜션업","03_11_02_P","5430000","CDFI3261092026000005","2026-02-09","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 남면 평산리 2160-3","경상남도 남해군 남면 남면로1593번길 24-65","52434","블루코스트","2026-02-09 17:30:49","I","2026-02-11 00:20:41","","276960.180188744","140403.854348128","관광펜션업","","","2","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","220.06","","0","","","","","","","0","","","","220",
"3","관광펜션업","03_11_02_P","4580000","CDFI3261092015000001","2015-07-10","","01","영업/정상","13","영업중","","","","","","","325-893","충청남도 서천군 서면 도둔리 1412","충청남도 서천군 서면 춘장대길 62","33603","힐링펜션","2026-02-09 13:08:00","U","2026-02-11 02:40:00","","156896.498053663","295593.988627096","관광펜션업","","관리지역","3","기타","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","892.87","","0","","","","","","","0","","","","893",
"4","관광펜션업","03_11_02_P","4351000","CDFI3261092026000003","2026-02-12","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 손양면 동호리 1-87","강원특별자치도 양양군 손양면 선사유적로 316-62","25042","욜로하 스테이","2026-02-12 09:25:41","I","2026-02-14 00:20:02","","347922.0325997","507038.752242291","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"5","관광펜션업","03_11_02_P","4191000","CDFI3261092008000001","2008-08-01","","01","영업/정상","13","영업중","","","","","033-742-4455","","220-824","강원특별자치도 원주시 지정면 판대리 370-26","강원특별자치도 원주시 지정면 구재로 40-13","26357","인더포레펜션","2026-02-09 14:19:00","U","2026-02-11 02:40:00","","269951.792742982","432465.089403268","관광펜션업","관광사업","","3","","","","","0","0","0","0","","","0","0","","0","0","","0","218.45","","0","","","","","","","1200000000","","","","218",
"6","관광펜션업","03_11_02_P","4160000","CDFI3261092026000008","2026-02-12","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 상면 행현리 431","경기도 가평군 상면 수목원로164번길 16","12448","멍밸리","2026-02-12 09:08:47","I","2026-02-14 00:20:02","","231812.307855768","473419.568241002","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"7","관광펜션업","03_11_02_P","5430000","CDFI3261092026000006","2026-02-12","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 서면 작장리 138","경상남도 남해군 서면 남서대로 1803-64","52409","웨이포인트풀빌라(waypoint)","2026-02-12 11:52:01","I","2026-02-14 00:20:02","","275556.439749668","146968.355412261","관광펜션업","","","4","","","","숙박시설","4","0","0","0","","","0","0","","0","0","","0","957.24","","0","","","","","","","0","","","","957",
"8","관광펜션업","03_11_02_P","4950000","CDFI3261092017000001","2017-11-01","","01","영업/정상","13","영업중","","","","","061-453-3381","","","전라남도 무안군 청계면 복길리 537-3","전라남도 무안군 청계면 복길로 450-42","58557","무안가족휴관광펜션","2026-02-12 15:47:01","U","2026-02-14 02:40:00","","144316.697082366","154257.790541658","관광펜션업","","관리지역","2","기타","","한화","숙박시설","2","0","0","0","","","0","0","","0","0","","0","415.66","","0","","","","","","","0","","","","416",
"9","관광펜션업","03_11_02_P","4600000","CDFI3261092023000001","2023-05-23","","01","영업/정상","13","영업중","","","","","","","","충청남도 홍성군 서부면 궁리 385-6","충청남도 홍성군 서부면 서부서길554번길 67-10","32204","자발적고립","2026-02-04 14:35:17","U","2026-02-06 02:40:00","","152422.450229607","342171.182758704","관광펜션업","","","1","","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","400000000","","","","0",
"10","관광펜션업","03_11_02_P","5430000","CDFI3261092026000003","2026-02-05","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 서면 작장리 475-2","경상남도 남해군 서면 남서대로 1949-15","52409","남해아라힐펜션","2026-02-05 13:27:29","I","2026-02-07 00:20:02","","274933.315232187","147849.59254904","관광펜션업","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","158.72","","0","","","","","","","0","","","","159",
"11","관광펜션업","03_11_02_P","5180000","CDFI3261092026000001","2026-02-05","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 영해면 대진리 29","경상북도 영덕군 영해면 영덕대게로 2635-17, 원스인대진","36417","원스인대진","2026-02-05 17:56:15","I","2026-02-07 00:20:02","","418232.287343502","341765.282380445","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","0","0","Once in Daejin","Tourist Pension Business","0","0","","0","0","","0","165.6","","0","","","","","","","0","","","","166",
"12","관광펜션업","03_11_02_P","4351000","CDFI3261092026000002","2026-02-05","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 현남면 남애리 174-13","강원특별자치도 양양군 현남면 동해대로 279-18","25057","남애서퍼스빌리지_빌라2","2026-02-05 16:31:32","I","2026-02-07 00:20:02","","356860.288430416","493932.155125428","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"13","관광펜션업","03_11_02_P","5370000","CDFI3261092026000002","2026-02-05","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 일운면 구조라리 365","경상남도 거제시 일운면 구조라로 44-9","53329","담사이","2026-02-05 15:22:36","I","2026-02-07 00:20:02","","354973.60820055","146418.237205707","관광펜션업","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"14","관광펜션업","03_11_02_P","3290000","CDFI3261092024000001","2024-02-27","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 423-7","부산광역시 부산진구 부전로95번길 42 (부전동)","47258","서면스테이","2026-02-11 10:14:13","U","2026-02-13 02:40:00","","386977.378286455","186349.743008723","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
