"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","자동차야영장업","03_11_05_P","4201000","CDFI2262142015000003","2015-06-15","","01","영업/정상","13","영업중","","","","","0336610401","","210-865","강원특별자치도 강릉시 연곡면 퇴곡리 328","강원특별자치도 강릉시 연곡면 진고개로 1826-11","25426","소금강마을에코센터 오토캠핑장","2026-02-02 18:28:10","U","2026-02-04 02:40:00","","353198.487138058","484244.548622185","자동차야영장업","","관리지역","3","기타","","","근린생활시설","2","1","0","0","","","0","0","","0","0","","0","7450","","0","","","","","","","0","","","","7450",
"2","자동차야영장업","03_11_05_P","4500000","CDFI2262142015000002","2015-06-09","","01","영업/정상","13","영업중","","","","","042-820-3133","","314-924","충청남도 공주시 반포면 학봉리 산 19-41","충청남도 공주시 반포면 동학사2로 115-16","32626","계룡산동학사자동차야영장","2026-01-30 14:59:06","U","2026-02-04 11:04:37","","221626.007905893","317460.330781707","자동차야영장업","","전용주거지역","1","기타","","","체육시설","1","0","0","0","","","0","0","","0","0","","0","107.21","","0","","","","","","","0","","","","107",
"3","자동차야영장업","03_11_05_P","4500000","CDFI2262142024000001","2024-04-12","","01","영업/정상","13","영업중","","","","","041-881-3007","","","충청남도 공주시 계룡면 중장리 138","충청남도 공주시 계룡면 갑사로 451","32615","계룡산 갑사자동차야영장","2026-01-30 14:57:28","U","2026-02-04 11:04:37","","215908.182120761","319132.774379416","자동차야영장업","","","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","212.3","","0","","","","","","","0","","","","212",
"4","자동차야영장업","03_11_05_P","5190000","CDFI2262142018000002","2018-07-19","","01","영업/정상","13","영업중","","","","","0507-1342-3308","","","경상북도 청도군 청도읍 사촌리 461-1","경상북도 청도군 청도읍 청매로 283-47","38349","캠프안단테","2026-02-04 16:16:47","U","2026-02-06 02:40:00","","362450.256097303","232173.412252793","자동차야영장업","","관리지역","0","기타","","","기타","0","0","0","0","","","0","0","","0","0","","0","9000","","0","","","","","","","0","","","","9000",
"5","자동차야영장업","03_11_05_P","5600000","CDFI2262142013000001","2013-06-05","","01","영업/정상","13","영업중","","","","","031-538-3362","","487-891","경기도 포천시 영북면 대회산리 452","경기도 포천시 영북면 비둘기낭길 108","487-891","포천 비둘기낭 캠핑장","2026-02-04 18:16:55","U","2026-02-06 02:40:00","","219386.053014432","508284.629454549","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","3691","","0","","","","","","","0","","","","3691",
"6","자동차야영장업","03_11_05_P","5200000","CDFI2262142024000001","2024-10-29","","01","영업/정상","13","영업중","","","","","","","","경상북도 고령군 덕곡면 후암리 414","경상북도 고령군 덕곡면 지사동길 95","40128","빨래터캠핑장","2026-02-04 16:25:30","U","2026-02-06 02:40:00","","312617.985046093","252073.997772866","자동차야영장업","","관리지역","1","기타","","NH농협손해보험","기타","0","0","0","196","","","0","0","","0","0","","0","2998","","0","","","","","","","0","","","","2998",
"7","자동차야영장업","03_11_05_P","5690000","CDFI2262142025000001","2025-10-28","","01","영업/정상","13","영업중","","","","","","","","세종특별자치시 연동면 명학리 621-22","세종특별자치시 연동면 원합강1길 85-11","30067","루트 247","2026-02-04 16:18:30","U","2026-02-06 02:40:00","","","","자동차야영장업","","","0","","","삼성화재해상보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0",
"8","자동차야영장업","03_11_05_P","5360000","CDFI2262142015000003","2015-05-21","","01","영업/정상","13","영업중","","","","","","","","경상남도 밀양시 단장면 범도리 780","경상남도 밀양시 단장면 표충로 860","50418","범도오토캠핑장","2026-02-04 18:27:11","U","2026-02-06 02:40:00","","373163.86410264","226502.639231352","자동차야영장업","","준주거지역","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","6500","","0","","","","","","","300000000","","","","6500",
"9","자동차야영장업","03_11_05_P","5570000","CDFI2262142015000001","2015-07-30","","01","영업/정상","13","영업중","","","","","043-835-4542","","","충청북도 증평군 증평읍 율리 790","","","좌구산 오토캠핑장","2026-02-03 14:34:45","U","2026-02-06 02:40:00","","257970.321575449","357099.145793117","자동차야영장업","","관리지역","1","기타","","","사무실","1","0","0","66","","","0","0","","0","0","","0","66","","0","","","","","","","0","","","","66",
"10","자동차야영장업","03_11_05_P","3160000","CDFI2262142026000002","2026-02-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 197-48 에이스테크노타워Ⅲ","서울특별시 구로구 디지털로29길 38, 에이스테크노타워Ⅲ 802-에이-180호 (구로동)","08381","월드티앤씨(주)","2026-02-05 14:28:25","I","2026-02-07 00:20:02","","190491.833060361","442477.332680657","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","3.3","","0","","","","","","","7500000","","","","3",
"11","자동차야영장업","03_11_05_P","4620000","CDFI2262142015000003","2015-08-03","","01","영업/정상","13","영업중","","","","","0416727267","","","충청남도 태안군 남면 신장리 353-116 , -117, -118, 355-50","충청남도 태안군 남면 몽산포길 63-43","32153","몽산포자동차야영장","2026-02-05 17:32:37","U","2026-02-07 02:40:00","","136378.403888425","352255.754646119","자동차야영장업","","","0","기타","","","기타","0","0","0","302","","","0","0","","0","0","","0","33016","","0","","","","","","","0","","","","33016",
"12","자동차야영장업","03_11_05_P","4620000","CDFI2262142015000002","2015-07-10","","01","영업/정상","13","영업중","","","","","0416743224","","","충청남도 태안군 원북면 방갈리 515-55 , -56, -71~74, -79, -81, -194, -266","충청남도 태안군 원북면 옥파로 1152-37","32105","학암포자동차야영장","2026-02-05 17:31:46","U","2026-02-07 02:40:00","","129188.743808599","377684.66363131","자동차야영장업","","","0","","","","","0","0","0","661","","","0","0","","0","0","","0","27451","","0","","","","","","","0","","","","27451",
"13","자동차야영장업","03_11_05_P","4170000","CDFI2262142021000002","2021-05-17","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 단월면 산음리 822-3","경기도 양평군 단월면 윗고북길 33-23","12527","모짜르트","2026-02-05 17:02:46","U","2026-02-07 02:40:00","","251862.456440961","454046.910600706","자동차야영장업","","관리지역","1","기타","","","","1","0","0","92","","","0","0","","0","0","","0","5979","","0","","","","","","","500000000","","","","5979",
"14","자동차야영장업","03_11_05_P","3620000","CDFI2262142015000001","2015-05-26","","01","영업/정상","13","영업중","","","","","613-6465,971-6467","","500-460","광주광역시 북구 월출동 968","광주광역시 북구 추암로 190 (월출동)","61002","광주시민의숲 야영장","2026-02-03 11:10:32","U","2026-02-07 02:40:00","","187828.65558008","192761.759790278","자동차야영장업","","","1","기타","","DB손해보험","근린생활시설","1","0","0","115","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"15","자동차야영장업","03_11_05_P","4880000","CDFI2262142025000003","2025-12-09","","01","영업/정상","13","영업중","","","","","","","","전라남도 고흥군 영남면 양사리 742-11","전라남도 고흥군 영남면 팔영로 932","59520","팔봉야영장","2026-02-06 14:10:34","I","2026-02-08 00:20:01","","","","자동차야영장업","","관리지역","0","기타","","","","0","0","0","69","","","0","0","","0","0","","0","3410","","0","","","","","","","0","","","","3410",
"16","자동차야영장업","03_11_05_P","4590000","CDFI2262142019000001","2019-02-12","","01","영업/정상","13","영업중","","","","","","","","충청남도 청양군 대치면 광대리 409-6","충청남도 청양군 대치면 칠갑산로 668-21","33344","고목정","2026-02-06 13:23:51","U","2026-02-08 02:40:00","","186078.995027589","326385.567931058","자동차야영장업","","관리지역","0","기타","","nh농협손해보험","환경위생시설","0","0","0","75","","","0","0","","0","0","","0","1450","","0","","","","","","","100000000","","","","1450",
