"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","식품운반업","07_22_09_P","3630000","3630000-117-2026-00003","2026-04-01","","01","영업/정상","01","영업","","","","","062 9566500","3.30","506-831","광주광역시 광산구 장덕동 ***-** ***호","광주광역시 광산구 하남산단*번로 ***, ***호 (장덕동)","62231","(주)효성","2026-04-01 11:22:20","I","2026-04-03 00:20:02","식품운반업","182540.20586338","187853.289939829","식품운반업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"2","식품운반업","07_22_09_P","5670000","5670156-117-2004-30002","2004-05-12","","03","폐업","02","폐업","2026-04-01","","","","055 2215108","45.00","631-442","경상남도 창원시 마산합포구 신포동*가 ***-** (지상*층)","경상남도 창원시 마산합포구 어시장*길 ** (신포동*가,(지상*층))","51720","창한푸드","2026-04-01 14:18:59","U","2026-04-03 02:40:00","식품운반업","343289.325225581","190189.172225984","식품운반업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","0","","","",
"3","식품운반업","07_22_09_P","3270000","3270000-117-2014-00001","2014-04-09","","01","영업/정상","01","영업","","","","","","80.19","","","부산광역시 동구 범일로 *** (범일동)","48735","삼원종합물류(주) 부산영업소","2026-04-01 10:23:33","U","2026-04-03 02:40:00","식품운반업","387539.767677801","184402.96650913","식품운반업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"4","식품운반업","07_22_09_P","3400000","3400000-117-2026-00001","2026-04-02","","01","영업/정상","01","영업","","","","","","35.82","619-951","부산광역시 기장군 장안읍 월내리 ***-**","부산광역시 기장군 장안읍 월내해안길 **, *층","46037","나름 로지틱스","2026-04-02 10:49:27","I","2026-04-04 00:20:02","식품운반업","406873.518981369","205273.568439051","식품운반업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"5","식품운반업","07_22_09_P","3490000","3490000-117-2024-00001","2024-08-14","","01","영업/정상","01","영업","","","","","031 7378467","54.15","400-201","인천광역시 중구 북성동*가 *-** 한진인천물류창고 상온냉장창고 *층","인천광역시 중구 월미로 **, 한진인천물류창고 상온냉장창고 *층 (북성동*가)","22300","(주)에스피씨지에프에스","2026-04-02 11:54:52","U","2026-04-04 02:40:00","식품운반업","165412.84163813","441920.236108997","식품운반업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"6","식품운반업","07_22_09_P","4040000","4040000-117-2021-00002","2021-08-10","","01","영업/정상","01","영업","","","","","","26.40","465-831","경기도 하남시 덕풍동 *** 하남푸르지오시티","경기도 하남시 덕풍동로 ***-**, 하남푸르지오시티 *층 ***호 (덕풍동)","12927","(주)유성","2026-04-02 16:38:57","U","2026-04-04 02:40:00","식품운반업","218344.365262174","450043.293281536","식품운반업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"7","식품운반업","07_22_09_P","3560000","3560000-117-2018-00001","2018-11-22","","03","폐업","02","폐업","2026-03-17","","","","","66.00","404-826","인천광역시 서구 석남동 *** 트윈팰리스 ***동 ***호","인천광역시 서구 옻우물로**번길 **, ***동 ***호 (석남동, 트윈팰리스)","22790","용달화물","2026-04-03 21:46:48","U","2026-04-05 02:40:00","식품운반업","171155.113600159","445252.795801161","식품운반업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"8","식품운반업","07_22_09_P","4170000","4170000-117-2011-00001","2011-08-11","","03","폐업","02","폐업","2026-04-03","","","","031 7728118","29.16","476-804","경기도 양평군 양평읍 창대리 ***-* 외*필지(*층)","경기도 양평군 양평읍 남북로 ** (*층)","12560","농업회사법인(주)그린에코","2026-04-03 17:05:20","U","2026-04-05 02:40:00","식품운반업","244343.883456954","443013.37791909","식품운반업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
"9","식품운반업","07_22_09_P","3780000","3810000-117-2026-00001","2026-03-20","","01","영업/정상","01","영업","","","","","","39.30","463-808","경기도 성남시 분당구 구미동 **-* 더프라자 *층 ***호 일부","경기도 성남시 분당구 미금일로**번길 **-*, 더프라자 *층 ***호 일부 (구미동)","13627","(주)로지스앤크루","2026-04-03 16:44:22","U","2026-04-05 02:40:00","식품운반업","209717.445","427481.195","식품운반업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"10","식품운반업","07_22_09_P","3040000","3040000-117-2011-00002","2011-05-02","","01","영업/정상","01","영업","","","","","02  20686767","26.40","143-825","서울특별시 광진구 구의동 ***-**","서울특별시 광진구 아차산로 ***, B*-***호 (구의동)","05044","(주)파워카","2026-04-03 13:34:09","U","2026-04-05 02:40:00","식품운반업","207388.308848516","448313.517465433","식품운반업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
