번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수,Unnamed: 33,record_key
109,축산물운반업,07_22_25_P,3220000,322000000820260001,2026-02-13,,1,영업/정상,0,정상,,,,,,386.82,,서울특별시 강남구 역삼동 ***-**,"서울특별시 강남구 언주로**길 *, *층 (역삼동)",6210.0,주식회사 디오비로지스,2026-02-13 08:51:17,I,2026-02-15 00:20:02,,203801.334755076,444390.606868021,축산물운반업,,0.0,L00,0.0,,주식회사디오비로지스_서울특별시강남구역삼동***-**
90,축산물운반업,07_22_25_P,3910000,391000000820260001,2026-02-10,,1,영업/정상,0,정상,,,,,,16.53,,경기도 평택시 청북읍 토진리 ***-*,경기도 평택시 청북읍 청오로 ***-**,17797.0,한봄유통,2026-02-10 14:24:22,I,2026-02-12 00:20:02,,195894.207501988,392716.548579169,축산물운반업,,0.0,000,0.0,,한봄유통_경기도평택시청북읍토진리***-*
80,축산물운반업,07_22_25_P,4000000,400000000820260001,2026-02-09,,1,영업/정상,0,정상,,,,,031-377-5784,50.5,,경기도 오산시 내삼미동 ***-*,"경기도 오산시 북삼미로 ***, *층 (내삼미동)",18112.0,(주)디앤아이,2026-02-09 15:17:56,I,2026-02-11 00:20:41,,205503.948971254,409318.895122271,축산물운반업,,0.0,L00,0.0,,(주)디앤아이_경기도오산시내삼미동***-*
81,축산물운반업,07_22_25_P,3540000,354000000820260001,2026-02-09,,1,영업/정상,0,정상,,,,,,28.1,,인천광역시 부평구 부평동 ***-* 엘루이 ****호,"인천광역시 부평구 주부토로**번길 **-**, ****호 (부평동, 엘루이)",21360.0,재현물류,2026-02-09 16:49:35,I,2026-02-11 00:20:41,,175714.322532073,444184.649968718,축산물운반업,,0.0,000,0.0,,재현물류_인천광역시부평구부평동***-*엘루이****호
72,축산물운반업,07_22_25_P,4500000,450000000820260001,2026-02-05,,1,영업/정상,0,정상,,,,,041-853-9927,270.0,,충청남도 공주시 우성면 동곡리 ***-*,충청남도 공주시 우성면 동곡길 *-**,32528.0,도담농업회사법인(주),2026-02-05 16:17:41,I,2026-02-07 00:20:02,,209405.384031564,333200.026795509,축산물운반업,,0.0,L00,0.0,,도담농업회사법인(주)_충청남도공주시우성면동곡리***-*
71,축산물운반업,07_22_25_P,3040000,304000000820260001,2026-02-05,,1,영업/정상,0,정상,,,,,02-470-0189,22.11,,서울특별시 광진구 구의동 ***-*,"서울특별시 광진구 광나루로**길 **, 지하층 ***호 (구의동, 현대프라임아파트)",5119.0,(주)진보지엘에스,2026-02-05 13:54:31,I,2026-02-07 00:20:02,,208558.286631653,448353.905156369,축산물운반업,,0.0,L00,0.0,,(주)진보지엘에스_서울특별시광진구구의동***-*
70,축산물운반업,07_22_25_P,4470000,447000000820260001,2026-02-05,,1,영업/정상,0,정상,,,,,,0.0,,충청북도 음성군 맹동면 동성리 *** 천년나무*단지,"충청북도 음성군 맹동면 이수로 **, ***동 ***호 (천년나무*단지)",27737.0,김정민,2026-02-05 17:51:08,I,2026-02-07 00:20:02,,248537.489916155,379509.289498941,축산물운반업,,0.0,000,0.0,,김정민_충청북도음성군맹동면동성리***천년나무*단지
14,축산물운반업,07_22_25_P,5530000,574000000820260001,2026-01-08,,1,영업/정상,0,정상,,,,,02-6949-2013,40.56,,경기도 화성시 만세구 우정읍 석천리 ****-**,"경기도 화성시 만세구 우정읍 석천길 **-*, *층",18572.0,(주)투제이비씨엘,2026-01-08 09:28:18,I,2026-02-04 01:35:23,,181563.330238771,395012.168105631,축산물운반업,,0.0,L00,0.0,,(주)투제이비씨엘_경기도화성시만세구우정읍석천리****-**
8,축산물운반업,07_22_25_P,5530000,577000000820250011,2025-12-15,,1,영업/정상,0,정상,,,,,,3.3,,경기도 화성시 동탄구 오산동  *** 동탄역 유림노르웨이숲,"경기도 화성시 동탄구 동탄감배산로 ***, ***동 ****-**호 (오산동, 동탄역 유림노르웨이숲)",18479.0,에이치케이원로지스(주),2025-12-15 09:07:31,I,2026-02-04 01:35:23,,207822.739588256,410789.35102542,축산물운반업,,0.0,L00,0.0,,에이치케이원로지스(주)_경기도화성시동탄구오산동***동탄역유림노르웨이숲
66,축산물운반업,07_22_25_P,3180000,318000000820250003,2025-11-26,,1,영업/정상,0,정상,,,,,,435.51,,서울특별시 영등포구 여의도동 **-* 오투타워,"서울특별시 영등포구 의사당대로 **, 오투타워 **층 (여의도동)",7325.0,(주)대우로지스틱스,2026-01-30 16:08:39,U,2026-02-04 11:04:37,,193165.490137352,446797.341447363,축산물운반업,,0.0,L00,0.0,,(주)대우로지스틱스_서울특별시영등포구여의도동**-*오투타워
